"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.850582221E2,8.822631836E0,3.117675781E1,1.753082275E1
1.850785468E2,7.763671875E0,3.305358887E1,1.519775391E1
1.850982306E2,7.025146484E0,3.165893555E1,1.450195312E1
1.851182501E2,9.173583984E0,3.237152100E1,1.306152344E1
1.851382086E2,7.034301758E0,3.444671631E1,1.375122070E1
1.851581671E2,8.453369141E0,3.236694336E1,1.306304932E1
1.851781561E2,6.785583496E0,3.428955078E1,1.459197998E1
1.851981757E2,6.785583496E0,3.428955078E1,1.459197998E1
1.852181342E2,8.244323730E0,3.429260254E1,1.601867676E1
1.852385504E2,8.209228516E0,3.430175781E1,1.316070557E1
1.852582037E2,9.658813477E0,3.430633545E1,1.387329102E1
1.852781317E2,9.645080566E0,3.361358643E1,1.316833496E1
1.852981207E2,1.109008789E1,3.571166992E1,1.242370605E1
1.853180792E2,1.319885254E1,3.434295654E1,8.868408203E0
1.853380683E2,1.752471924E1,3.366546631E1,9.587097168E0
1.853580573E2,1.752929688E1,3.296661377E1,1.031036377E1
1.853780463E2,1.897888184E1,3.157653809E1,1.175689697E1
1.853983710E2,2.111816406E1,3.089599609E1,1.033477783E1
1.854182074E2,2.030944824E1,2.985992432E1,8.866882324E0
1.854380133E2,2.030029297E1,2.986297607E1,8.151245117E0
1.854580023E2,2.315216064E1,2.779235840E1,6.747436523E0
1.854780219E2,2.245330811E1,2.848052979E1,8.168029785E0
1.854979804E2,2.008972168E1,2.978973389E1,9.695434570E0
1.855179694E2,2.010345459E1,3.048400879E1,1.040039062E1
1.855379584E2,2.081451416E1,3.049011230E1,9.684753418E0
1.855583136E2,1.936950684E1,3.118133545E1,8.963012695E0
1.855781806E2,2.009429932E1,3.048706055E1,9.686279297E0
1.855979865E2,2.010803223E1,2.978515625E1,1.112365723E1
1.856179450E2,1.865386963E1,3.047943115E1,9.687805176E0
1.856379035E2,2.011260986E1,3.048248291E1,1.111450195E1
1.856578925E2,1.940002441E1,2.908020020E1,1.256256104E1
1.856778815E2,2.009887695E1,2.839202881E1,1.114349365E1
1.856978705E2,1.581726074E1,3.045196533E1,1.326293945E1
1.857178595E2,1.581115723E1,3.254699707E1,1.180572510E1
1.857381842E2,1.232910156E1,3.446350098E1,9.446716309E0
1.857578681E2,1.235046387E1,3.515472412E1,1.086730957E1
1.857778876E2,1.163940430E1,3.514862061E1,1.158142090E1
1.857978461E2,8.766174316E0,3.652648926E1,1.156616211E1
1.858178046E2,1.849365234E1,3.446350098E1,8.464050293E0
1.858377936E2,1.562500000E1,3.514251709E1,9.172058105E0
1.858577826E2,1.418914795E1,3.443603516E1,9.898376465E0
1.858777716E2,1.348266602E1,3.512725830E1,1.060485840E1
1.858981574E2,1.348266602E1,3.373107910E1,1.133728027E1
1.859178107E2,1.492309570E1,3.513336182E1,1.060180664E1
1.859377387E2,1.421966553E1,3.512573242E1,1.203155518E1
1.859577277E2,1.492767334E1,3.443603516E1,1.132659912E1
1.859777167E2,1.279754639E1,3.511352539E1,1.346282959E1
1.859977057E2,1.206817627E1,3.371734619E1,1.348266602E1
1.860176947E2,1.280517578E1,3.511047363E1,1.417694092E1
1.860376837E2,1.208496094E1,3.371276855E1,1.491088867E1
1.860580390E2,1.135253906E1,3.301391602E1,1.420745850E1
1.860778754E2,1.233825684E1,3.192291260E1,1.744079590E1
1.860976813E2,1.090240479E1,3.261108398E1,1.743316650E1
1.861176398E2,1.088562012E1,3.122100830E1,1.673736572E1
1.861376288E2,8.706665039E0,3.678131104E1,1.420288086E1
1.861576178E2,9.414672852E0,3.609161377E1,1.349792480E1
1.861776068E2,8.685302734E0,3.609008789E1,1.278381348E1
1.861975958E2,7.254028320E0,3.747558594E1,1.276702881E1
1.862179816E2,7.948303223E0,3.609161377E1,1.135559082E1
1.862378180E2,9.388732910E0,3.609771729E1,1.135406494E1
1.862575629E2,1.081542969E1,3.541259766E1,1.064758301E1
1.862775824E2,9.367370605E0,3.680267334E1,9.201049805E0
1.862975409E2,1.155853271E1,3.750305176E1,1.133270264E1
1.863175299E2,1.154022217E1,3.750762939E1,9.904479980E0
1.863375495E2,1.151885986E1,3.681488037E1,8.483886719E0
1.863575079E2,1.222991943E1,3.682098389E1,7.769775391E0
1.863774970E2,1.366271973E1,3.543548584E1,7.786560059E0
1.863978217E2,1.509399414E1,3.404998779E1,7.803344727E0
1.864174750E2,1.562805176E1,3.412322998E1,8.827209473E0
1.864374945E2,1.920776367E1,3.065948486E1,8.869934082E0
1.864574530E2,1.716766357E1,3.413238525E1,9.658813477E0
1.864774420E2,2.003173828E1,3.136138916E1,9.693908691E0
1.864974310E2,2.146759033E1,2.927703857E1,1.043395996E1
1.865174201E2,2.364196777E1,2.858734131E1,1.186981201E1
1.865374091E2,2.507324219E1,2.720184326E1,1.188659668E1
1.865577948E2,2.864074707E1,2.583465576E1,9.757995605E0
1.865774481E2,3.009033203E1,2.304840088E1,1.193542480E1
1.865974066E2,3.005981445E1,2.096405029E1,1.053619385E1
1.866173956E2,3.076782227E1,1.887817383E1,1.056213379E1
1.866373847E2,3.219146729E1,1.749572754E1,9.864807129E0
1.866573432E2,3.364868164E1,1.610260010E1,1.202545166E1
1.866773322E2,3.434295654E1,1.471862793E1,1.061401367E1
1.866973212E2,3.362274170E1,1.192474365E1,1.208190918E1
1.867176459E2,3.579254150E1,1.332855225E1,1.206054688E1
1.867374823E2,3.508911133E1,1.331939697E1,1.349029541E1
1.867573187E2,3.282623291E1,1.426544189E1,1.233062744E1
1.867773078E2,3.175811768E1,2.030334473E1,1.292572021E1
1.867972662E2,3.031463623E1,1.959991455E1,1.293640137E1
1.868172553E2,2.885589600E1,1.959686279E1,1.150970459E1
1.868372443E2,3.247528076E1,1.961059570E1,1.293334961E1
1.868572333E2,3.175048828E1,2.030639648E1,1.221008301E1
1.868775885E2,3.030548096E1,1.960296631E1,1.222229004E1
1.868974555E2,3.103790283E1,2.169494629E1,1.219329834E1
1.869172308E2,3.038330078E1,2.376708984E1,1.645202637E1
1.869371893E2,2.892456055E1,2.376403809E1,1.502532959E1
1.869571784E2,2.752685547E1,2.653503418E1,1.713256836E1
1.869771674E2,2.607421875E1,2.862396240E1,1.496276855E1
1.869971869E2,2.395629883E1,2.999572754E1,1.780395508E1
1.870171759E2,2.252502441E1,2.998657227E1,1.852111816E1
1.870371649E2,2.038116455E1,3.276062012E1,1.848602295E1
1.870574896E2,1.822357178E1,3.623657227E1,1.701354980E1
1.870771430E2,1.823120117E1,3.362579346E1,1.540069580E1
1.870971320E2,2.524871826E1,2.553710938E1,1.315765381E1
1.871170905E2,2.523193359E1,2.554168701E1,1.172943115E1
1.871370795E2,2.523956299E1,2.693481445E1,1.171112061E1
1.871570685E2,2.520446777E1,2.554931641E1,9.585571289E0
1.871770575E2,2.665405273E1,2.555389404E1,1.029815674E1
1.871970770E2,2.593383789E1,2.554931641E1,1.029968262E1
1.872174628E2,2.664947510E1,2.485656738E1,1.030731201E1
1.872371161E2,2.953491211E1,2.417297363E1,1.102752686E1
1.872570441E2,2.808227539E1,2.347106934E1,1.032562256E1
1.872770331E2,2.665100098E1,2.346191406E1,1.104125977E1
1.872969916E2,2.808227539E1,2.207641602E1,1.105804443E1
1.873169806E2,2.665405273E1,2.276306152E1,1.176452637E1
1.873369696E2,2.810821533E1,2.485961914E1,1.173553467E1
1.873569586E2,2.671051025E1,2.483978271E1,1.530914307E1
1.873772833E2,2.522735596E1,2.344970703E1,1.247100830E1
1.873971198E2,2.451934814E1,2.553558350E1,1.244506836E1
1.874169562E2,1.983795166E1,3.285064697E1,1.531829834E1
1.874369452E2,1.911773682E1,3.284759521E1,1.531829834E1
1.874569037E2,2.053680420E1,3.216247559E1,1.389770508E1
1.874768927E2,1.984710693E1,3.284912109E1,1.603240967E1
1.874969122E2,1.985015869E1,3.354492188E1,1.602325439E1
1.875168707E2,2.198181152E1,3.147125244E1,1.461944580E1
1.875372565E2,1.985931396E1,3.354339600E1,1.673736572E1
1.875571234E2,2.272338867E1,3.216705322E1,1.603851318E1
1.875768378E2,2.126159668E1,3.007202148E1,1.535339355E1
1.875968268E2,2.199401855E1,3.077087402E1,1.605834961E1
1.876168158E2,2.342681885E1,3.078002930E1,1.534118652E1
1.876368048E2,2.201995850E1,3.076324463E1,1.820068359E1
1.876567938E2,2.417755127E1,3.007812500E1,1.820678711E1
1.876767828E2,2.271575928E1,2.798309326E1,1.752319336E1
1.876968024E2,2.270202637E1,2.729034424E1,1.681823730E1
1.877170966E2,2.343139648E1,2.589569092E1,1.826477051E1
1.877367804E2,2.488098145E1,2.590026855E1,1.897735596E1
1.877567694E2,2.272338867E1,2.540740967E1,1.672973633E1
1.877767584E2,2.417297363E1,2.262115479E1,1.890869141E1
1.877967169E2,2.344055176E1,2.332000732E1,1.747131348E1
1.878167059E2,2.417755127E1,2.331848145E1,1.889953613E1
1.878366950E2,2.488555908E1,2.123260498E1,1.892547607E1
1.878566840E2,2.489013672E1,2.053375244E1,1.965026855E1
1.878771002E2,2.560577393E1,1.984100342E1,1.965789795E1
1.878967841E2,2.774963379E1,1.846160889E1,1.896057129E1
1.879166815E2,2.704620361E1,1.845397949E1,2.039031982E1
1.879366705E2,2.843475342E1,1.847534180E1,1.610107422E1
1.879566290E2,2.843475342E1,1.707916260E1,1.683502197E1
1.879766181E2,2.774047852E1,1.706848145E1,1.897888184E1
1.879966071E2,2.701721191E1,1.497344971E1,1.972198486E1
1.880165961E2,2.704772949E1,1.566314697E1,2.185516357E1
1.880369208E2,2.631835938E1,1.566162109E1,2.114257812E1
1.880567877E2,2.430572510E1,2.182312012E1,2.020111084E1
1.880765631E2,2.430114746E1,2.252197266E1,1.947784424E1
1.880965827E2,2.110137939E1,2.067718506E1,2.342529297E1
1.881165412E2,2.400054932E1,2.347869873E1,2.338409424E1
1.881365302E2,2.327575684E1,2.417297363E1,2.266082764E1
1.881565192E2,2.469787598E1,2.279052734E1,2.196350098E1
1.881765082E2,2.397766113E1,2.278594971E1,2.196502686E1
1.881968939E2,2.542266846E1,2.349090576E1,2.195281982E1
1.882167609E2,2.180480957E1,2.347717285E1,2.052917480E1
1.882364752E2,2.327575684E1,2.417297363E1,2.266082764E1
1.882564948E2,2.038116455E1,2.346496582E1,2.196044922E1
1.882764838E2,2.041168213E1,2.554931641E1,2.336120605E1
1.882964728E2,2.038574219E1,2.416076660E1,2.194976807E1
1.883164313E2,1.967773438E1,2.485198975E1,2.265625000E1
1.883364508E2,2.110137939E1,2.765350342E1,1.976013184E1
1.883564093E2,2.110595703E1,2.555999756E1,2.121582031E1
1.883767645E2,2.465057373E1,2.152862549E1,1.759796143E1
1.883964484E2,2.178649902E1,2.429962158E1,1.756439209E1
1.884164069E2,2.227935791E1,2.250671387E1,1.949462891E1
1.884363654E2,2.256622314E1,2.309722900E1,1.942443848E1
1.884563544E2,2.400665283E1,2.170867920E1,2.015533447E1
1.884763434E2,2.401580811E1,1.891632080E1,2.233581543E1
1.884963324E2,2.257232666E1,1.821289062E1,2.234649658E1
1.885163214E2,2.329254150E1,1.682128906E1,2.307891846E1
1.885367072E2,2.543487549E1,1.544189453E1,2.238006592E1
1.885564215E2,2.686309814E1,1.614990234E1,2.094116211E1
1.885763190E2,2.830352783E1,1.615753174E1,2.093963623E1
1.885963080E2,2.829437256E1,1.616058350E1,2.022399902E1
1.886162665E2,2.686767578E1,1.684722900E1,2.093200684E1
1.886362860E2,2.832489014E1,1.824493408E1,2.162475586E1
1.886562445E2,2.829437256E1,1.616058350E1,2.022399902E1
1.886762335E2,2.900695801E1,1.616668701E1,1.950988770E1
1.886965582E2,2.772674561E1,1.393280029E1,2.293701172E1
1.887164252E2,2.986907959E1,1.255340576E1,2.223815918E1
1.887362311E2,3.056793213E1,1.186523438E1,2.081909180E1
1.887561896E2,2.869873047E1,1.433563232E1,1.943969727E1
1.887761786E2,2.939758301E1,1.364746094E1,1.802062988E1
1.887961676E2,2.796478271E1,1.503295898E1,1.800231934E1
1.888161566E2,2.653350830E1,1.641845703E1,1.798553467E1
1.888361456E2,2.655487061E1,1.850585938E1,1.867218018E1
1.888565009E2,2.439422607E1,1.849365234E1,1.867523193E1
1.888763983E2,2.512664795E1,1.919097900E1,1.937866211E1
1.888961432E2,2.512664795E1,1.919097900E1,1.937866211E1
1.889161322E2,2.512664795E1,1.919097900E1,1.937866211E1
1.889360907E2,2.438964844E1,2.198333740E1,1.648559570E1
1.889561713E2,2.297821045E1,2.126922607E1,1.935424805E1
1.889760687E2,2.225341797E1,2.335968018E1,1.789855957E1
1.889960578E2,2.013702393E1,2.333679199E1,2.147216797E1
1.890160468E2,1.714324951E1,2.641754150E1,1.891326904E1
1.890363715E2,1.861419678E1,2.711486816E1,2.104492188E1
1.890560248E2,1.858825684E1,2.712249756E1,1.890258789E1
1.890760443E2,1.932067871E1,2.781982422E1,1.960601807E1
1.890964606E2,2.158660889E1,2.192535400E1,2.041168213E1
1.891159918E2,2.373962402E1,2.193756104E1,1.969451904E1
1.891359808E2,2.302398682E1,2.123565674E1,2.041931152E1
1.891559699E2,2.230682373E1,2.192840576E1,2.041168213E1
1.891759589E2,2.088928223E1,2.261199951E1,2.183227539E1
1.891963751E2,2.086639404E1,2.192077637E1,2.041320801E1
1.892160285E2,2.160491943E1,2.192077637E1,2.184143066E1
1.892359259E2,2.160491943E1,2.192077637E1,2.184143066E1
1.892559149E2,2.230834961E1,2.053375244E1,2.114410400E1
1.892759039E2,2.158355713E1,2.122802734E1,2.042083740E1
1.892958930E2,2.087097168E1,2.122192383E1,2.113647461E1
1.893158820E2,2.304534912E1,2.053222656E1,2.257232666E1
1.893358710E2,2.293243408E1,2.333068848E1,1.821289062E1
1.893561957E2,2.292327881E1,2.333221436E1,1.749877930E1
1.893760626E2,2.223358154E1,2.541351318E1,1.889953613E1
1.893958685E2,2.078857422E1,2.471008301E1,1.891021729E1
1.894158576E2,1.933593750E1,2.540283203E1,1.747436523E1
1.894358161E2,1.641235352E1,3.051300049E1,2.039031982E1
1.894558051E2,1.495819092E1,3.120727539E1,1.895446777E1
1.894757941E2,1.567840576E1,3.260650635E1,1.822052002E1
1.894958136E2,1.492309570E1,3.261260986E1,1.536407471E1
1.895157721E2,1.351776123E1,3.259582520E1,1.822357178E1
1.895360358E2,1.352233887E1,3.050079346E1,1.967926025E1
1.895557501E2,1.498107910E1,2.910919189E1,2.183990479E1
1.895757697E2,1.643829346E1,2.632141113E1,2.473297119E1
1.895957282E2,1.860351562E1,2.423706055E1,2.618713379E1
1.896157172E2,1.930694580E1,2.285156250E1,2.548980713E1
1.896357062E2,2.074737549E1,2.285766602E1,2.548828125E1
1.896556952E2,2.133026123E1,2.129058838E1,2.497100830E1
1.896756842E2,2.491912842E1,2.061462402E1,2.426147461E1
1.896960089E2,2.489776611E1,1.992340088E1,2.284240723E1
1.897156622E2,2.703247070E1,1.854705811E1,2.142944336E1
1.897356513E2,2.775726318E1,1.645660400E1,2.288513184E1
1.897557013E2,3.236236572E1,1.629638672E1,2.164306641E1
1.897756598E2,2.419586182E1,1.962890625E1,1.334381104E1
1.897956183E2,2.493438721E1,1.962738037E1,1.477203369E1
1.898156073E2,2.204895020E1,2.031250000E1,1.405181885E1
1.898355963E2,2.137145996E1,2.448272705E1,1.542510986E1
1.898560126E2,2.276916504E1,2.310638428E1,1.258392334E1
1.898756659E2,2.205657959E1,2.170410156E1,1.403350830E1
1.898955939E2,2.205200195E1,2.379913330E1,1.257629395E1
1.899155524E2,2.277221680E1,2.380218506E1,1.257476807E1
1.899355414E2,2.059020996E1,2.170410156E1,1.189117432E1
1.899555304E2,2.204895020E1,2.310180664E1,1.258544922E1
1.899755194E2,2.322692871E1,2.158050537E1,1.758117676E1
1.899955084E2,2.250213623E1,2.227630615E1,1.685791016E1
1.900158331E2,2.248992920E1,2.297668457E1,1.542053223E1
1.900356696E2,2.105255127E1,2.227020264E1,1.614532471E1
1.900555365E2,2.032470703E1,2.366485596E1,1.469879150E1
1.900755560E2,2.178649902E1,2.436370850E1,1.611633301E1
1.900956366E2,1.987152100E1,2.308502197E1,2.006378174E1
1.901154425E2,1.839599609E1,2.169189453E1,1.794128418E1
1.901354315E2,1.842651367E1,2.238159180E1,2.007446289E1
1.901554205E2,1.698608398E1,2.376861572E1,1.934356689E1
1.901758063E2,1.846160889E1,2.376708984E1,2.220001221E1
1.901956427E2,1.844329834E1,2.237701416E1,2.150421143E1
1.902154181E2,1.700286865E1,2.097320557E1,2.223815918E1
1.902354376E2,1.630859375E1,2.096252441E1,2.438354492E1
1.902553656E2,1.845245361E1,1.818847656E1,2.441711426E1
1.902753546E2,1.775512695E1,1.748046875E1,2.657012939E1
1.902953742E2,2.162475586E1,1.604003906E1,2.202148438E1
1.903153632E2,2.091827393E1,1.533508301E1,2.346038818E1
1.903353522E2,2.305755615E1,1.465454102E1,2.203826904E1
1.903557074E2,2.229309082E1,1.326751709E1,1.920013428E1
1.903753302E2,2.589874268E1,1.398162842E1,1.918640137E1
1.903953497E2,2.657623291E1,1.260223389E1,1.634674072E1
1.904153082E2,2.586364746E1,1.399230957E1,1.632843018E1
1.904352667E2,2.799530029E1,1.092681885E1,1.531219482E1
1.904552558E2,2.727813721E1,1.441040039E1,1.383666992E1
1.904752448E2,2.656707764E1,1.440429688E1,1.455230713E1
1.904952338E2,2.728729248E1,1.580352783E1,1.381835938E1
1.905163519E2,2.654876709E1,1.580352783E1,1.239013672E1
1.905353034E2,2.726135254E1,1.720581055E1,1.094207764E1
1.905552313E2,2.727355957E1,1.650390625E1,1.238098145E1
1.905752814E2,2.798614502E1,1.651000977E1,1.166534424E1
1.905951788E2,2.870178223E1,1.721343994E1,1.094055176E1
1.906151679E2,2.787780762E1,1.924285889E1,8.779907227E0
1.906351874E2,2.786102295E1,1.924743652E1,7.350158691E0
1.906551459E2,2.858123779E1,2.064666748E1,6.616210938E0
1.906754706E2,2.712707520E1,1.994476318E1,5.912780762E0
1.906953375E2,2.856750488E1,1.855773926E1,6.645202637E0
1.907151434E2,2.784423828E1,1.925201416E1,5.921936035E0
1.907351019E2,2.641601562E1,2.133331299E1,5.895996094E0
1.907550910E2,2.713623047E1,1.994323730E1,6.628417969E0
1.907750800E2,2.582855225E1,1.512756348E1,1.084136963E1
1.907950690E2,2.509918213E1,1.791534424E1,8.662414551E0
1.908150580E2,2.436523438E1,1.721801758E1,7.957458496E0
1.908354132E2,2.509002686E1,1.791839600E1,7.948303223E0
1.908553107E2,2.652740479E1,1.583404541E1,8.688354492E0
1.908750250E2,2.508544922E1,1.722259521E1,7.957458496E0
1.908950751E2,2.505187988E1,1.583557129E1,5.831909180E0
1.909150336E2,2.431335449E1,1.444244385E1,5.137634277E0
1.909349921E2,2.515258789E1,1.949462891E1,6.733703613E0
1.909549811E2,2.583770752E1,1.671752930E1,5.340576172E0
1.909749701E2,2.586059570E1,1.601409912E1,7.493591309E0
1.909949591E2,2.514343262E1,1.670684814E1,7.485961914E0
1.910153143E2,2.510528564E1,1.322937012E1,6.103515625E0
1.910349677E2,2.579956055E1,1.044921875E1,5.426025391E0
1.910549872E2,2.653350830E1,1.114654541E1,6.129455566E0
1.910749457E2,2.654266357E1,9.748840332E0,7.577514648E0
1.910949042E2,2.755279541E1,7.084655762E0,4.368591309E0
1.911148932E2,2.463684082E1,4.289245605E0,2.980041504E0
1.911348822E2,2.683258057E1,4.290771484E0,5.834960938E0
1.911548712E2,2.682037354E1,3.596496582E0,5.130004883E0
1.911752570E2,2.894592285E1,2.221679688E0,3.002929688E0
1.911949713E2,2.822570801E1,8.224487305E-1,3.736877441E0
1.912148688E2,2.680664062E1,-1.283264160E0,6.623840332E0
1.912348578E2,2.894592285E1,-5.691528320E-1,4.469299316E0
1.912548468E2,2.762603760E1,-2.879333496E0,3.836059570E0
1.912748358E2,2.764434814E1,-4.280090332E0,5.998229980E0
1.912947943E2,2.906341553E1,-6.358337402E0,5.310058594E0
1.913147833E2,2.764892578E1,-4.978942871E0,6.721496582E0
1.913351080E2,2.980957031E1,-3.572082520E0,5.986022949E0
1.913549750E2,2.762298584E1,-4.971313477E0,4.579162598E0
1.913747504E2,2.834625244E1,-4.270935059E0,4.568481445E0
1.913947699E2,3.050689697E1,-2.864074707E0,3.833007812E0
1.914147284E2,2.904968262E1,-4.263305664E0,3.138732910E0
1.914347174E2,2.745056152E1,2.528381348E0,2.435302734E0
1.914547064E2,2.744598389E1,6.016540527E0,2.456665039E-1
1.914746954E2,2.745819092E1,3.919982910E0,2.416992188E0
1.914950812E2,2.672119141E1,5.316162109E0,2.563476562E-1
1.915149787E2,2.962799072E1,8.114624023E0,9.292602539E-1
1.915346625E2,2.672882080E1,9.500122070E0,-1.229858398E0
1.915546820E2,2.751007080E1,1.227722168E1,2.304077148E0
1.915746710E2,2.599639893E1,1.470642090E1,3.179931641E0
1.915946295E2,2.527618408E1,1.749420166E1,1.715087891E0
1.916146185E2,2.455139160E1,1.818847656E1,9.918212891E-1
1.916346076E2,2.168273926E1,2.026367188E1,9.674072266E-1
1.916545966E2,2.386932373E1,2.166290283E1,2.374267578E0
1.916749518E2,2.313232422E1,2.305908203E1,2.136230469E-1
1.916945746E2,2.310180664E1,2.097473145E1,-1.187133789E0
1.917145941E2,2.383880615E1,2.097320557E1,2.410888672E-1
1.917345526E2,2.308502197E1,2.097930908E1,-2.615356445E0
1.917545416E2,2.165679932E1,2.026977539E1,-1.176452637E0
1.917745612E2,2.385101318E1,1.566009521E1,-3.680419922E0
1.917945197E2,2.312164307E1,1.565856934E1,-4.393005371E0
1.918145087E2,2.238769531E1,1.496124268E1,-5.097961426E0
1.918348334E2,2.239227295E1,1.565704346E1,-5.107116699E0
1.918546393E2,2.382354736E1,1.566772461E1,-5.822753906E0
1.918744757E2,2.238769531E1,1.635589600E1,-5.830383301E0
1.918944647E2,2.341461182E1,1.190185547E1,-5.204772949E0
1.919144537E2,2.265930176E1,1.051177979E1,-7.328796387E0
1.919344428E2,2.341918945E1,1.259765625E1,-5.213928223E0
1.919544318E2,2.124023438E1,1.259155273E1,-6.640625000E0
1.919744208E2,2.049407959E1,1.119995117E1,-8.049011230E0
1.919947455E2,2.123565674E1,1.329040527E1,-7.363891602E0
1.920146124E2,2.052917480E1,1.398010254E1,-6.657409668E0
1.920344183E2,2.193450928E1,1.399841309E1,-9.516906738E0
1.920544074E2,2.049865723E1,1.329193115E1,-8.792114258E0
1.920744269E2,2.122650146E1,1.329345703E1,-8.078002930E0
1.920943549E2,2.358856201E1,2.232055664E1,-7.324218750E0
1.921143439E2,2.281951904E1,2.023620605E1,-1.015319824E1
1.921343329E2,2.282409668E1,2.232818604E1,-1.089477539E1
1.921547186E2,2.209472656E1,2.093200684E1,-1.087493896E1
1.921746161E2,2.208251953E1,2.023773193E1,-1.157989502E1
1.921942999E2,2.275543213E1,1.676635742E1,-1.367797852E1
1.922142890E2,2.434539795E1,1.503601074E1,-1.362152100E1
1.922342780E2,2.720947266E1,1.365966797E1,-1.432037354E1
1.922542670E2,2.503967285E1,1.086120605E1,-1.356506348E1
1.922742560E2,2.791748047E1,8.784484863E0,-1.282653809E1
1.922942450E2,2.791748047E1,7.388305664E0,-1.209411621E1
1.923142340E2,3.006896973E1,6.007385254E0,-1.207733154E1
1.923345587E2,3.004302979E1,3.224182129E0,-1.275482178E1
1.923542426E2,3.077697754E1,1.130676270E0,-1.058502197E1
1.923742316E2,3.147125244E1,-1.647949219E0,-1.126251221E1
1.923942206E2,3.072967529E1,-3.739929199E0,-1.194763184E1
1.924141791E2,3.145446777E1,-4.434204102E0,-1.122436523E1
1.924341681E2,2.776031494E1,-4.055786133E0,-1.133422852E1
1.924541571E2,2.846374512E1,-6.837463379E0,-1.129760742E1
1.924741461E2,2.775268555E1,-6.843566895E0,-1.058349609E1
1.924945929E2,2.918090820E1,-8.924865723E0,-1.055603027E1
1.925142767E2,2.845611572E1,-6.835937500E0,-1.201324463E1
1.925341437E2,3.047332764E1,9.094238281E-1,-1.104431152E1
1.925541327E2,2.901611328E1,-4.882812500E-1,-1.173706055E1
1.925740912E2,2.900695801E1,-4.852294922E-1,-1.245269775E1
1.925940802E2,2.973175049E1,2.151489258E-1,-1.246185303E1
1.926140692E2,2.973175049E1,2.151489258E-1,-1.246185303E1
1.926340888E2,2.976226807E1,2.299499512E0,-1.106109619E1
1.926543829E2,2.899780273E1,3.703308105E0,-1.536560059E1
1.926742499E2,2.901458740E1,5.093383789E0,-1.466979980E1
1.926940558E2,2.973175049E1,5.795288086E0,-1.539459229E1
1.927140753E2,2.830352783E1,9.272766113E0,-1.615447998E1
1.927340338E2,2.905731201E1,1.205749512E1,-1.476287842E1
1.927540228E2,3.050231934E1,1.415710449E1,-1.550750732E1
1.927739813E2,2.835388184E1,1.570434570E1,-1.596527100E1
1.927939703E2,2.909545898E1,1.779479980E1,-1.528015137E1
1.928139594E2,2.690887451E1,1.779022217E1,-1.742095947E1
1.928342230E2,2.621459961E1,1.917572021E1,-1.600952148E1
1.928539374E2,2.883758545E1,6.164550781E0,-1.468658447E1
1.928739569E2,2.811737061E1,7.556152344E0,-1.541900635E1
1.928939154E2,2.737884521E1,7.556152344E0,-1.684722900E1
1.929139044E2,2.809906006E1,8.955383301E0,-1.758117676E1
1.929339240E2,2.739562988E1,1.034240723E1,-1.688385010E1
1.929538825E2,2.451019287E1,1.102600098E1,-1.760406494E1
1.929738715E2,2.591705322E1,1.104278564E1,-2.046356201E1
1.929941962E2,2.378234863E1,1.102447510E1,-1.831817627E1
1.930138800E2,2.378234863E1,1.242065430E1,-1.905059814E1
1.930338690E2,2.305755615E1,1.311492920E1,-1.977386475E1
1.930538275E2,2.092590332E1,1.518859863E1,-1.837005615E1
1.930738471E2,1.947784424E1,1.518402100E1,-1.908264160E1
1.930938056E2,1.874389648E1,1.588134766E1,-2.052001953E1
1.931137946E2,1.813812256E1,1.552429199E1,-2.019805908E1
1.931338751E2,1.669311523E1,1.621551514E1,-2.091979980E1
1.931541998E2,1.742553711E1,1.691436768E1,-2.021484375E1
1.931738532E2,2.021331787E1,2.114715576E1,-2.089080811E1
1.931937506E2,1.947937012E1,2.184600830E1,-2.232818604E1
1.932137702E2,2.091674805E1,2.115631104E1,-2.232055664E1
1.932337287E2,1.875610352E1,2.114562988E1,-2.231750488E1
1.932537177E2,2.018737793E1,1.976013184E1,-2.230072021E1
1.932737067E2,1.947174072E1,2.045288086E1,-2.230834961E1
1.932936957E2,1.942443848E1,1.976776123E1,-2.587127686E1
1.933140204E2,1.942749023E1,1.906890869E1,-2.514801025E1
1.933339484E2,1.942749023E1,1.906890869E1,-2.514801025E1
1.933536933E2,1.943206787E1,1.837005615E1,-2.442474365E1
1.933736823E2,1.943206787E1,1.837005615E1,-2.442474365E1
1.933936408E2,1.943206787E1,1.837005615E1,-2.442474365E1
1.934136298E2,2.088165283E1,1.977081299E1,-2.444458008E1
1.934336188E2,2.017669678E1,1.778564453E1,-2.226257324E1
1.934536078E2,2.158203125E1,1.780242920E1,-2.512207031E1
1.934739935E2,2.446746826E1,1.432800293E1,-2.293548584E1
1.934938910E2,2.115325928E1,1.819000244E1,-2.376098633E1
1.935136054E2,2.402954102E1,1.750946045E1,-2.375488281E1
1.935336249E2,2.475433350E1,1.681365967E1,-2.303161621E1
1.935535529E2,2.692413330E1,1.542663574E1,-2.158660889E1
1.935735419E2,2.692108154E1,1.333618164E1,-2.084503174E1
1.935935309E2,2.907257080E1,1.195373535E1,-2.082824707E1
1.936135199E2,2.907714844E1,1.125488281E1,-2.010498047E1
1.936335394E2,3.195037842E1,9.877014160E0,-2.008972168E1
1.936538641E2,3.123016357E1,8.477783203E0,-1.935577393E1
