"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.449881820E2,5.233248176E1,4.868996780E0,5.609863281E-1,1.340000033E0,2.340000000E2,5.896000290E1,0.000000000E0
2.459877719E2,5.233247320E1,4.868986250E0,5.695922852E-1,1.330000043E0,2.098000031E2,5.896000290E1,0.000000000E0
2.469887928E2,5.233246277E1,4.868979630E0,5.778930664E-1,1.330000043E0,2.021999969E2,5.896000290E1,0.000000000E0
2.479932362E2,5.233245169E1,4.868977050E0,5.860107422E-1,1.309999943E0,1.831000061E2,5.896000290E1,0.000000000E0
2.489923353E2,5.233244043E1,4.868979120E0,5.938842773E-1,1.309999943E0,1.725000000E2,5.896000290E1,0.000000000E0
2.499935588E2,5.233242930E1,4.868979820E0,6.015136719E-1,1.299999952E0,1.860000000E2,5.896000290E1,0.000000000E0
2.509933761E2,5.233241849E1,4.868976310E0,6.088989258E-1,1.299999952E0,1.948000031E2,5.896000290E1,0.000000000E0
2.519889593E2,5.233240776E1,4.868972730E0,6.161010742E-1,1.289999962E0,1.890000000E2,5.896000290E1,0.000000000E0
2.529902080E2,5.233239637E1,4.868969650E0,6.231811523E-1,1.289999962E0,1.981999969E2,6.003200150E1,0.000000000E0
2.539936866E2,5.233238445E1,4.868965960E0,6.299560547E-1,1.299999952E0,2.056000061E2,6.003200150E1,0.000000000E0
2.549899646E2,5.233237340E1,4.868960360E0,6.366088867E-1,1.289999962E0,2.028000031E2,6.003200150E1,0.000000000E0
2.559941717E2,5.233236298E1,4.868953460E0,6.430786133E-1,1.289999962E0,2.096000061E2,6.003200150E1,0.000000000E0
2.569934052E2,5.233235364E1,4.868943800E0,6.493652344E-1,1.289999962E0,2.191000061E2,6.003200150E1,0.000000000E0
2.579885056E2,5.233234545E1,4.868931720E0,6.554687500E-1,1.299999952E0,2.256000061E2,6.003200150E1,0.000000000E0
2.590065357E2,5.233233822E1,4.868918040E0,6.614501953E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.599918619E2,5.233233243E1,4.868902640E0,6.673095703E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.609862400E2,5.233232915E1,4.868885330E0,6.729858398E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.619908598E2,5.233232876E1,4.868867010E0,6.784790039E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.629912745E2,5.233233042E1,4.868848730E0,6.839111328E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.639876515E2,5.233233317E1,4.868830820E0,6.891601562E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.649874835E2,5.233233913E1,4.868814900E0,6.942871094E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.660026291E2,5.233234592E1,4.868799570E0,6.992919922E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.669869286E2,5.233235213E1,4.868783980E0,7.041748047E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.679919019E2,5.233235771E1,4.868768010E0,7.089355469E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.690040115E2,5.233236284E1,4.868752280E0,7.136352539E-1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.699879940E2,5.233238092E1,4.868737920E0,7.831188965E0,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.709891535E2,5.233239653E1,4.868721410E0,9.517346191E0,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.719912905E2,5.233240985E1,4.868702830E0,1.153492432E1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.729997873E2,5.233242122E1,4.868682440E0,1.188569336E1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.739952326E2,5.233243020E1,4.868655020E0,1.184687500E1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.749893666E2,5.233243977E1,4.868619280E0,1.186475830E1,0.000000000E0,0.000000000E0,6.003200150E1,0.000000000E0
2.759922626E2,5.233330211E1,4.866781890E0,-1.826791870E2,1.259999990E0,2.737000122E2,4.931200027E1,0.000000000E0
2.769883775E2,5.233350528E1,4.866182170E0,-1.650164368E2,6.399999857E-1,2.503000031E2,4.502400208E1,0.000000000E0
2.779878699E2,5.233377060E1,4.865917890E0,-1.086944458E2,6.200000048E-1,2.100000000E2,3.859200287E1,0.000000000E0
2.789889317E2,5.233375442E1,4.865808210E0,-7.529783936E1,1.200000048E0,2.063000031E2,3.752000046E1,0.000000000E0
2.799874542E2,5.233377493E1,4.865773980E0,-6.980223389E1,1.250000000E0,1.983999939E2,3.537599945E1,0.000000000E0
2.809884560E2,5.233417130E1,4.865935520E0,8.394482422E0,1.240000010E0,1.961999969E2,1.286400032E1,0.000000000E0
2.819908591E2,5.233417536E1,4.865913770E0,1.345130615E1,9.700000286E-1,1.938999939E2,9.648000717E0,0.000000000E0
2.830013473E2,5.233417495E1,4.865886030E0,1.756690674E1,7.099999785E-1,2.443000031E2,1.607999992E1,0.000000000E0
2.840044111E2,5.233417936E1,4.865878630E0,1.500593262E1,2.099999934E-1,2.208999939E2,1.286400032E1,0.000000000E0
2.850001695E2,5.233417779E1,4.865861310E0,2.119355469E1,5.899999738E-1,2.391999969E2,1.072000027E1,0.000000000E0
2.859945693E2,5.233417938E1,4.865848180E0,1.985322266E1,4.600000083E-1,2.380000000E2,9.648000717E0,0.000000000E0
2.869944485E2,5.233418829E1,4.865842000E0,1.663111572E1,4.300000072E-1,2.590000000E2,9.648000717E0,0.000000000E0
2.879989133E2,5.233419807E1,4.865841170E0,1.354578857E1,2.000000030E-1,2.792000122E2,7.504000187E0,0.000000000E0
2.890036759E2,5.233420591E1,4.865841920E0,9.237988281E0,6.399999857E-1,2.703999939E2,6.432000160E0,0.000000000E0
2.900068872E2,5.233421039E1,4.865842810E0,7.141064453E0,5.199999809E-1,2.393000031E2,5.360000134E0,0.000000000E0
2.910024702E2,5.233421092E1,4.865842630E0,6.427624512E0,6.600000262E-1,2.295000000E2,5.360000134E0,0.000000000E0
2.920096728E2,5.233420558E1,4.865839240E0,7.408459473E0,1.269999981E0,2.136999969E2,4.288000107E0,0.000000000E0
2.930108084E2,5.233419580E1,4.865834710E0,8.946301270E0,1.279999971E0,1.873999939E2,4.288000107E0,0.000000000E0
2.939979074E2,5.233418356E1,4.865832940E0,1.011329346E1,1.289999962E0,1.818999939E2,4.288000107E0,0.000000000E0
2.950156174E2,5.233417096E1,4.865831160E0,1.044794922E1,1.289999962E0,2.151999969E2,4.288000107E0,0.000000000E0
2.960075299E2,5.233415977E1,4.865828450E0,9.240734863E0,1.299999952E0,2.078000031E2,4.288000107E0,0.000000000E0
2.970051338E2,5.233414863E1,4.865825050E0,8.273327637E0,1.299999952E0,2.076000061E2,3.216000080E0,0.000000000E0
2.980001822E2,5.233413569E1,4.865824750E0,8.339245605E0,1.309999943E0,1.685000000E2,3.216000080E0,0.000000000E0
2.990102417E2,5.233412161E1,4.865827180E0,8.398876953E0,1.330000043E0,1.795000000E2,3.216000080E0,0.000000000E0
3.000108409E2,5.233410461E1,4.865830830E0,9.519238281E0,1.360000014E0,1.868999939E2,3.216000080E0,0.000000000E0
3.010128426E2,5.233408742E1,4.865834260E0,1.067121582E1,1.370000005E0,1.811000061E2,4.288000107E0,0.000000000E0
3.020083820E2,5.233407225E1,4.865834910E0,1.079877930E1,1.379999995E0,1.858999939E2,4.288000107E0,0.000000000E0
3.030091277E2,5.233405814E1,4.865834800E0,1.112891846E1,1.399999976E0,1.820000000E2,4.288000107E0,0.000000000E0
3.039967826E2,5.233404452E1,4.865833730E0,1.151618652E1,1.389999986E0,1.816000061E2,4.288000107E0,0.000000000E0
3.049979493E2,5.233403113E1,4.865834370E0,1.157435303E1,1.389999986E0,1.765000000E2,4.288000107E0,0.000000000E0
3.059952526E2,5.233401624E1,4.865837320E0,1.088575439E1,1.409999967E0,1.718999939E2,4.288000107E0,0.000000000E0
3.070055141E2,5.233400198E1,4.865840770E0,1.070661621E1,1.419999957E0,1.675000000E2,4.288000107E0,0.000000000E0
3.080105659E2,5.233398638E1,4.865843320E0,1.035102539E1,1.429999948E0,1.903000031E2,4.288000107E0,0.000000000E0
3.090081506E2,5.233397233E1,4.865843010E0,1.001228027E1,1.429999948E0,1.756999969E2,4.288000107E0,0.000000000E0
3.100136824E2,5.233395912E1,4.865841980E0,1.028638916E1,1.429999948E0,1.686999969E2,4.288000107E0,0.000000000E0
3.110098190E2,5.233394614E1,4.865841850E0,1.026783447E1,1.440000057E0,1.720000000E2,4.288000107E0,0.000000000E0
3.120094034E2,5.233393154E1,4.865842640E0,1.036365967E1,1.460000038E0,1.718000031E2,5.360000134E0,0.000000000E0
3.130123394E2,5.233391896E1,4.865844320E0,9.347973633E0,1.450000048E0,1.716999969E2,5.360000134E0,0.000000000E0
3.140032362E2,5.233390552E1,4.865845340E0,1.029627686E1,1.460000038E0,1.791999969E2,5.360000134E0,0.000000000E0
3.150058584E2,5.233389245E1,4.865847190E0,1.005146484E1,1.450000048E0,1.730000000E2,5.360000134E0,0.000000000E0
3.160080385E2,5.233388063E1,4.865849040E0,9.287304687E0,1.450000048E0,1.756000061E2,5.360000134E0,0.000000000E0
3.169994427E2,5.233386930E1,4.865850580E0,9.115673828E0,1.450000048E0,1.741000061E2,5.360000134E0,0.000000000E0
3.179963768E2,5.233385774E1,4.865852260E0,8.909375000E0,1.450000048E0,1.745000000E2,5.360000134E0,0.000000000E0
3.190037273E2,5.233384554E1,4.865856270E0,8.686352539E0,1.460000038E0,1.748000031E2,5.360000134E0,0.000000000E0
3.200169399E2,5.233383084E1,4.865859720E0,8.229260254E0,1.480000019E0,1.766000061E2,5.360000134E0,0.000000000E0
3.210072200E2,5.233382061E1,4.865860510E0,9.081005859E0,5.000000000E-1,1.841999969E2,5.360000134E0,0.000000000E0
3.220112228E2,5.233380891E1,4.865861010E0,8.974316406E0,1.460000038E0,1.738000031E2,5.360000134E0,0.000000000E0
3.230125327E2,5.233379378E1,4.865860820E0,9.412854004E0,1.460000038E0,1.726000061E2,5.360000134E0,0.000000000E0
3.240060506E2,5.233378123E1,4.865861040E0,9.456555176E0,1.450000048E0,1.853999939E2,5.360000134E0,0.000000000E0
3.250164681E2,5.233376922E1,4.865861100E0,1.031788330E1,1.440000057E0,1.806999969E2,5.360000134E0,0.000000000E0
3.260123515E2,5.233375676E1,4.865860590E0,1.002216797E1,1.450000048E0,1.825000000E2,6.432000160E0,0.000000000E0
3.270072294E2,5.233374480E1,4.865861730E0,9.816967773E0,1.440000057E0,1.770000000E2,6.432000160E0,0.000000000E0
3.280112879E2,5.233373255E1,4.865861340E0,1.117872314E1,1.450000048E0,1.855000000E2,6.432000160E0,0.000000000E0
3.290126519E2,5.233372071E1,4.865857630E0,1.257722168E1,1.450000048E0,2.008999939E2,5.360000134E0,0.000000000E0
3.300149133E2,5.233370949E1,4.865852740E0,1.206452637E1,1.450000048E0,1.923000031E2,6.432000160E0,0.000000000E0
3.310130484E2,5.233369711E1,4.865850850E0,1.187263184E1,1.450000048E0,1.761000061E2,5.360000134E0,0.000000000E0
3.320059063E2,5.233368561E1,4.865852290E0,1.229536133E1,1.429999948E0,1.581999969E2,5.360000134E0,0.000000000E0
3.330033346E2,5.233367459E1,4.865856660E0,1.289613037E1,1.429999948E0,1.668999939E2,5.360000134E0,0.000000000E0
3.340083240E2,5.233366647E1,4.865863150E0,1.218055420E1,6.499999762E-1,1.351999969E2,5.360000134E0,0.000000000E0
3.350072553E2,5.233365649E1,4.865869030E0,1.249567871E1,1.429999948E0,1.723999939E2,5.360000134E0,0.000000000E0
3.360059211E2,5.233364465E1,4.865876300E0,1.043574219E1,1.440000057E0,1.575000000E2,5.360000134E0,0.000000000E0
3.370123036E2,5.233363088E1,4.865879380E0,1.162855225E1,1.429999948E0,1.985000000E2,5.360000134E0,0.000000000E0
3.380094773E2,5.233361623E1,4.865882160E0,1.261665039E1,1.409999967E0,1.576000061E2,5.360000134E0,0.000000000E0
3.390139479E2,5.233360572E1,4.865884720E0,1.310548096E1,6.100000143E-1,1.628000031E2,5.360000134E0,0.000000000E0
3.400152960E2,5.233359793E1,4.865887590E0,1.362135010E1,6.499999762E-1,1.606999969E2,6.432000160E0,0.000000000E0
3.410150278E2,5.233358899E1,4.865897450E0,1.474781494E1,1.399999976E0,1.209000015E2,5.360000134E0,0.000000000E0
3.420083393E2,5.233357848E1,4.865913090E0,1.516853027E1,1.399999976E0,1.230999985E2,6.432000160E0,0.000000000E0
3.430080891E2,5.233356672E1,4.865928100E0,1.459760742E1,1.409999967E0,1.283999939E2,6.432000160E0,0.000000000E0
3.440048038E2,5.233355314E1,4.865940790E0,1.549561768E1,1.399999976E0,1.423000031E2,6.432000160E0,0.000000000E0
3.450138402E2,5.233353891E1,4.865949450E0,1.593153076E1,1.399999976E0,1.560000000E2,5.360000134E0,0.000000000E0
3.460078093E2,5.233352479E1,4.865957120E0,1.712543945E1,1.399999976E0,1.568000031E2,5.360000134E0,0.000000000E0
3.470134012E2,5.233351328E1,4.865967670E0,1.695429687E1,1.399999976E0,1.466000061E2,5.360000134E0,0.000000000E0
3.480020916E2,5.233350522E1,4.865978210E0,1.688276367E1,1.379999995E0,1.371999969E2,6.432000160E0,0.000000000E0
3.490068584E2,5.233349701E1,4.865985010E0,1.727149658E1,1.370000005E0,1.451999969E2,6.432000160E0,0.000000000E0
3.500071156E2,5.233348869E1,4.865987700E0,1.651533203E1,1.350000024E0,1.588999939E2,6.432000160E0,0.000000000E0
3.510059985E2,5.233347998E1,4.865985410E0,1.619587402E1,1.330000043E0,1.755000000E2,6.432000160E0,0.000000000E0
3.520130605E2,5.233347199E1,4.865980030E0,1.579249268E1,1.320000052E0,1.831999969E2,6.432000160E0,0.000000000E0
3.530105908E2,5.233346408E1,4.865970820E0,1.441297607E1,1.309999943E0,1.926999969E2,6.432000160E0,0.000000000E0
3.540099433E2,5.233345567E1,4.865961210E0,1.356080322E1,1.289999962E0,1.916999969E2,6.432000160E0,0.000000000E0
3.550137122E2,5.233344666E1,4.865954040E0,1.283131104E1,1.279999971E0,1.880000000E2,6.432000160E0,0.000000000E0
3.560072294E2,5.233343617E1,4.865950290E0,1.230988770E1,1.289999962E0,1.773000031E2,5.360000134E0,0.000000000E0
3.570057126E2,5.233342672E1,4.865950030E0,1.278168945E1,1.279999971E0,1.708000031E2,5.360000134E0,0.000000000E0
3.580031827E2,5.233341590E1,4.865950950E0,1.261396484E1,1.279999971E0,1.678999939E2,5.360000134E0,0.000000000E0
3.590049784E2,5.233340264E1,4.865952620E0,1.240864258E1,1.279999971E0,1.663999939E2,5.360000134E0,0.000000000E0
3.600017162E2,5.233338902E1,4.865952720E0,1.203657227E1,1.259999990E0,1.711000061E2,5.360000134E0,0.000000000E0
3.610043824E2,5.233337149E1,4.865948600E0,1.122779541E1,1.159999967E0,1.881999969E2,6.432000160E0,0.000000000E0
3.620026332E2,5.233335198E1,4.865945110E0,1.151301270E1,1.159999967E0,1.863000031E2,7.504000187E0,0.000000000E0
3.630073101E2,5.233333561E1,4.865939610E0,1.239362793E1,1.169999957E0,1.916000061E2,8.576000214E0,0.000000000E0
3.640116163E2,5.233331775E1,4.865942400E0,1.194007568E1,1.269999981E0,1.745000000E2,9.648000717E0,0.000000000E0
3.650098292E2,5.233330412E1,4.865942880E0,1.355634766E1,1.269999981E0,1.788000031E2,9.648000717E0,0.000000000E0
3.660045366E2,5.233329227E1,4.865941460E0,2.085278320E0,1.269999981E0,1.841999969E2,1.072000027E1,0.000000000E0
3.669964605E2,5.233328061E1,4.865938930E0,3.580456543E0,1.259999990E0,1.876000061E2,1.072000027E1,0.000000000E0
3.679954895E2,5.233326941E1,4.865929650E0,4.705456543E0,1.250000000E0,2.068999939E2,1.072000027E1,0.000000000E0
3.690020699E2,5.233325926E1,4.865917580E0,5.805493164E0,1.250000000E0,2.161000061E2,1.072000027E1,0.000000000E0
3.699995634E2,5.233324713E1,4.865911650E0,7.387036133E0,1.250000000E0,1.966999969E2,9.648000717E0,0.000000000E0
3.710123496E2,5.233323354E1,4.865906660E0,7.889111328E0,1.250000000E0,1.926999969E2,9.648000717E0,0.000000000E0
3.720039785E2,5.233321829E1,4.865907140E0,1.011408691E1,1.259999990E0,1.788999939E2,9.648000717E0,0.000000000E0
3.730018195E2,5.233320274E1,4.865914220E0,1.124281006E1,1.250000000E0,1.643999939E2,1.072000027E1,0.000000000E0
3.739978438E2,5.233318934E1,4.865928650E0,1.134040527E1,1.340000033E0,1.466000061E2,1.072000027E1,0.000000000E0
3.750020243E2,5.233318047E1,4.865950870E0,1.265607910E1,1.330000043E0,1.230999985E2,1.072000027E1,0.000000000E0
3.760009257E2,5.233317085E1,4.865976500E0,1.320209961E1,1.330000043E0,1.215000000E2,1.072000027E1,0.000000000E0
3.769987993E2,5.233316224E1,4.866000890E0,1.369215088E1,1.320000052E0,1.200000000E2,1.072000027E1,0.000000000E0
3.779946013E2,5.233315573E1,4.866023960E0,1.545856934E1,1.330000043E0,1.146999969E2,1.072000027E1,0.000000000E0
3.789973548E2,5.233314942E1,4.866045980E0,1.657893066E1,1.320000052E0,1.150999985E2,9.648000717E0,0.000000000E0
3.800021373E2,5.233314434E1,4.866068950E0,1.787977295E1,1.299999952E0,1.098000031E2,9.648000717E0,0.000000000E0
3.810044663E2,5.233314069E1,4.866093570E0,1.917200928E1,1.299999952E0,1.035999985E2,9.648000717E0,0.000000000E0
3.820047919E2,5.233313957E1,4.866120480E0,1.893470459E1,1.299999952E0,9.390000153E1,9.648000717E0,0.000000000E0
3.830054267E2,5.233314087E1,4.866144840E0,2.076582031E1,1.279999971E0,8.500000000E1,8.576000214E0,0.000000000E0
3.840032546E2,5.233313929E1,4.866166460E0,2.066791992E1,1.279999971E0,9.680000305E1,9.648000717E0,0.000000000E0
3.850115619E2,5.233313627E1,4.866188060E0,2.126484375E1,1.279999971E0,1.029000015E2,9.648000717E0,0.000000000E0
3.860036036E2,5.233313575E1,4.866211620E0,2.225361328E1,1.279999971E0,9.200000000E1,9.648000717E0,0.000000000E0
3.870038115E2,5.233314316E1,4.866234560E0,2.129224854E1,1.269999981E0,6.220000076E1,9.648000717E0,0.000000000E0
3.880075853E2,5.233315103E1,4.866250670E0,2.067866211E1,1.259999990E0,7.509999847E1,8.576000214E0,0.000000000E0
3.890062548E2,5.233315900E1,4.866265300E0,2.016364746E1,1.250000000E0,7.819999695E1,8.576000214E0,0.000000000E0
3.900020811E2,5.233316467E1,4.866277250E0,2.006434326E1,1.259999990E0,5.229999924E1,7.504000187E0,0.000000000E0
3.910110026E2,5.233316811E1,4.866293140E0,1.902039795E1,1.269999981E0,7.050000000E1,6.432000160E0,0.000000000E0
3.920134927E2,5.233316524E1,4.866313960E0,1.869263916E1,1.299999952E0,1.026999969E2,7.504000187E0,0.000000000E0
3.930168498E2,5.233316204E1,4.866334950E0,1.819739990E1,1.309999943E0,1.040000000E2,7.504000187E0,0.000000000E0
3.940067851E2,5.233316022E1,4.866357000E0,1.894331055E1,1.309999943E0,9.769999695E1,6.432000160E0,0.000000000E0
3.949979942E2,5.233316138E1,4.866380140E0,1.925361328E1,1.320000052E0,8.919999695E1,7.504000187E0,0.000000000E0
3.960005020E2,5.233316364E1,4.866400380E0,1.926441650E1,1.320000052E0,8.469999695E1,7.504000187E0,0.000000000E0
3.969998027E2,5.233316663E1,4.866418520E0,1.878681641E1,1.320000052E0,8.269999695E1,8.576000214E0,0.000000000E0
3.980113127E2,5.233316836E1,4.866436130E0,1.830024414E1,1.320000052E0,8.590000153E1,8.576000214E0,0.000000000E0
3.990145479E2,5.233316625E1,4.866450640E0,1.867725830E1,1.320000052E0,1.140000000E2,8.576000214E0,0.000000000E0
4.000074897E2,5.233315906E1,4.866461780E0,1.836542969E1,1.320000052E0,1.443999939E2,8.576000214E0,0.000000000E0
4.010080244E2,5.233315019E1,4.866475130E0,1.753785400E1,1.330000043E0,1.541000061E2,8.576000214E0,0.000000000E0
4.020101958E2,5.233314424E1,4.866492030E0,1.689008789E1,1.330000043E0,1.249000015E2,8.576000214E0,0.000000000E0
4.030120378E2,5.233314044E1,4.866511480E0,1.667670898E1,1.330000043E0,1.388999939E2,8.576000214E0,0.000000000E0
4.040143203E2,5.233313591E1,4.866532370E0,1.755500488E1,1.340000033E0,1.326999969E2,7.504000187E0,0.000000000E0
4.050009918E2,5.233312974E1,4.866553070E0,1.678944092E1,1.340000033E0,1.305000000E2,8.576000214E0,0.000000000E0
4.060025478E2,5.233312233E1,4.866569720E0,1.639204102E1,1.320000052E0,1.351000061E2,7.504000187E0,0.000000000E0
4.070107851E2,5.233311958E1,4.866578180E0,1.650898437E1,2.099999934E-1,3.500000000E0,7.504000187E0,0.000000000E0
4.080110745E2,5.233312021E1,4.866582560E0,1.644093018E1,0.000000000E0,0.000000000E0,8.576000214E0,0.000000000E0
4.090153292E2,5.233312207E1,4.866584290E0,1.655463867E1,2.099999934E-1,2.301999969E2,7.504000187E0,0.000000000E0
4.100055624E2,5.233312594E1,4.866583590E0,1.580091553E1,1.800000072E-1,3.157000122E2,7.504000187E0,0.000000000E0
4.110096363E2,5.233313550E1,4.866580480E0,1.585621338E1,7.699999809E-1,3.295000000E2,7.504000187E0,0.000000000E0
4.120114770E2,5.233314120E1,4.866581050E0,1.521375732E1,3.700000048E-1,5.279999924E1,7.504000187E0,0.000000000E0
4.130126444E2,5.233314644E1,4.866584230E0,1.480164795E1,3.600000143E-1,3.477000122E2,7.504000187E0,0.000000000E0
4.140118177E2,5.233314711E1,4.866590040E0,1.420100098E1,1.500000060E-1,4.279999924E1,7.504000187E0,0.000000000E0
4.149951422E2,5.233314465E1,4.866595260E0,1.362855225E1,0.000000000E0,0.000000000E0,7.504000187E0,0.000000000E0
4.160036756E2,5.233314096E1,4.866600500E0,1.360023193E1,2.099999934E-1,1.641999969E2,7.504000187E0,0.000000000E0
4.169957674E2,5.233313704E1,4.866603680E0,1.332764893E1,0.000000000E0,0.000000000E0,7.504000187E0,0.000000000E0
4.180006830E2,5.233313173E1,4.866603910E0,1.267261963E1,3.300000131E-1,2.131999969E2,7.504000187E0,0.000000000E0
4.190107555E2,5.233312810E1,4.866604280E0,1.313679199E1,0.000000000E0,0.000000000E0,7.504000187E0,0.000000000E0
4.200042768E2,5.233312415E1,4.866608110E0,1.271217041E1,5.099999905E-1,1.351000061E2,7.504000187E0,0.000000000E0
4.209927976E2,5.233312115E1,4.866620590E0,1.219434814E1,1.080000043E0,1.066999969E2,7.504000187E0,0.000000000E0
4.219978657E2,5.233311939E1,4.866636970E0,1.370106201E1,1.279999971E0,1.150000000E2,7.504000187E0,0.000000000E0
4.229998433E2,5.233311572E1,4.866654800E0,1.318153076E1,1.289999962E0,1.140999985E2,7.504000187E0,0.000000000E0
4.240037811E2,5.233311318E1,4.866673030E0,1.339576416E1,1.299999952E0,1.200999985E2,7.504000187E0,0.000000000E0
4.249933136E2,5.233311478E1,4.866694990E0,1.382783203E1,1.309999943E0,1.114000015E2,7.504000187E0,0.000000000E0
4.260037232E2,5.233312315E1,4.866722180E0,1.436628418E1,1.309999943E0,9.659999847E1,8.576000214E0,0.000000000E0
4.270113267E2,5.233314032E1,4.866750600E0,1.576685791E1,1.309999943E0,7.359999847E1,8.576000214E0,0.000000000E0
4.279962499E2,5.233316187E1,4.866780170E0,1.624775391E1,1.320000052E0,6.140000153E1,8.576000214E0,0.000000000E0
4.289946518E2,5.233318808E1,4.866804580E0,1.748566895E1,1.330000043E0,2.760000038E1,8.576000214E0,0.000000000E0
4.299928800E2,5.233321589E1,4.866828210E0,1.818037109E1,1.309999943E0,3.690000153E1,7.504000187E0,0.000000000E0
4.310018245E2,5.233324230E1,4.866852930E0,1.853449707E1,1.259999990E0,3.479999924E1,7.504000187E0,0.000000000E0
4.320010271E2,5.233326499E1,4.866875920E0,1.766370850E1,1.259999990E0,1.870000076E1,6.432000160E0,0.000000000E0
4.329962304E2,5.233328808E1,4.866898020E0,1.783839111E1,1.259999990E0,2.229999924E1,6.432000160E0,0.000000000E0
4.339922438E2,5.233331361E1,4.866913390E0,1.722620850E1,1.279999971E0,1.920000076E1,5.360000134E0,0.000000000E0
4.349949675E2,5.233333894E1,4.866924460E0,1.715412598E1,1.210000038E0,1.920000076E1,5.360000134E0,0.000000000E0
4.360091672E2,5.233336416E1,4.866934600E0,1.706562500E1,1.179999948E0,1.800000000E1,4.288000107E0,0.000000000E0
4.370127449E2,5.233338785E1,4.866944070E0,1.678406982E1,1.190000057E0,1.620000076E1,4.288000107E0,0.000000000E0
4.380141597E2,5.233341394E1,4.866942690E0,1.416029053E1,1.210000038E0,6.000000000E0,4.288000107E0,0.000000000E0
4.390058888E2,5.233343666E1,4.866938820E0,1.371833496E1,1.220000029E0,3.572000122E2,4.288000107E0,0.000000000E0
4.400018340E2,5.233345882E1,4.866934350E0,1.227528076E1,1.250000000E0,3.552999878E2,4.288000107E0,0.000000000E0
4.410076230E2,5.233347912E1,4.866937980E0,1.122895508E1,1.259999990E0,8.950000000E1,4.288000107E0,0.000000000E0
4.420010610E2,5.233349753E1,4.866949440E0,1.211445312E1,1.250000000E0,5.740000153E1,4.288000107E0,0.000000000E0
4.429935012E2,5.233351255E1,4.866966000E0,1.219636230E1,1.240000010E0,7.750000000E1,4.288000107E0,0.000000000E0
4.439924076E2,5.233352621E1,4.866983170E0,1.240101318E1,1.220000029E0,6.950000000E1,4.288000107E0,0.000000000E0
4.450021276E2,5.233353809E1,4.867000010E0,1.245606689E1,1.179999948E0,7.090000153E1,4.288000107E0,0.000000000E0
4.460023931E2,5.233354405E1,4.867016520E0,1.280988770E1,1.149999976E0,9.219999695E1,5.360000134E0,0.000000000E0
4.470051179E2,5.233354776E1,4.867033650E0,1.370295410E1,1.129999995E0,1.049000015E2,6.432000160E0,0.000000000E0
4.479998166E2,5.233354854E1,4.867051420E0,1.310706787E1,1.110000014E0,1.130000000E2,7.504000187E0,0.000000000E0
4.490074106E2,5.233354627E1,4.867069750E0,1.288117676E1,1.110000014E0,1.064000015E2,6.432000160E0,0.000000000E0
4.500061985E2,5.233354545E1,4.867090930E0,1.335480957E1,1.179999948E0,1.123000031E2,6.432000160E0,0.000000000E0
4.510028577E2,5.233355058E1,4.867127330E0,1.459998779E1,1.840000033E0,9.400000000E1,6.432000160E0,0.000000000E0
4.520073191E2,5.233355991E1,4.867169950E0,1.491688232E1,1.899999976E0,7.600000000E1,7.504000187E0,0.000000000E0
4.530130642E2,5.233357287E1,4.867212720E0,1.521723633E1,1.960000038E0,6.759999847E1,7.504000187E0,0.000000000E0
4.540113935E2,5.233358755E1,4.867255130E0,1.631361084E1,2.009999990E0,7.019999695E1,8.576000214E0,0.000000000E0
4.550077916E2,5.233360623E1,4.867295630E0,1.592353516E1,2.059999943E0,5.950000000E1,8.576000214E0,0.000000000E0
4.560070861E2,5.233362546E1,4.867332120E0,1.614991455E1,2.000000000E0,4.429999924E1,8.576000214E0,0.000000000E0
4.570097874E2,5.233364450E1,4.867361680E0,1.584138184E1,1.940000057E0,2.660000038E1,9.648000717E0,0.000000000E0
4.580013010E2,5.233366108E1,4.867388120E0,1.490235596E1,1.860000014E0,2.670000076E1,9.648000717E0,0.000000000E0
4.589938947E2,5.233367334E1,4.867416670E0,1.434864502E1,1.779999971E0,3.400000000E1,1.072000027E1,0.000000000E0
4.599989653E2,5.233368686E1,4.867448380E0,1.294965820E1,1.720000029E0,4.370000076E1,1.179199982E1,0.000000000E0
