,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,light_illuminance,loc_latitude,loc_height,loc_velocity,labelCycling,labelWalking,labelSitting,labelRunning,labelStanding,labelWalkingStairs,labelElevator,labelJumping,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
2018-06-19 14:11:51.750,-6.32286918009,-7.97056990603,0.775895160902,-0.239546189117,-1.54580897876,0.564726436829,20.1660677857,23.3826087683,-11.9944713654,-0.854972043937,-0.8399692324,-2.06131651943,784.0,52.3342710575,4.8658894325,5.8436401365,0,1,0,0,0,0,0,0,0.349914814723,-0.204769394013,-0.196774772416,-0.349101823053,0.0199468322465,0.0391480652719,-0.0481957117041,0.0290289086259,-0.0938897631575
2018-06-19 14:11:52.000,-9.51100601959,-6.56454114668,1.52507557923,-6.75602166526,2.21749070196,1.78765848455,9.50090149912,32.6911529815,-9.72882515842,-0.467227254562,-0.252290733171,-1.20011533895,1044.0,52.33427429,4.86589176,6.108349609,0,1,0,0,0,0,0,0,0.380594322337,-0.28636382525,-0.209497924108,-0.0967966733069,-0.0721695087504,0.193903594037,0.102079822955,0.226940381722,-0.147349326649
2018-06-19 14:11:52.250,-11.9419119516,-6.32215098432,2.26631120963,-3.16618436962,0.434109719919,0.836318051133,5.60538324848,32.9687675925,-8.57294894416,0.613770864391,0.632997048569,1.84538981243,705.0,52.3342767825,4.8658927375,6.01223449675,0,1,0,0,0,0,0,0,0.383116476439,-0.310994456195,-0.222240067369,0.339418477109,-0.0754898800545,0.0177473525574,0.1232198681,0.0698628231749,-0.0967467113049
2018-06-19 14:11:52.500,-8.37391305258,-8.13954557545,1.95735516179,2.62679809521,-5.18673197814,1.35455105114,14.6539673279,26.2544742525,-9.34510336283,0.605931934864,0.769175187032,1.64745698138,195.0,52.334279275,4.865893715,5.9161193845,0,1,0,0,0,0,0,0,0.363377952881,-0.25713120154,-0.22544681442,0.245049030856,0.0243655512847,-0.239020383704,-0.0745360306096,-0.0330698939886,-0.0504413736183
2018-06-19 14:11:52.750,-5.13578782868,-8.64059352928,1.25489734926,3.37699985231,-5.24898552257,0.815475174161,22.7831213038,25.6213295218,-10.9659021627,-0.479106076146,-0.468778527277,-1.10063980611,294.0,52.3342817675,4.8658946925,5.82000427225,0,1,0,0,0,0,0,0,0.347903072295,-0.225639554158,-0.211935746901,-0.23966004631,0.0479021623568,-0.151190520056,-0.141239931784,-0.0350011590619,-0.0308448871184
2018-06-19 14:11:53.000,-7.93913041972,-6.79060834766,1.24239860689,-2.13145866231,0.845249515047,0.336738289558,14.2584061582,28.8336642216,-9.15080458763,-0.68916865945,-1.37204793178,-2.04815383235,816.0,52.33428426,4.86589567,5.72388916,0,1,0,0,0,0,0,0,0.358599746585,-0.237220075465,-0.195364510648,-0.354676762921,-0.0468906643781,0.148506596049,0.0402076870311,0.115074753859,-0.0845415458599
2018-06-19 14:11:53.250,-11.784188087,-6.91809521489,1.455093138,-8.06596304432,2.86264069308,0.913320072757,3.14567812199,33.317739159,-7.89136532684,0.0569691345825,0.0257567073883,-0.00324329891691,807.0,52.3342861475,4.86589559,5.8412597655,0,1,0,0,0,0,0,0,0.379327858944,-0.319986538008,-0.219781804786,0.085783256181,-0.12014505715,0.206376271723,0.206472411345,0.17690138848,-0.173149746048
2018-06-19 14:11:53.500,-11.083369439,-7.83348259053,1.94547667179,-2.30846725208,-2.00425058738,1.78007663466,9.08923981173,31.4887131689,-9.29337918241,0.415793513278,1.15818519736,2.57729721103,243.0,52.334288035,4.86589551,5.958630371,0,1,0,0,0,0,0,0,0.372118602969,-0.324846926715,-0.248054513385,0.442877103359,-0.0222617952046,-0.110405591898,0.0459117944421,0.0607356670467,-0.114171954929
2018-06-19 14:11:53.750,-6.80517488698,-7.4305895783,2.17809953301,5.3064542139,-7.41265251287,1.67150541584,23.7019900225,20.449358881,-8.57988813574,0.246045441926,0.352456709561,1.15944233684,249.0,52.3342899225,4.86589543,6.0760009765,0,1,0,0,0,0,0,0,0.33955162959,-0.179261049131,-0.230475786573,0.120931244472,0.105868942009,-0.294991827564,-0.198705983084,-0.0449131981338,-0.00530229879511
2018-06-19 14:11:54.000,-6.1685984123,-8.59252138478,1.34429048348,0.8178477743,-5.34954920969,0.16872379544,25.2616114833,20.5360712618,-8.18873637227,-0.194449533346,-0.657647312707,-2.32774431338,332.0,52.33429181,4.86589535,6.193371582,0,1,0,0,0,0,0,0,0.324496710938,-0.188442797654,-0.225335683638,-0.377519793509,0.0543941400168,-0.0262978498975,-0.103202981481,-0.0465796458108,-0.0565486293328
