"Time (s)","Illuminance (lx)"
1.434257321E2,8.580000000E2
1.436283688E2,1.150000000E3
1.438311887E2,1.399000000E3
1.440340390E2,1.050000000E3
1.442368588E2,9.060000000E2
1.444397092E2,7.690000000E2
1.446424985E2,1.050000000E3
1.448453488E2,1.177000000E3
1.450481381E2,9.260000000E2
1.452509580E2,8.000000000E2
1.454538083E2,7.180000000E2
1.456565976E2,1.004000000E3
1.458598752E2,1.116000000E3
1.460622373E2,9.160000000E2
1.462650266E2,7.730000000E2
1.464678769E2,6.950000000E2
1.466706357E2,8.120000000E2
1.468738217E2,9.710000000E2
1.470762753E2,7.360000000E2
1.472790646E2,6.740000000E2
1.474818845E2,6.910000000E2
1.476847043E2,8.760000000E2
1.478878251E2,1.135000000E3
1.480903397E2,6.220000000E2
1.482931596E2,6.570000000E2
1.484959794E2,5.350000000E2
1.486987992E2,6.140000000E2
1.489018326E2,1.108000000E3
1.491044999E2,9.790000000E2
1.493072282E2,6.630000000E2
1.495101090E2,6.320000000E2
1.497129594E2,6.280000000E2
1.499158402E2,9.330000000E2
1.501185380E2,8.170000000E2
1.503213578E2,4.970000000E2
1.505241776E2,5.320000000E2
1.509298478E2,8.690000000E2
1.511326676E2,7.970000000E2
1.513354264E2,4.550000000E2
1.515382462E2,4.850000000E2
1.517410660E2,4.240000000E2
1.519438859E2,6.220000000E2
1.521466752E2,5.090000000E2
1.523499222E2,3.810000000E2
1.525523148E2,2.900000000E2
1.527551041E2,3.450000000E2
1.529579545E2,6.600000000E2
1.531607438E2,8.170000000E2
1.533638993E2,4.860000000E2
1.535663529E2,5.320000000E2
1.537692033E2,6.180000000E2
1.539720536E2,1.038000000E3
1.541748124E2,1.021000000E3
1.543779069E2,5.880000000E2
1.545804520E2,5.760000000E2
1.547832108E2,6.960000000E2
1.549860612E2,1.102000000E3
1.551888505E2,1.125000000E3
1.553919144E2,6.790000000E2
1.555944596E2,6.240000000E2
1.557972794E2,7.110000000E2
1.560001298E2,1.077000000E3
1.562028580E2,9.840000000E2
1.564058915E2,5.670000000E2
1.568113785E2,5.450000000E2
1.570141679E2,9.120000000E2
1.572169877E2,8.060000000E2
1.574199296E2,5.010000000E2
1.576225968E2,5.590000000E2
1.578254472E2,5.560000000E2
1.580283779E2,9.150000000E2
1.582311062E2,9.840000000E2
1.584339565E2,5.270000000E2
1.586367458E2,5.790000000E2
1.588395657E2,5.780000000E2
1.590423550E2,9.450000000E2
1.592451443E2,7.600000000E2
1.594479641E2,5.450000000E2
1.596507229E2,5.690000000E2
1.598535427E2,6.060000000E2
1.600563931E2,9.840000000E2
1.602591518E2,7.830000000E2
1.604619412E2,5.760000000E2
1.606647305E2,6.230000000E2
1.608675808E2,7.740000000E2
1.610703396E2,1.039000000E3
1.612731289E2,7.520000000E2
1.614759487E2,6.240000000E2
1.616787380E2,6.840000000E2
1.618815273E2,8.370000000E2
1.620843472E2,1.132000000E3
1.622871365E2,8.530000000E2
1.624899258E2,7.070000000E2
1.626927151E2,7.020000000E2
1.628955044E2,8.400000000E2
1.630983547E2,1.058000000E3
1.633010830E2,8.190000000E2
1.635039028E2,5.900000000E2
1.637066921E2,5.990000000E2
1.639094814E2,8.690000000E2
1.641122707E2,1.157000000E3
1.643150906E2,8.150000000E2
1.645178799E2,5.900000000E2
1.647206692E2,6.800000000E2
1.649234890E2,6.410000000E2
1.651263088E2,7.640000000E2
1.653290676E2,7.960000000E2
1.655319180E2,7.930000000E2
1.657346767E2,8.010000000E2
1.659374355E2,7.890000000E2
1.663430752E2,8.030000000E2
1.665458950E2,8.150000000E2
1.667486538E2,8.430000000E2
1.669514736E2,8.320000000E2
1.671543240E2,7.620000000E2
1.673570828E2,7.330000000E2
1.675599026E2,7.750000000E2
1.677626614E2,8.150000000E2
1.679654603E2,8.650000000E2
1.681682191E2,9.290000000E2
1.683710389E2,9.560000000E2
1.685738588E2,9.760000000E2
1.687766175E2,1.030000000E3
1.689794374E2,1.103000000E3
1.691822877E2,9.950000000E2
1.693850160E2,1.007000000E3
1.695878663E2,9.950000000E2
1.697906861E2,8.940000000E2
1.699939332E2,7.520000000E2
1.701962953E2,9.520000000E2
1.703991456E2,9.980000000E2
1.706022096E2,9.940000000E2
1.708047242E2,1.953000000E3
1.710078797E2,2.830000000E3
1.712103334E2,4.350000000E3
1.714131532E2,3.956000000E3
1.716159730E2,2.818000000E3
1.718187623E2,2.295000000E3
1.720219178E2,2.298000000E3
1.722243409E2,2.603000000E3
1.724271608E2,2.604000000E3
1.726299806E2,1.593000000E3
1.728327699E2,1.365000000E3
1.730358949E2,1.455000000E3
1.732383790E2,1.562000000E3
1.734411683E2,1.053000000E3
1.736439576E2,7.940000000E2
1.738467775E2,7.330000000E2
1.740499330E2,9.350000000E2
1.742523561E2,7.790000000E2
1.744551759E2,7.480000000E2
1.746580262E2,7.740000000E2
1.748608155E2,7.920000000E2
1.750638795E2,6.910000000E2
1.752663942E2,5.040000000E2
1.754692140E2,5.290000000E2
1.756720033E2,4.730000000E2
1.758748231E2,4.230000000E2
1.760778871E2,6.780000000E2
1.762804628E2,8.000000000E2
1.764832215E2,7.270000000E2
1.766861024E2,6.270000000E2
1.768888612E2,5.000000000E2
1.770918946E2,4.240000000E2
1.772944703E2,4.710000000E2
1.774972901E2,6.610000000E2
1.777001100E2,6.800000000E2
1.779028591E2,6.130000000E2
1.781058925E2,4.030000000E2
1.783084682E2,2.900000000E2
1.785112575E2,3.050000000E2
1.787140468E2,4.800000000E2
1.789168972E2,5.000000000E2
1.791198390E2,4.760000000E2
1.793224147E2,3.030000000E2
1.795251735E2,2.160000000E2
1.797279933E2,2.540000000E2
1.799307521E2,4.420000000E2
1.801338771E2,4.830000000E2
1.803365444E2,3.660000000E2
1.805390895E2,2.590000000E2
1.807419094E2,3.310000000E2
1.809446682E2,4.780000000E2
1.811478847E2,5.920000000E2
1.813502162E2,5.930000000E2
1.815530361E2,4.080000000E2
1.817561000E2,3.410000000E2
1.819586147E2,4.040000000E2
1.821614040E2,4.860000000E2
1.823642238E2,4.740000000E2
1.825670131E2,3.500000000E2
1.827698024E2,2.210000000E2
1.829726223E2,2.310000000E2
1.831754116E2,4.080000000E2
1.833782009E2,4.940000000E2
1.835809902E2,4.190000000E2
1.837838100E2,3.090000000E2
1.839865993E2,3.230000000E2
1.841893581E2,4.510000000E2
1.843921779E2,4.920000000E2
1.845949977E2,3.690000000E2
1.847977870E2,2.430000000E2
1.850005764E2,2.560000000E2
1.852038539E2,3.220000000E2
1.854062160E2,4.240000000E2
1.856090358E2,3.690000000E2
1.858118862E2,2.300000000E2
1.860146755E2,2.350000000E2
1.862178615E2,3.090000000E2
1.864202236E2,4.640000000E2
1.866230129E2,4.420000000E2
1.868257717E2,2.910000000E2
1.870285610E2,2.890000000E2
1.872313808E2,3.870000000E2
1.874341701E2,5.150000000E2
1.876369289E2,4.330000000E2
1.878397182E2,2.790000000E2
1.880425265E2,2.640000000E2
1.882452853E2,3.750000000E2
1.884481051E2,4.870000000E2
1.886508945E2,4.460000000E2
1.888537753E2,3.030000000E2
1.890564120E2,3.110000000E2
1.892592013E2,5.040000000E2
1.894619906E2,6.040000000E2
1.896647189E2,4.880000000E2
1.898677829E2,4.080000000E2
1.900702975E2,4.450000000E2
1.902730868E2,6.550000000E2
1.904758761E2,6.590000000E2
1.906786655E2,5.100000000E2
1.908817599E2,4.450000000E2
1.910841830E2,4.810000000E2
1.912869723E2,5.830000000E2
1.914898532E2,4.920000000E2
1.916925204E2,3.410000000E2
1.918957370E2,3.450000000E2
1.920980685E2,4.490000000E2
1.923008578E2,5.690000000E2
1.925036777E2,4.500000000E2
1.927064364E2,3.370000000E2
1.929092258E2,3.810000000E2
1.931119845E2,6.280000000E2
1.933147739E2,6.750000000E2
1.935176547E2,4.730000000E2
1.937203525E2,3.670000000E2
1.939231113E2,4.300000000E2
1.941258700E2,5.440000000E2
1.943288730E2,4.460000000E2
1.945316318E2,2.840000000E2
1.947341769E2,2.570000000E2
1.949369662E2,3.320000000E2
1.951397555E2,3.600000000E2
1.953425143E2,3.030000000E2
1.955456088E2,2.340000000E2
1.957481235E2,2.640000000E2
1.959508517E2,4.050000000E2
1.961536410E2,4.170000000E2
1.963564303E2,3.000000000E2
1.965596164E2,2.380000000E2
1.967619479E2,3.300000000E2
1.969647372E2,4.300000000E2
1.971677707E2,3.960000000E2
1.973702548E2,2.340000000E2
1.975730441E2,2.430000000E2
1.977758334E2,3.780000000E2
1.979785748E2,4.220000000E2
1.981814557E2,3.460000000E2
1.983841534E2,2.590000000E2
1.985869427E2,2.790000000E2
1.987897015E2,3.600000000E2
1.989924908E2,3.780000000E2
1.991954633E2,2.760000000E2
1.993980389E2,2.250000000E2
1.996007977E2,3.440000000E2
1.998036176E2,4.040000000E2
2.000063458E2,3.760000000E2
2.002094403E2,2.560000000E2
2.004118939E2,2.750000000E2
2.006146832E2,4.000000000E2
2.008175031E2,4.390000000E2
2.010202313E2,3.600000000E2
2.012234174E2,2.700000000E2
2.014257489E2,2.990000000E2
2.016285382E2,4.100000000E2
2.018313580E2,3.640000000E2
2.020340863E2,2.640000000E2
2.022368451E2,2.310000000E2
2.024396344E2,2.670000000E2
2.026424237E2,3.250000000E2
2.028453046E2,2.880000000E2
2.030479718E2,2.020000000E2
2.032507611E2,2.350000000E2
2.034535199E2,3.120000000E2
2.036562787E2,3.480000000E2
2.038593121E2,3.500000000E2
2.040618573E2,3.520000000E2
2.044674054E2,3.400000000E2
2.046701642E2,3.370000000E2
2.048733502E2,3.180000000E2
2.050756818E2,3.000000000E2
2.052784711E2,2.950000000E2
2.054812604E2,2.640000000E2
2.056840192E2,2.540000000E2
2.058868085E2,2.390000000E2
2.060895978E2,2.270000000E2
2.062923566E2,2.320000000E2
2.064951764E2,2.410000000E2
2.066979352E2,2.620000000E2
2.069007245E2,2.930000000E2
2.071035138E2,3.320000000E2
2.073062726E2,3.540000000E2
2.075091840E2,3.690000000E2
2.077117902E2,3.520000000E2
2.079145701E2,2.480000000E2
2.081173594E2,2.590000000E2
2.083201488E2,2.890000000E2
2.085231517E2,4.970000000E2
2.087256969E2,6.420000000E2
2.089284862E2,6.650000000E2
2.091312449E2,6.770000000E2
2.093340343E2,6.610000000E2
2.095371898E2,8.980000000E2
2.097396129E2,1.292000000E3
2.099423717E2,1.454000000E3
2.101451915E2,1.667000000E3
2.103479198E2,1.512000000E3
2.105511058E2,1.297000000E3
2.107534678E2,1.644000000E3
2.109562266E2,1.267000000E3
2.111590465E2,1.543000000E3
2.113617747E2,1.085000000E3
2.115645640E2,8.980000000E2
2.117673533E2,1.158000000E3
2.119701121E2,7.980000000E2
2.121730235E2,8.070000000E2
2.123756907E2,3.400000000E2
2.125784190E2,2.960000000E2
2.127812083E2,3.050000000E2
2.129839671E2,2.660000000E2
2.131870006E2,2.770000000E2
2.133895152E2,5.800000000E1
2.135922740E2,1.340000000E2
2.137950938E2,1.330000000E2
2.139980357E2,9.600000000E1
2.142010081E2,5.300000000E1
2.144034312E2,4.400000000E1
2.146061900E2,7.600000000E1
2.148089793E2,1.740000000E2
2.150117686E2,2.150000000E2
2.152145274E2,1.330000000E2
2.154173167E2,1.600000000E2
2.156200755E2,3.440000000E2
2.158228953E2,4.880000000E2
2.160256236E2,4.410000000E2
2.162284129E2,2.580000000E2
2.164312633E2,2.290000000E2
2.166340220E2,3.350000000E2
2.168369334E2,5.100000000E2
2.170395701E2,5.630000000E2
2.172423594E2,3.960000000E2
2.174451488E2,4.550000000E2
2.176479381E2,7.180000000E2
2.178508752E2,6.970000000E2
2.180535425E2,4.390000000E2
2.182563012E2,3.680000000E2
2.184591516E2,5.600000000E2
2.186619104E2,6.770000000E2
2.188648218E2,5.550000000E2
2.190674890E2,2.900000000E2
2.192703088E2,2.260000000E2
2.194730981E2,4.590000000E2
2.196758264E2,6.430000000E2
2.198788598E2,5.030000000E2
2.200814050E2,3.770000000E2
2.202841943E2,4.870000000E2
2.204870752E2,6.840000000E2
2.206897729E2,5.670000000E2
2.208928064E2,3.180000000E2
2.210953515E2,2.760000000E2
2.212981408E2,3.710000000E2
2.215009302E2,3.590000000E2
2.217036584E2,2.340000000E2
2.219067834E2,1.760000000E2
2.221092370E2,2.130000000E2
2.223120263E2,3.940000000E2
2.225148156E2,3.520000000E2
2.227175744E2,1.900000000E2
2.229207605E2,1.110000000E2
2.231231531E2,9.900000000E1
2.233259424E2,1.670000000E2
2.235287622E2,1.620000000E2
2.237315210E2,9.300000000E1
2.239343408E2,6.400000000E1
2.241371301E2,8.900000000E1
2.243399194E2,1.720000000E2
2.245427392E2,2.170000000E2
2.247454980E2,1.790000000E2
2.249482873E2,1.440000000E2
2.251510461E2,2.790000000E2
2.253538049E2,5.200000000E2
2.255566247E2,5.810000000E2
2.257593225E2,4.580000000E2
2.259621118E2,2.350000000E2
2.261649621E2,2.800000000E2
2.263676599E2,5.220000000E2
2.265706018E2,5.630000000E2
2.267731775E2,4.710000000E2
2.269759668E2,3.950000000E2
2.271787256E2,3.710000000E2
2.273815149E2,5.880000000E2
2.275845788E2,6.880000000E2
2.277870630E2,6.370000000E2
2.279897960E2,5.100000000E2
2.281925853E2,4.680000000E2
2.283953441E2,4.640000000E2
2.285981029E2,6.360000000E2
2.288009227E2,6.190000000E2
2.290036510E2,8.350000000E2
2.292064708E2,7.140000000E2
2.294091991E2,7.560000000E2
2.296119579E2,7.020000000E2
2.298147777E2,8.390000000E2
2.300175060E2,9.850000000E2
2.302204174E2,8.480000000E2
2.304230541E2,7.040000000E2
2.306258434E2,6.650000000E2
2.308288463E2,6.960000000E2
2.310313610E2,8.400000000E2
2.312343944E2,6.510000000E2
2.314369091E2,4.720000000E2
2.316396984E2,5.520000000E2
2.318425487E2,1.273000000E3
2.320452159E2,1.725000000E3
2.322484325E2,2.241000000E3
2.324507640E2,1.570000000E3
2.326535533E2,1.323000000E3
2.328563121E2,2.213000000E3
2.330590709E2,3.057000000E3
2.332618602E2,3.220000000E3
2.334646190E2,3.366000000E3
2.336673778E2,1.465000000E3
2.338702892E2,1.621000000E3
2.340729259E2,1.268000000E3
2.342756847E2,1.217000000E3
2.344784435E2,1.187000000E3
2.346812328E2,9.330000000E2
2.348842357E2,9.210000000E2
2.350867809E2,6.950000000E2
2.352895397E2,8.670000000E2
2.354923290E2,1.230000000E3
2.356950573E2,1.059000000E3
2.358982128E2,1.232000000E3
2.361006359E2,1.131000000E3
2.363033641E2,1.340000000E3
2.365061534E2,1.461000000E3
2.367089428E2,1.265000000E3
2.369117015E2,1.173000000E3
2.371144908E2,1.114000000E3
2.373172802E2,1.002000000E3
2.375200695E2,9.970000000E2
2.377227977E2,9.470000000E2
2.379255939E2,9.880000000E2
2.381284137E2,9.900000000E2
2.383311419E2,9.980000000E2
2.385340533E2,1.354000000E3
2.387367206E2,2.101000000E3
2.389394794E2,1.918000000E3
2.391422687E2,2.184000000E3
2.393449969E2,2.119000000E3
2.395480609E2,1.820000000E3
2.397505145E2,1.889000000E3
2.399533038E2,1.879000000E3
2.401560931E2,1.667000000E3
2.403588519E2,1.570000000E3
2.405620074E2,1.125000000E3
2.407644000E2,9.070000000E2
2.409671588E2,9.130000000E2
2.411699481E2,7.730000000E2
2.413726764E2,7.370000000E2
2.415754657E2,9.980000000E2
2.417782245E2,9.940000000E2
2.419809833E2,1.271000000E3
2.421839252E2,1.167000000E3
2.423865619E2,1.409000000E3
2.425892901E2,1.651000000E3
2.427920794E2,1.792000000E3
2.429948382E2,1.646000000E3
2.431979022E2,1.958000000E3
2.434003558E2,2.032000000E3
2.436031146E2,2.428000000E3
2.438059344E2,2.791000000E3
2.440086017E2,2.812000000E3
2.442113910E2,3.407000000E3
2.444141803E2,3.539000000E3
2.446169086E2,3.404000000E3
2.448197284E2,2.944000000E3
2.450224566E2,3.095000000E3
2.452252154E2,3.043000000E3
2.454279742E2,3.489000000E3
2.456307025E2,3.947000000E3
2.458337359E2,3.641000000E3
2.460362201E2,3.680000000E3
2.462390094E2,4.303000000E3
2.464417682E2,4.817000000E3
2.466444964E2,4.945000000E3
2.468472552E2,4.235000000E3
2.470500140E2,4.206000000E3
2.472528033E2,4.300000000E3
2.474555926E2,4.505000000E3
2.476583514E2,4.247000000E3
2.478611245E2,3.732000000E3
2.480638833E2,4.078000000E3
2.482666421E2,3.744000000E3
2.484695840E2,3.690000000E3
2.486721902E2,4.030000000E3
2.488749490E2,4.824000000E3
2.490777688E2,4.591000000E3
2.492804971E2,4.815000000E3
2.494835915E2,4.177000000E3
2.496859841E2,3.712000000E3
2.498887429E2,4.093000000E3
2.500915322E2,4.679000000E3
2.502942605E2,5.085000000E3
2.504970498E2,5.256000000E3
2.506998391E2,5.120000000E3
2.509025674E2,5.350000000E3
2.511054177E2,5.314000000E3
2.513080849E2,4.296000000E3
2.515108132E2,3.310000000E3
2.517136330E2,1.575000000E3
2.519163613E2,1.564000000E3
2.521194253E2,1.799000000E3
2.523218789E2,1.783000000E3
2.525246377E2,1.624000000E3
2.527274575E2,1.454000000E3
2.529301247E2,1.418000000E3
2.531328835E2,1.591000000E3
2.533356423E2,2.042000000E3
2.535384011E2,2.085000000E3
2.537412820E2,1.662000000E3
2.539439187E2,1.606000000E3
2.541466775E2,1.093000000E3
2.543494363E2,7.150000000E2
2.545521645E2,6.520000000E2
2.547552590E2,6.890000000E2
2.549577126E2,9.390000000E2
2.551604409E2,7.940000000E2
2.553632607E2,4.650000000E2
2.555659585E2,4.990000000E2
2.557686868E2,5.950000000E2
2.559714761E2,6.800000000E2
2.561742654E2,7.280000000E2
2.563771157E2,9.190000000E2
2.565797219E2,5.880000000E2
2.567825112E2,6.100000000E2
2.569853310E2,7.180000000E2
2.571880593E2,9.560000000E2
2.573910622E2,1.167000000E3
2.575936684E2,1.251000000E3
2.577963662E2,1.218000000E3
2.579991908E2,1.335000000E3
2.582019496E2,1.195000000E3
2.584050746E2,1.431000000E3
2.586074671E2,1.480000000E3
2.588102564E2,1.418000000E3
2.590130763E2,8.350000000E2
2.592157740E2,1.064000000E3
2.594185633E2,9.920000000E2
2.596213221E2,1.168000000E3
2.598241114E2,1.318000000E3
2.600269312E2,1.460000000E3
2.602296290E2,1.336000000E3
2.604325099E2,1.470000000E3
2.606351466E2,1.482000000E3
2.608379054E2,1.779000000E3
2.610409083E2,2.026000000E3
2.612434535E2,1.996000000E3
2.614462123E2,2.169000000E3
2.616490016E2,2.435000000E3
2.618517603E2,2.397000000E3
2.620548548E2,2.722000000E3
2.622572779E2,2.667000000E3
2.624600367E2,2.557000000E3
2.626627955E2,2.419000000E3
2.628655238E2,2.446000000E3
2.630683131E2,2.403000000E3
2.632711939E2,2.603000000E3
2.634738612E2,2.583000000E3
2.636767115E2,2.502000000E3
2.638794093E2,2.716000000E3
2.640821375E2,2.691000000E3
2.642849269E2,2.475000000E3
2.644877162E2,2.365000000E3
2.646907191E2,2.245000000E3
2.648932337E2,2.081000000E3
2.650960536E2,1.916000000E3
2.652988734E2,1.460000000E3
2.655016017E2,1.409000000E3
2.657046656E2,1.382000000E3
2.659072108E2,1.788000000E3
2.661099696E2,1.504000000E3
2.663127589E2,1.113000000E3
2.665155177E2,1.286000000E3
2.667186427E2,1.486000000E3
2.669210352E2,1.172000000E3
2.671237940E2,4.540000000E2
2.673265833E2,3.850000000E2
2.675293421E2,4.280000000E2
2.677321314E2,4.090000000E2
2.679349418E2,4.050000000E2
2.681377006E2,6.480000000E2
2.683404899E2,7.790000000E2
2.685432487E2,7.370000000E2
2.687460380E2,9.390000000E2
2.689487968E2,1.355000000E3
2.691515861E2,1.802000000E3
2.693545280E2,1.616000000E3
2.695571647E2,1.095000000E3
2.697599235E2,5.470000000E2
2.699627434E2,2.470000000E2
2.701655022E2,1.450000000E2
2.703684440E2,9.600000000E1
2.705710197E2,6.200000000E1
2.707738090E2,8.100000000E1
2.709766289E2,8.800000000E1
2.711793571E2,2.400000000E2
2.713824516E2,4.230000000E2
2.715849357E2,4.690000000E2
2.717876640E2,5.180000000E2
2.719904533E2,9.300000000E2
2.721932121E2,1.053000000E3
2.723963981E2,1.310000000E3
2.725987602E2,1.719000000E3
2.728015495E2,1.725000000E3
2.730043388E2,2.058000000E3
2.732070671E2,1.634000000E3
2.734098259E2,8.100000000E2
2.736126152E2,1.501000000E3
2.738153740E2,5.350000000E2
2.740182548E2,2.300000000E2
2.742209526E2,1.034000000E3
2.744237724E2,5.000000000E3
2.746265617E2,4.495000000E3
2.748293205E2,1.831000000E3
2.750322319E2,1.634000000E3
2.752348686E2,1.774000000E3
2.754376884E2,2.767000000E3
2.756405083E2,2.699000000E3
2.758432670E2,3.207000000E3
2.760461784E2,2.771000000E3
2.762488151E2,2.734000000E3
2.764516044E2,2.593000000E3
2.766543938E2,2.295000000E3
2.768571525E2,4.849000000E3
2.770601555E2,1.168000000E4
2.772627312E2,1.077300000E4
2.774655205E2,1.035500000E4
2.776683403E2,1.318600000E4
2.778710906E2,1.552100000E4
2.780740935E2,2.015100000E4
2.782767302E2,3.276700000E4
2.786825225E2,2.310500000E4
2.788849761E2,2.290300000E4
2.790881011E2,2.302900000E4
2.792905547E2,2.198000000E4
2.794933135E2,1.978300000E4
2.796961333E2,1.908200000E4
2.798989226E2,8.546000000E3
2.801021697E2,1.045000000E3
2.803045623E2,4.990000000E2
2.807101103E2,6.270000000E2
2.809128386E2,1.466000000E3
2.811160247E2,1.606000000E3
2.813184478E2,1.116000000E3
2.815211760E2,2.750000000E2
2.817239958E2,3.870000000E2
2.819267241E2,6.370000000E2
2.821294829E2,1.327000000E3
2.823322112E2,1.346000000E3
2.825350005E2,1.017000000E3
2.827378813E2,2.680000000E2
2.829405486E2,3.690000000E2
2.831433074E2,9.940000000E2
2.833461272E2,1.108000000E3
2.835488555E2,1.134000000E3
2.837518584E2,3.900000000E2
2.839544036E2,2.960000000E2
2.841571929E2,4.360000000E2
2.843599517E2,9.490000000E2
2.845627104E2,9.400000000E2
2.847658660E2,5.540000000E2
2.849682585E2,2.630000000E2
2.851710478E2,2.640000000E2
2.853738372E2,5.200000000E2
2.855765959E2,1.102000000E3
2.857798125E2,1.030000000E3
2.859821440E2,4.950000000E2
2.861849639E2,2.950000000E2
2.863877227E2,2.450000000E2
2.865904814E2,4.850000000E2
2.867932707E2,9.310000000E2
2.869960601E2,8.110000000E2
2.871988188E2,4.190000000E2
2.874016692E2,2.030000000E2
2.876043975E2,1.900000000E2
2.878071562E2,4.000000000E2
2.880099655E2,1.125000000E3
2.882127548E2,1.034000000E3
2.884156662E2,3.400000000E2
2.886182724E2,1.310000000E2
2.888210617E2,1.260000000E2
2.890238510E2,2.180000000E2
2.892265793E2,7.680000000E2
2.894296128E2,9.120000000E2
2.896321579E2,2.480000000E2
2.898349167E2,7.000000000E1
2.900377365E2,9.600000000E1
2.902404953E2,7.730000000E2
2.904436203E2,9.080000000E2
2.906460129E2,3.580000000E2
2.908488022E2,9.200000000E1
2.910516220E2,5.700000000E1
2.912543503E2,8.300000000E1
2.914571396E2,3.410000000E2
2.916598984E2,3.390000000E2
2.918626572E2,2.270000000E2
2.920654465E2,3.460000000E2
2.922682053E2,3.390000000E2
2.924709946E2,9.750000000E2
2.926737839E2,6.630000000E2
2.928765427E2,6.480000000E2
2.930794541E2,4.220000000E2
2.932820908E2,2.040000000E2
2.934848801E2,4.990000000E2
2.936876694E2,1.168000000E3
2.938904282E2,1.044000000E3
2.940934922E2,3.680000000E2
2.942960068E2,1.120000000E2
2.944987961E2,1.570000000E2
2.947015854E2,3.430000000E2
2.949043137E2,2.300000000E2
2.951074387E2,2.540000000E2
2.953098923E2,2.990000000E2
2.955126816E2,2.170000000E2
2.957154404E2,3.940000000E2
2.959181992E2,3.430000000E2
2.961213852E2,9.900000000E1
2.963237778E2,6.400000000E1
2.965265366E2,7.600000000E1
2.967293564E2,5.700000000E1
2.969320847E2,6.900000000E1
2.971348740E2,9.600000000E1
2.973376938E2,1.600000000E2
2.975404221E2,1.360000000E2
2.977432724E2,1.130000000E2
2.979460187E2,4.600000000E1
2.981487775E2,3.400000000E1
2.983517194E2,6.000000000E1
2.985543561E2,9.400000000E1
2.987572675E2,1.010000000E2
2.989598737E2,7.400000000E1
2.991626325E2,3.700000000E1
2.993654218E2,3.900000000E1
2.995681806E2,4.400000000E1
2.997713666E2,7.200000000E1
2.999737592E2,7.600000000E1
3.001765180E2,5.300000000E1
3.003793073E2,2.300000000E1
3.005820661E2,3.300000000E1
3.007852216E2,6.500000000E1
3.009876142E2,9.700000000E1
3.011904035E2,8.000000000E1
3.013932233E2,3.900000000E1
3.015959516E2,2.900000000E1
3.017987409E2,4.600000000E1
3.020014997E2,8.300000000E1
3.022043195E2,9.000000000E1
3.024071088E2,8.900000000E1
3.026098371E2,9.600000000E1
3.028125959E2,8.700000000E1
3.030153852E2,7.000000000E1
3.032181440E2,1.060000000E2
3.034210554E2,1.030000000E2
3.036237226E2,6.400000000E1
3.038264814E2,4.000000000E1
3.040293012E2,4.400000000E1
3.042320600E2,8.300000000E1
3.044350324E2,1.060000000E2
3.046376386E2,9.400000000E1
3.048403974E2,4.900000000E1
3.050432172E2,4.600000000E1
3.052459455E2,5.100000000E1
3.054490400E2,8.700000000E1
3.058542524E2,6.100000000E1
3.060570417E2,2.800000000E1
3.062598310E2,2.900000000E1
3.064630475E2,6.100000000E1
3.066653791E2,8.100000000E1
3.068681684E2,7.200000000E1
3.070709882E2,5.300000000E1
3.072737165E2,4.700000000E1
3.074765058E2,6.400000000E1
3.076792951E2,1.020000000E2
3.078820544E2,1.110000000E2
3.080848437E2,7.400000000E1
3.082876024E2,3.700000000E1
3.084903918E2,5.200000000E1
3.086931505E2,9.400000000E1
3.088959399E2,1.310000000E2
3.090988207E2,1.120000000E2
3.093014879E2,6.400000000E1
3.095042773E2,8.800000000E1
3.097070971E2,1.200000000E2
3.099098254E2,1.720000000E2
3.101127978E2,2.130000000E2
3.103153734E2,2.040000000E2
3.105181628E2,7.200000000E1
3.107209826E2,1.170000000E2
3.109237108E2,1.290000000E2
3.111268053E2,1.350000000E2
3.113292589E2,1.420000000E2
3.115320483E2,9.900000000E1
3.117348376E2,1.310000000E2
3.119375963E2,1.560000000E2
3.121407519E2,9.400000000E1
3.123431444E2,2.210000000E2
3.125459337E2,1.920000000E2
3.127487536E2,1.420000000E2
3.129514818E2,6.700000000E1
3.131542712E2,5.800000000E1
3.133570605E2,9.000000000E1
3.135598192E2,1.840000000E2
3.137626391E2,2.090000000E2
3.139653979E2,1.760000000E2
3.141681261E2,1.470000000E2
3.143709154E2,1.950000000E2
3.145737047E2,2.500000000E2
3.147766466E2,2.760000000E2
3.149792834E2,2.700000000E2
3.151820421E2,3.300000000E2
3.153848620E2,5.150000000E2
3.155876208E2,4.420000000E2
3.157905932E2,6.980000000E2
3.159931689E2,7.850000000E2
3.161959582E2,8.000000000E2
3.163987170E2,1.520000000E2
3.166016588E2,2.570000000E2
3.168045702E2,5.490000000E2
3.170070544E2,8.100000000E2
3.172098437E2,9.380000000E2
3.174126635E2,5.910000000E2
3.176153918E2,2.580000000E2
3.178185473E2,4.120000000E2
3.180209989E2,7.500000000E2
3.182237882E2,9.120000000E2
3.184266081E2,7.470000000E2
3.186293974E2,2.500000000E2
3.188325224E2,2.710000000E2
3.190349760E2,5.910000000E2
3.192377348E2,8.530000000E2
3.194405546E2,8.260000000E2
3.196433744E2,5.130000000E2
3.198464994E2,1.680000000E2
3.200489530E2,3.840000000E2
3.202517423E2,1.063000000E3
3.204545316E2,1.771000000E3
3.206573210E2,1.898000000E3
3.208604765E2,5.770000000E2
3.210629301E2,8.060000000E2
3.212656889E2,8.610000000E2
3.214684782E2,1.505000000E3
3.216712675E2,2.137000000E3
