"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.786232151E2,4.069519043E1,-1.461029053E1,1.774139404E1
1.786417698E2,4.285736084E1,-1.599426270E1,1.847229004E1
1.786617588E2,4.213256836E1,-1.390380859E1,1.701507568E1
1.786821140E2,4.430084229E1,-1.250000000E1,1.699371338E1
1.787018284E2,4.720764160E1,-1.291809082E1,1.374359131E1
1.787217563E2,4.864196777E1,-9.420776367E0,1.155242920E1
1.787417454E2,4.796142578E1,-7.342529297E0,1.366882324E1
1.787617039E2,4.937591553E1,-7.327270508E0,1.152343750E1
1.787816929E2,4.434051514E1,-1.150512695E1,1.808929443E1
1.788016819E2,4.650878906E1,-8.706665039E0,1.733551025E1
1.788216709E2,4.578857422E1,-7.315063477E0,1.660308838E1
1.788420566E2,4.649200439E1,-8.702087402E0,1.590728760E1
1.788617405E2,4.868164062E1,-3.814697266E0,1.583862305E1
1.788816379E2,4.651336670E1,-2.429199219E0,1.439361572E1
1.789016270E2,4.867706299E1,-1.721191406E0,1.438140869E1
1.789216465E2,4.725341797E1,1.057434082E0,1.434631348E1
1.789416050E2,4.942779541E1,3.157043457E0,1.431579590E1
1.789615940E2,5.089416504E1,3.157043457E0,1.645660400E1
1.789815830E2,4.871978760E1,3.848266602E0,1.502075195E1
1.790019077E2,4.941864014E1,4.554748535E0,1.286773682E1
1.790217441E2,4.726257324E1,5.239868164E0,1.286163330E1
1.790415500E2,4.838104248E1,5.566406250E0,1.084136963E1
1.790615696E2,4.768676758E1,5.555725098E0,1.298522949E1
1.790815281E2,4.624633789E1,5.548095703E0,1.298675537E1
1.791015476E2,4.624938965E1,5.268859863E0,9.918212891E0
1.791215366E2,4.625854492E1,3.871154785E0,1.136474609E1
1.791414951E2,4.625396729E1,4.570007324E0,1.064147949E1
1.791618503E2,4.555053711E1,5.957031250E0,1.133728027E1
1.791817478E2,4.627075195E1,4.565429688E0,1.206970215E1
1.792015537E2,4.483489990E1,5.253601074E0,1.206207275E1
1.792214512E2,4.626617432E1,3.868103027E0,1.207885742E1
1.792414707E2,4.626617432E1,3.868103027E0,1.207885742E1
1.792614292E2,4.555053711E1,1.770019531E0,1.353759766E1
1.792814182E2,4.626312256E1,1.776123047E0,1.282196045E1
1.793014072E2,4.625854492E1,-3.143310547E-1,1.356353760E1
1.793213962E2,4.553833008E1,-1.713562012E0,1.429748535E1
1.793416904E2,4.480895996E1,-1.715087891E0,1.358489990E1
1.793613743E2,4.623718262E1,-3.796386719E0,1.361083984E1
1.793813633E2,4.592437744E1,-3.302001953E0,1.890716553E1
1.794014133E2,4.519653320E1,-6.092834473E0,1.965942383E1
1.794213413E2,4.654235840E1,2.014160156E-1,1.653289795E1
1.794413303E2,4.653472900E1,-1.191711426E0,1.655273438E1
1.794613193E2,4.439544678E1,-3.300476074E0,1.944122314E1
1.794813084E2,4.436492920E1,-6.781005859E0,1.877288818E1
1.795016331E2,4.361572266E1,-8.868408203E0,1.737365723E1
1.795213169E2,4.219665527E1,-1.237030029E1,2.099304199E1
1.795412754E2,4.145965576E1,-1.236877441E1,1.956634521E1
1.795612644E2,3.930358887E1,-1.587066650E1,2.175903320E1
1.795812534E2,3.856506348E1,-1.726379395E1,2.106323242E1
1.796012424E2,3.713378906E1,-1.866912842E1,2.251281738E1
1.796212314E2,3.712463379E1,-1.866607666E1,2.179870605E1
1.796412205E2,3.568572998E1,-2.006988525E1,2.253265381E1
1.796616062E2,3.568572998E1,-2.006988525E1,2.253265381E1
1.796813206E2,3.495635986E1,-2.007141113E1,2.182006836E1
1.797012180E2,3.710327148E1,-2.075347900E1,2.111206055E1
1.797211765E2,3.565368652E1,-2.072906494E1,1.977233887E1
1.797411655E2,4.286651611E1,-1.873474121E1,1.942749023E1
1.797611545E2,4.141235352E1,-1.804046631E1,1.799163818E1
1.797811436E2,4.356842041E1,-1.733093262E1,1.726531982E1
1.798011326E2,4.284820557E1,-1.733398438E1,1.726531982E1
1.798214573E2,4.429321289E1,-1.523590088E1,1.652069092E1
1.798413242E2,4.644470215E1,-1.522216797E1,1.580505371E1
1.798611606E2,4.571990967E1,-1.452636719E1,1.508178711E1
1.798810886E2,4.787597656E1,-1.242065430E1,1.362152100E1
1.799011082E2,4.934234619E1,-1.102600098E1,1.502990723E1
1.799210667E2,4.862213135E1,-8.239746094E0,1.356506348E1
1.799410557E2,4.934692383E1,-7.539367676E0,1.355438232E1
1.799610447E2,5.080413818E1,-4.745483398E0,1.351623535E1
1.799814304E2,5.150756836E1,-3.341674805E0,1.135253906E1
1.800012974E2,5.221862793E1,-3.335571289E0,1.063690186E1
1.800210117E2,5.150299072E1,1.464843750E-1,9.162902832E0
1.800410313E2,4.829406738E1,-5.084228516E0,1.260223389E1
1.800610203E2,4.570617676E1,-1.073608398E1,1.235504150E1
1.800809788E2,4.856567383E1,-1.001739502E1,1.019897461E1
1.801009678E2,4.785003662E1,-9.324645996E0,1.018981934E1
1.801209568E2,4.644317627E1,-6.550598145E0,1.158294678E1
1.801409458E2,4.716339111E1,-5.152893066E0,1.084899902E1
1.801612400E2,4.787902832E1,-5.845642090E0,1.085815430E1
1.801809543E2,4.789581299E1,-3.059387207E0,1.082000732E1
1.802009434E2,4.716796875E1,-3.060913086E0,1.010742188E1
1.802209019E2,4.794006348E1,-1.675415039E0,1.365966797E1
1.802408909E2,4.574432373E1,-3.073120117E0,1.153717041E1
1.802609104E2,4.503326416E1,-3.079223633E0,1.225280762E1
1.802808689E2,4.716644287E1,-1.664733887E0,9.373474121E0
1.803008579E2,4.647216797E1,-2.807617188E-1,1.078491211E1
1.803212437E2,4.718017578E1,-9.719848633E-1,1.007843018E1
1.803409275E2,4.716796875E1,-3.060913086E0,1.010742188E1
1.803608555E2,4.575347900E1,-1.679992676E0,1.151885986E1
1.803808140E2,5.316467285E1,2.450561523E0,9.767150879E0
1.804008335E2,5.170745850E1,1.052856445E0,9.072875977E0
1.804207920E2,5.099029541E1,3.509521484E-1,9.797668457E0
1.804407810E2,5.099029541E1,3.509521484E-1,9.797668457E0
1.804607700E2,5.099029541E1,3.509521484E-1,9.797668457E0
1.804810947E2,5.169372559E1,-3.826904297E0,1.056671143E1
1.805009312E2,5.169372559E1,-3.826904297E0,1.056671143E1
1.805207371E2,5.169372559E1,-3.826904297E0,1.056671143E1
1.805407261E2,5.024566650E1,-8.016967773E0,1.205444336E1
1.805607456E2,4.737396240E1,-8.035278320E0,1.277160645E1
1.805807041E2,4.953918457E1,-8.721923828E0,1.349334717E1
1.806006931E2,4.592895508E1,-1.152954102E1,1.424865723E1
1.806206821E2,4.738769531E1,-1.292114258E1,1.640930176E1
1.806410068E2,4.520568848E1,-1.641540527E1,1.645812988E1
1.806608738E2,4.517059326E1,-1.919555664E1,1.506652832E1
1.806806797E2,4.372100830E1,-2.059631348E1,1.508789062E1
1.807006382E2,4.370880127E1,-2.268524170E1,1.511535645E1
1.807206577E2,4.247894287E1,-1.813812256E1,1.490325928E1
1.807406467E2,4.321594238E1,-1.813964844E1,1.633148193E1
1.807606357E2,4.176330566E1,-1.884155273E1,1.562805176E1
1.807806248E2,4.177551270E1,-1.814727783E1,1.633300781E1
1.808009800E2,4.102935791E1,-2.093353271E1,1.565704346E1
1.808208469E2,4.107360840E1,-1.955108643E1,1.849670410E1
1.808406223E2,4.034423828E1,-1.955108643E1,1.778259277E1
1.808606113E2,4.248809814E1,-2.093048096E1,1.708374023E1
1.808805698E2,4.176330566E1,-1.884155273E1,1.562805176E1
1.809005283E2,4.245758057E1,-2.162017822E1,1.495056152E1
1.809205173E2,4.101257324E1,-2.092895508E1,1.422882080E1
1.809405063E2,4.389801025E1,-1.882324219E1,1.348266602E1
1.809604954E2,4.535980225E1,-1.672821045E1,1.416778564E1
1.809808201E2,4.390258789E1,-1.673126221E1,1.273956299E1
1.810005039E2,4.535064697E1,-1.533050537E1,1.271972656E1
1.810204929E2,4.679107666E1,-1.532287598E1,1.271820068E1
1.810404514E2,4.823150635E1,-1.252593994E1,1.125030518E1
1.810604404E2,4.328613281E1,-1.238403320E1,1.389770508E1
1.810804294E2,4.473114014E1,-1.168060303E1,1.388702393E1
1.811004185E2,4.544219971E1,-1.027984619E1,1.243896484E1
1.811204380E2,4.689636230E1,-9.577941895E0,1.314239502E1
1.811408237E2,4.619750977E1,-6.098937988E0,1.309661865E1
1.811604771E2,4.620056152E1,-4.008483887E0,1.235351562E1
1.811804050E2,4.693908691E1,-2.613830566E0,1.304931641E1
1.812003635E2,4.909515381E1,-1.904296875E0,1.232147217E1
1.812203525E2,4.834899902E1,-5.050659180E-1,9.446716309E0
1.812403416E2,4.839172363E1,3.668212891E0,1.082000732E1
1.812603306E2,4.837799072E1,2.975463867E0,1.011505127E1
1.812803196E2,4.767456055E1,5.757141113E0,1.007843018E1
1.813006443E2,5.056915283E1,6.465148926E0,1.077880859E1
1.813204502E2,4.696807861E1,6.446838379E0,1.078338623E1
1.813402866E2,4.489593506E1,1.954650879E0,8.888244629E0
1.813602756E2,4.561614990E1,1.959228516E0,8.886718750E0
1.813802647E2,4.570617676E1,2.088928223E0,1.127471924E1
1.814002537E2,4.652099609E1,2.075195312E-1,1.385498047E1
1.814202732E2,4.797821045E1,2.999877930E0,1.381530762E1
1.814402317E2,4.725036621E1,1.603698730E0,1.383514404E1
1.814605869E2,4.507141113E1,2.029418945E-1,1.314239502E1
1.814804539E2,4.651641846E1,-4.898071289E-1,1.386413574E1
1.815001987E2,4.724121094E1,-1.184082031E0,1.458740234E1
1.815201877E2,4.794006348E1,-3.266906738E0,1.389923096E1
1.815401768E2,4.648742676E1,-3.968811035E0,1.319732666E1
1.815601658E2,4.505920410E1,-6.072998047E0,1.537017822E1
1.815801548E2,4.508209229E1,-6.776428223E0,1.752166748E1
1.816001438E2,4.432678223E1,-1.095581055E1,1.686401367E1
1.816201328E2,4.505615234E1,-1.095428467E1,1.757812500E1
1.816403965E2,4.362487793E1,-1.235961914E1,1.902770996E1
1.816601108E2,4.719696045E1,-1.330718994E1,1.498260498E1
1.816801304E2,4.432373047E1,-1.332397461E1,1.570129395E1
1.817001194E2,4.504089355E1,-1.541290283E1,1.644287109E1
1.817200779E2,4.280090332E1,-7.659912109E0,1.374969482E1
1.817400669E2,4.277954102E1,-1.114196777E1,1.379699707E1
1.817600559E2,4.207611084E1,-1.114959717E1,1.522521973E1
1.817800449E2,4.063568115E1,-1.115722656E1,1.522827148E1
1.818004001E2,3.992462158E1,-1.395416260E1,1.740875244E1
1.818200535E2,4.062347412E1,-1.603698730E1,1.672210693E1
1.818400120E2,3.773803711E1,-1.674804688E1,1.673431396E1
1.818600010E2,3.775024414E1,-1.605529785E1,1.743927002E1
1.818799900E2,3.700103760E1,-1.814270020E1,1.604003906E1
1.818999790E2,3.626708984E1,-2.023620605E1,1.606903076E1
1.819199680E2,3.698730469E1,-2.023162842E1,1.606750488E1
1.819399570E2,3.770751953E1,-2.022857666E1,1.606750488E1
1.819603428E2,3.697967529E1,-2.023010254E1,1.535339355E1
1.819800571E2,3.809356689E1,-1.526336670E1,1.920471191E1
1.819999546E2,3.878021240E1,-1.524963379E1,1.634674072E1
1.820199436E2,3.949127197E1,-1.524353027E1,1.563110352E1
1.820399021E2,3.952941895E1,-1.316223145E1,1.774597168E1
1.820598911E2,4.228973389E1,-1.488647461E1,1.555633545E1
1.820798801E2,4.300994873E1,-1.488342285E1,1.555633545E1
1.820998691E2,4.591217041E1,-1.138610840E1,1.550598145E1
1.821201938E2,4.374694824E1,-1.069793701E1,1.478424072E1
1.821400303E2,4.662780762E1,-7.893371582E0,1.331481934E1
1.821598362E2,4.589843750E1,-7.894897461E0,1.260070801E1
1.821798252E2,4.808959961E1,-5.798339844E0,1.399841309E1
1.821998142E2,4.808044434E1,-4.400634766E0,1.255187988E1
1.822198032E2,4.882965088E1,-9.170532227E-1,1.321868896E1
1.822397922E2,5.027923584E1,4.821777344E-1,1.319732666E1
1.822598118E2,4.883422852E1,-2.212524414E-1,1.320953369E1
1.822801365E2,5.028381348E1,1.179504395E0,1.318817139E1
1.823000034E2,4.573059082E1,-6.307983398E0,1.098480225E1
1.823197483E2,4.573974609E1,-4.914855957E0,1.096649170E1
1.823397678E2,4.577789307E1,-2.832031250E0,1.308135986E1
1.823597263E2,4.719696045E1,-2.120971680E0,1.092681885E1
1.823797153E2,4.577789307E1,-2.832031250E0,1.308135986E1
1.823997043E2,4.434967041E1,-8.010864258E0,1.262969971E1
1.824196934E2,4.580688477E1,-3.822326660E0,1.185607910E1
1.824396824E2,4.438323975E1,-2.439880371E0,1.255493164E1
1.824599460E2,4.366760254E1,-3.141784668E0,1.327819824E1
1.824796604E2,4.437866211E1,-3.135681152E0,1.256408691E1
1.824996799E2,4.441375732E1,-1.750183105E0,1.468811035E1
1.825196384E2,4.293823242E1,-3.143310547E0,1.256561279E1
1.825396274E2,4.509887695E1,-3.132629395E0,1.256256104E1
1.825596470E2,4.437866211E1,-4.531860352E0,1.329650879E1
1.825796055E2,4.291687012E1,-3.836059570E0,1.114654541E1
1.825995945E2,4.440002441E1,-3.840637207E0,1.471557617E1
1.826199497E2,4.604187012E1,6.927490234E-1,1.535491943E1
1.826396641E2,4.675292969E1,-6.973266602E-1,1.537322998E1
1.826595920E2,4.601135254E1,-4.182434082E0,1.542053223E1
1.826796421E2,4.455718994E1,-4.884338379E0,1.471710205E1
1.826995701E2,4.457092285E1,-6.980895996E0,1.688842773E1
1.827195286E2,4.371337891E1,-9.249877930E0,1.291198730E1
1.827395176E2,4.311523438E1,-1.060333252E1,1.731109619E1
1.827595066E2,4.383087158E1,-1.269073486E1,1.805267334E1
1.827799229E2,4.167480469E1,-1.200561523E1,1.804656982E1
1.827996067E2,4.308929443E1,-1.478118896E1,1.736755371E1
1.828194736E2,4.237365723E1,-1.548461914E1,1.809234619E1
1.828395237E2,4.018707275E1,-1.827850342E1,1.741790771E1
1.828594822E2,4.091644287E1,-1.967315674E1,1.886444092E1
1.828794407E2,3.731536865E1,-2.108612061E1,1.960296631E1
1.828994297E2,3.805236816E1,-2.248229980E1,2.176361084E1
1.829194187E2,3.803558350E1,-2.247772217E1,2.033386230E1
1.829397434E2,3.510589600E1,-2.487487793E1,1.799011230E1
1.829596104E2,3.725433350E1,-2.555694580E1,1.728210449E1
1.829794163E2,3.652191162E1,-2.625579834E1,1.657867432E1
1.829993748E2,3.508453369E1,-2.417144775E1,1.583709717E1
1.830193943E2,3.583526611E1,-2.347717285E1,1.797027588E1
1.830393833E2,3.583984375E1,-2.138671875E1,1.722717285E1
1.830593418E2,3.838806152E1,-1.965942383E1,1.639709473E1
1.830793308E2,3.907775879E1,-1.894836426E1,1.352996826E1
1.830996860E2,4.051818848E1,-1.894226074E1,1.352691650E1
1.831195835E2,4.266052246E1,-1.613464355E1,1.062927246E1
1.831392979E2,4.197998047E1,-1.545257568E1,1.347961426E1
1.831593479E2,4.412689209E1,-1.334381104E1,1.130523682E1
1.831792759E2,4.485931396E1,-1.125183105E1,1.127624512E1
1.831992649E2,4.558410645E1,-1.194610596E1,1.199951172E1
1.832192539E2,4.776153564E1,-7.754516602E0,1.122589111E1
1.832392429E2,4.632568359E1,-5.670166016E0,1.048583984E1
1.832592319E2,5.036468506E1,-3.205871582E0,1.018676758E1
1.832794956E2,5.035552979E1,-4.135131836E-1,8.006286621E0
1.832992405E2,5.037231445E1,9.780883789E-1,8.702087402E0
1.833192295E2,4.961700439E1,-4.119873047E-1,6.579589844E0
1.833391880E2,5.109252930E1,2.375793457E0,7.968139648E0
1.833591770E2,5.107421875E1,3.776550293E0,5.807495117E0
1.833791660E2,5.251922607E1,4.479980469E0,5.795288086E0
1.833991550E2,4.546203613E1,-4.420471191E0,1.028900146E1
1.834191746E2,4.689941406E1,-5.108642578E0,1.029663086E1
1.834395298E2,4.689025879E1,-2.316284180E0,8.116149902E0
1.834592136E2,4.475097656E1,-1.635742188E0,9.538269043E0
1.834791416E2,4.690704346E1,-9.262084961E-1,8.811950684E0
1.834991001E2,4.475555420E1,-9.384155273E-1,9.529113770E0
1.835190891E2,4.620056152E1,-2.349853516E-1,9.518432617E0
1.835390781E2,4.692382812E1,-9.307861328E-1,1.024017334E1
1.835590671E2,4.477691650E1,-1.643371582E0,1.168212891E1
1.835790562E2,4.430694580E1,-1.928710938E0,8.435058594E0
1.835993809E2,4.360961914E1,-1.240539551E0,9.855651855E0
1.836191868E2,4.432983398E1,-2.632141113E0,1.058807373E1
1.836390537E2,4.358367920E1,-4.025268555E0,9.179687500E0
1.836590427E2,4.431152344E1,-4.023742676E0,9.892272949E0
1.836790012E2,4.432525635E1,-6.120300293E0,1.206359863E1
1.836990208E2,4.358825684E1,-7.513427734E0,1.136932373E1
1.837189792E2,4.356689453E1,-1.239166260E1,1.214904785E1
1.837389683E2,4.327239990E1,-1.000518799E1,1.318206787E1
1.837592930E2,4.400634766E1,-1.209716797E1,1.535186768E1
1.837791294E2,4.253082275E1,-1.488494873E1,1.396331787E1
1.837989353E2,4.182891846E1,-1.489410400E1,1.539306641E1
1.838189243E2,4.182891846E1,-1.628875732E1,1.612548828E1
1.838389133E2,3.965454102E1,-1.978454590E1,1.688995361E1
1.838589329E2,4.035797119E1,-2.256774902E1,1.692657471E1
1.838788914E2,3.821868896E1,-2.049102783E1,1.761474609E1
1.838988804E2,3.980102539E1,-1.613616943E1,1.625823975E1
1.839192661E2,3.981018066E1,-1.753387451E1,1.770477295E1
1.839391331E2,3.980712891E1,-1.962585449E1,1.844787598E1
1.839588779E2,3.692169189E1,-2.312774658E1,1.992645264E1
1.839788669E2,3.835296631E1,-2.451324463E1,1.994323730E1
1.839988560E2,3.689575195E1,-2.451477051E1,1.851654053E1
1.840188145E2,3.616638184E1,-2.451629639E1,1.780395508E1
1.840388035E2,3.614501953E1,-2.660369873E1,1.711730957E1
1.840587925E2,3.630218506E1,-1.737518311E1,1.456604004E1
1.840787815E2,3.775177002E1,-1.737060547E1,1.527862549E1
1.840991062E2,3.844604492E1,-1.735992432E1,1.313476562E1
1.841187595E2,3.698425293E1,-1.666412354E1,1.098480225E1
1.841387485E2,3.914489746E1,-1.525726318E1,1.024932861E1
1.841587376E2,4.132232666E1,-1.525115967E1,1.167449951E1
1.841787266E2,4.131774902E1,-1.455230713E1,1.095123291E1
1.841987156E2,4.349212646E1,-1.245117188E1,1.092071533E1
1.842187046E2,4.508209229E1,-1.313934326E1,1.045532227E1
1.842386936E2,4.653015137E1,-1.174011230E1,1.043548584E1
1.842590793E2,4.798889160E1,-8.946228027E0,1.039581299E1
1.842787937E2,4.942016602E1,-7.540893555E0,8.946228027E0
1.842986606E2,5.087280273E1,-6.840515137E0,9.649658203E0
1.843186497E2,5.018310547E1,-1.968383789E0,9.585571289E0
1.843386387E2,5.088195801E1,-4.052734375E0,8.897399902E0
1.843586277E2,5.161895752E1,-1.261901855E0,8.859252930E0
1.843786167E2,5.016479492E1,-5.691528320E-1,7.423400879E0
1.843986057E2,5.051422119E1,-1.805114746E0,1.018218994E1
1.844189304E2,4.979400635E1,-4.135131836E-1,9.449768066E0
1.844387668E2,4.908142090E1,9.765625000E-1,9.431457520E0
1.844586033E2,4.912109375E1,4.454040527E0,1.081390381E1
1.844785618E2,5.055236816E1,4.463195801E0,1.009826660E1
1.844985508E2,4.912872314E1,4.450988770E0,1.152801514E1
1.845185703E2,5.056915283E1,5.853271484E0,1.079406738E1
1.845385288E2,4.698486328E1,-2.009582520E0,8.158874512E0
1.845585483E2,4.701995850E1,-6.240844727E-1,1.028289795E1
1.845788730E2,4.703674316E1,-2.024841309E0,1.244506836E1
1.845987095E2,4.630279541E1,6.866455078E-2,1.027526855E1
1.846184849E2,4.629058838E1,-2.020263672E0,1.030273438E1
1.846385349E2,4.628143311E1,-2.018737793E0,9.588623047E0
1.846584629E2,4.627838135E1,-4.110717773E0,1.033172607E1
1.846784519E2,4.701538086E1,-4.110717773E0,1.175842285E1
1.846984409E2,4.554443359E1,-4.808044434E0,9.626770020E0
1.847184299E2,4.558868408E1,-4.820251465E0,1.319885254E1
1.847388157E2,4.508514404E1,-8.773803711E0,1.276550293E1
1.847586826E2,4.510803223E1,-8.082580566E0,1.418457031E1
1.847783970E2,4.653472900E1,-1.156005859E1,1.494293213E1
1.847984165E2,4.579772949E1,-1.295471191E1,1.424865723E1
1.848183750E2,4.504699707E1,-1.643676758E1,1.358184814E1
1.848383945E2,4.433593750E1,-1.783905029E1,1.502990723E1
1.848583530E2,4.245147705E1,-1.966705322E1,1.750946045E1
1.848783420E2,4.244232178E1,-1.966552734E1,1.679534912E1
1.848983311E2,3.884124756E1,-1.968383789E1,1.679992676E1
1.849186863E2,4.025573730E1,-2.245941162E1,1.612091064E1
1.849383396E2,3.885498047E1,-2.178039551E1,1.897125244E1
1.849583286E2,3.740539551E1,-2.597045898E1,2.045745850E1
1.849782871E2,3.809967041E1,-2.595977783E1,1.831359863E1
1.849983066E2,3.667755127E1,-2.736663818E1,2.047729492E1
1.850182651E2,3.593902588E1,-2.736663818E1,1.904907227E1
1.850382542E2,3.665466309E1,-2.805938721E1,1.905822754E1
1.850582432E2,3.737182617E1,-2.735595703E1,1.833343506E1
1.850786289E2,3.942260742E1,-2.306365967E1,1.328887939E1
1.850982822E2,3.867645264E1,-2.445526123E1,1.187896729E1
1.851182102E2,3.798980713E1,-2.307281494E1,1.400451660E1
1.851382603E2,3.870544434E1,-2.237091064E1,1.327972412E1
1.851581882E2,4.083709717E1,-2.304840088E1,1.114349365E1
1.851781772E2,4.236145020E1,-1.913909912E1,1.429595947E1
1.851981663E2,4.378967285E1,-1.842956543E1,1.285552979E1
1.852181553E2,4.380187988E1,-1.634063721E1,1.282806396E1
1.852384800E2,4.449615479E1,-1.493530273E1,9.950256348E0
1.852583164E2,4.452667236E1,-1.285095215E1,1.135101318E1
1.852781223E2,4.738922119E1,-1.004028320E1,8.453369141E0
1.852981113E2,4.740142822E1,-7.951354980E0,8.424377441E0
1.853181003E2,4.813995361E1,-6.556701660E0,9.120178223E0
1.853380894E2,4.815673828E1,-5.166625977E0,9.815979004E0
1.853580784E2,4.959716797E1,-2.368164062E0,8.348083496E0
1.853780674E2,4.960174561E1,-1.672363281E0,8.337402344E0
1.853983921E2,4.868164062E1,1.419067383E-1,1.068572998E1
1.854183201E2,5.010070801E1,2.249145508E0,7.798767090E0
1.854380649E2,4.937591553E1,1.548767090E0,7.809448242E0
1.854580540E2,5.009613037E1,2.946472168E0,7.075500488E0
1.854780430E2,5.083770752E1,3.642272949E0,8.493041992E0
1.854980015E2,4.758300781E1,-3.359985352E0,5.564880371E0
1.855180210E2,4.689636230E1,-1.977539062E0,7.690429688E0
1.855379795E2,4.689331055E1,-2.673339844E0,7.699584961E0
1.855579685E2,4.690093994E1,-1.280212402E0,7.681274414E0
1.855782627E2,4.760437012E1,-2.667236328E0,6.983947754E0
1.855979465E2,4.760894775E1,-3.366088867E0,7.707214355E0
1.856179661E2,4.686737061E1,-4.061889648E0,6.289672852E0
1.856379551E2,4.759216309E1,-3.361511230E0,6.278991699E0
1.856579136E2,4.616394043E1,-5.465698242E0,8.451843262E0
1.856779026E2,4.760437012E1,-5.458068848E0,8.450317383E0
1.856979221E2,4.613800049E1,-6.854248047E0,7.041931152E0
1.857178806E2,4.758300781E1,-8.940124512E0,8.497619629E0
1.857382053E2,4.532928467E1,-1.103210449E1,7.841491699E0
1.857578892E2,4.750366211E1,-1.172180176E1,9.277343750E0
1.857778477E2,4.750366211E1,-1.172180176E1,9.277343750E0
1.857978367E2,4.750366211E1,-1.172180176E1,9.277343750E0
1.858178257E2,4.988250732E1,-1.570129395E0,1.009826660E1
1.858378147E2,4.696807861E1,-8.551025391E0,1.091003418E1
1.858578037E2,4.624786377E1,-9.950256348E0,1.164398193E1
1.858777927E2,4.626007080E1,-9.255981445E0,1.234893799E1
1.858982090E2,4.624786377E1,-1.134643555E1,1.237640381E1
1.859179233E2,4.624786377E1,-1.134643555E1,1.237640381E1
1.859377598E2,4.188842773E1,-1.763610840E1,1.246643066E1
1.859577488E2,4.262542725E1,-1.903228760E1,1.462707520E1
1.859777378E2,4.042968750E1,-2.182464600E1,1.323852539E1
1.859977573E2,4.117279053E1,-2.112884521E1,1.465759277E1
1.860177158E2,3.972320557E1,-2.392425537E1,1.541137695E1
1.860377048E2,3.826141357E1,-2.462310791E1,1.399383545E1
1.860580295E2,3.901214600E1,-2.393035889E1,1.612548828E1
1.860778965E2,3.689117432E1,-2.413940430E1,1.403503418E1
1.860977329E2,3.687744141E1,-2.483367920E1,1.333007812E1
1.861176609E2,3.614349365E1,-2.413635254E1,1.189270020E1
1.861376499E2,4.132537842E1,-1.833801270E1,1.195526123E1
1.861576389E2,4.059753418E1,-1.973571777E1,1.197509766E1
1.861776279E2,4.274902344E1,-1.972198486E1,1.125793457E1
1.861976169E2,4.128723145E1,-1.902618408E1,9.107971191E0
1.862179722E2,4.277038574E1,-1.484375000E1,1.047821045E1
1.862378391E2,4.350280762E1,-1.275177002E1,1.044921875E1
1.862575840E2,4.493103027E1,-1.343841553E1,9.742736816E0
1.862776340E2,4.637451172E1,-1.133880615E1,8.998107910E0
1.862975620E2,4.709472656E1,-9.939575195E0,8.264160156E0
1.863175510E2,4.853515625E1,-8.537292480E0,7.530212402E0
1.863375400E2,4.784088135E1,-5.757141113E0,8.207702637E0
1.863575291E2,5.073547363E1,-3.652954102E0,8.175659180E0
1.863775181E2,4.930725098E1,-1.571655273E0,8.149719238E0
1.863978123E2,4.858703613E1,1.214599609E0,6.684875488E0
1.864175266E2,5.022583008E1,-1.135253906E0,7.841491699E0
1.864375156E2,4.807434082E1,2.456665039E-1,7.826232910E0
1.864574741E2,4.683990479E1,-8.859252930E0,9.184265137E0
1.864774631E2,4.539947510E1,-6.076049805E0,7.720947266E0
1.864974522E2,4.398498535E1,-4.695129395E0,9.132385254E0
1.865174412E2,4.544219971E1,-3.297424316E0,9.826660156E0
1.865374302E2,4.545135498E1,-3.300476074E0,1.054077148E1
1.865578159E2,4.401855469E1,-3.309631348E0,1.125640869E1
1.865774692E2,4.399261475E1,-3.303527832E0,9.114074707E0
1.865974583E2,4.257354736E1,-2.618408203E0,1.053466797E1
1.866174473E2,4.400634766E1,-2.609252930E0,9.819030762E0
1.866373752E2,4.400634766E1,-4.003906250E0,1.055145264E1
1.866573643E2,4.402770996E1,-3.312683105E0,1.197052002E1
1.866773533E2,4.399719238E1,-5.397033691E0,1.056976318E1
1.866973423E2,4.183349609E1,-7.499694824E0,1.131591797E1
1.867176670E2,4.326934814E1,-6.793212891E0,1.058959961E1
1.867374729E2,4.576263428E1,-9.696960449E0,1.206359863E1
1.867573398E2,4.361114502E1,-1.250152588E1,1.424713135E1
1.867772983E2,4.448089600E1,-4.493713379E0,1.060028076E1
1.867973179E2,4.445953369E1,-6.581115723E0,9.913635254E0
1.868172764E2,4.375610352E1,-7.984924316E0,1.207580566E1
1.868372654E2,4.373474121E1,-1.007232666E1,1.138916016E1
1.868572849E2,4.229125977E1,-1.217041016E1,1.213378906E1
1.868775791E2,4.301147461E1,-1.356201172E1,1.286621094E1
1.868974460E2,4.227752686E1,-1.565551758E1,1.289520264E1
1.869172825E2,3.938446045E1,-1.775970459E1,1.292724609E1
1.869378513E2,3.939361572E1,-1.915740967E1,1.437377930E1
1.869571995E2,3.794403076E1,-1.776733398E1,1.292877197E1
1.869771885E2,3.724212646E1,-2.196044922E1,1.655731201E1
1.869971775E2,3.505554199E1,-2.335968018E1,1.515045166E1
1.870171665E2,3.433837891E1,-2.266693115E1,1.514129639E1
1.870375522E2,3.432159424E1,-2.545318604E1,1.517944336E1
1.870574192E2,3.361511230E1,-2.476348877E1,1.588439941E1
