"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.290020319E2,5.233397845E1,4.865457970E0,1.065095215E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.300083724E2,5.233397845E1,4.865457970E0,1.064973145E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.309963213E2,5.233397845E1,4.865457970E0,1.064521484E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.319995324E2,5.233397845E1,4.865457970E0,1.064698486E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.329975791E2,5.233397845E1,4.865457970E0,1.064930420E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.340034714E2,5.233397845E1,4.865457970E0,1.065491943E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.349989021E2,5.233397845E1,4.865457970E0,1.065833740E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.360018979E2,5.233397986E1,4.865461990E0,1.060249023E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.370033167E2,5.233397640E1,4.865464780E0,1.120289307E1,3.499999940E-1,1.488000031E2,3.216000080E0,0.000000000E0
4.380032194E2,5.233397202E1,4.865464960E0,1.149903564E1,4.000000060E-1,1.723999939E2,3.216000080E0,0.000000000E0
4.389987714E2,5.233395575E1,4.865489900E0,1.091389160E1,1.940000057E0,1.341999969E2,3.216000080E0,0.000000000E0
4.400076629E2,5.233393639E1,4.865519410E0,1.079877930E1,1.950000048E0,1.401999969E2,3.216000080E0,0.000000000E0
4.410127160E2,5.233391593E1,4.865542170E0,1.089930420E1,1.950000048E0,1.463000031E2,4.288000107E0,0.000000000E0
4.420233852E2,5.233389758E1,4.865569530E0,1.184302979E1,2.910000086E0,1.375000000E2,4.288000107E0,0.000000000E0
4.430184747E2,5.233387555E1,4.865601330E0,1.178352051E1,3.009999990E0,1.351000061E2,4.288000107E0,0.000000000E0
4.440119225E2,5.233385255E1,4.865638040E0,1.087165527E1,3.140000105E0,1.440000000E2,5.360000134E0,0.000000000E0
4.450165021E2,5.233382765E1,4.865670980E0,1.077052002E1,3.160000086E0,1.443999939E2,5.360000134E0,0.000000000E0
4.460176763E2,5.233380558E1,4.865705680E0,1.118299561E1,3.119999886E0,1.365000000E2,5.360000134E0,0.000000000E0
4.470170992E2,5.233379297E1,4.865746130E0,1.035682373E1,3.079999924E0,1.165999985E2,5.360000134E0,0.000000000E0
4.480171644E2,5.233379462E1,4.865792450E0,1.037885742E1,3.079999924E0,8.980000305E1,5.360000134E0,0.000000000E0
4.490149597E2,5.233380588E1,4.865840080E0,1.030219727E1,3.130000114E0,7.400000000E1,6.432000160E0,0.000000000E0
4.500113879E2,5.233382284E1,4.865891060E0,1.075727539E1,3.279999971E0,7.669999695E1,6.432000160E0,0.000000000E0
4.510265142E2,5.233383499E1,4.865944570E0,1.108344727E1,3.339999914E0,8.050000000E1,6.432000160E0,0.000000000E0
4.520160936E2,5.233384524E1,4.865996340E0,1.058222656E1,3.319999933E0,8.559999847E1,7.504000187E0,0.000000000E0
4.530138973E2,5.233385204E1,4.866049640E0,1.069141846E1,3.369999886E0,9.040000153E1,8.576000214E0,0.000000000E0
4.540135532E2,5.233385601E1,4.866106730E0,1.085377197E1,3.460000038E0,9.030000305E1,9.648000717E0,0.000000000E0
4.550135009E2,5.233386080E1,4.866160570E0,1.079456787E1,3.420000076E0,9.180000305E1,8.576000214E0,0.000000000E0
4.560192810E2,5.233386418E1,4.866214270E0,1.086060791E1,3.420000076E0,9.230000305E1,9.648000717E0,0.000000000E0
4.570213601E2,5.233386807E1,4.866267490E0,1.147321777E1,3.440000057E0,9.100000000E1,1.179199982E1,0.000000000E0
4.580195099E2,5.233386496E1,4.866319780E0,1.158887939E1,3.450000048E0,9.830000305E1,1.072000027E1,0.000000000E0
4.590171810E2,5.233385563E1,4.866369310E0,1.150111084E1,3.410000086E0,1.008000031E2,1.072000027E1,0.000000000E0
4.600088746E2,5.233384839E1,4.866416590E0,1.096735840E1,3.359999895E0,9.790000153E1,1.072000027E1,0.000000000E0
4.610138687E2,5.233384657E1,4.866454670E0,1.094959717E1,2.329999924E0,8.619999695E1,1.072000027E1,0.000000000E0
4.620096225E2,5.233384579E1,4.866490060E0,1.034064941E1,2.309999943E0,7.459999847E1,1.179199982E1,0.000000000E0
4.630217114E2,5.233383387E1,4.866532420E0,9.646374512E0,2.819999933E0,9.250000000E1,1.179199982E1,0.000000000E0
4.640161705E2,5.233381074E1,4.866575110E0,6.873181152E0,3.190000057E0,1.210000000E2,1.179199982E1,0.000000000E0
4.650163107E2,5.233377679E1,4.866612220E0,5.943798828E0,3.069999933E0,1.478000031E2,1.072000027E1,0.000000000E0
4.660134570E2,5.233373413E1,4.866633380E0,4.926831055E0,3.160000086E0,1.623000031E2,1.072000027E1,0.000000000E0
4.670192349E2,5.233369250E1,4.866644080E0,5.013562012E0,3.160000086E0,1.691999969E2,9.648000717E0,0.000000000E0
4.680228485E2,5.233365464E1,4.866649690E0,5.331616211E0,3.150000095E0,1.701999969E2,1.072000027E1,0.000000000E0
4.690140039E2,5.233362147E1,4.866665760E0,5.988842773E0,3.430000067E0,1.551999969E2,9.648000717E0,0.000000000E0
4.700164932E2,5.233359367E1,4.866687390E0,6.907849121E0,3.069999933E0,1.468000031E2,9.648000717E0,0.000000000E0
4.710192311E2,5.233357447E1,4.866724170E0,6.302319336E0,3.829999924E0,1.248000031E2,7.504000187E0,0.000000000E0
4.720200311E2,5.233356270E1,4.866768000E0,7.203686523E0,3.069999933E0,1.158000031E2,7.504000187E0,0.000000000E0
4.730319079E2,5.233355566E1,4.866808790E0,7.393566895E0,3.109999895E0,1.068000031E2,6.432000160E0,0.000000000E0
4.740341200E2,5.233355316E1,4.866852730E0,6.905834961E0,3.119999886E0,9.709999847E1,6.432000160E0,0.000000000E0
4.750300410E2,5.233355019E1,4.866897960E0,6.488232422E0,3.150000095E0,9.980000305E1,6.432000160E0,0.000000000E0
4.760312728E2,5.233354835E1,4.866944380E0,6.283642578E0,3.180000067E0,9.619999695E1,6.432000160E0,0.000000000E0
4.770241320E2,5.233355218E1,4.866991250E0,7.541394043E0,3.140000105E0,7.159999847E1,6.432000160E0,0.000000000E0
4.780260748E2,5.233355797E1,4.867036040E0,7.134838867E0,3.119999886E0,8.230000305E1,6.432000160E0,0.000000000E0
4.790411996E2,5.233356181E1,4.867078790E0,6.625744629E0,3.069999933E0,8.130000305E1,6.432000160E0,0.000000000E0
4.800254741E2,5.233356249E1,4.867110410E0,6.923596191E0,1.679999948E0,8.690000153E1,6.432000160E0,0.000000000E0
4.810270395E2,5.233355951E1,4.867130490E0,7.242932129E0,1.440000057E0,9.440000153E1,7.504000187E0,0.000000000E0
4.820288186E2,5.233355474E1,4.867138810E0,8.067578125E0,4.300000072E-1,1.351000061E2,7.504000187E0,0.000000000E0
4.830313291E2,5.233354682E1,4.867137660E0,7.724987793E0,8.799999952E-1,1.445000000E2,7.504000187E0,0.000000000E0
4.840261074E2,5.233353546E1,4.867135720E0,8.218090820E0,9.599999785E-1,1.903000031E2,7.504000187E0,0.000000000E0
4.850238558E2,5.233351930E1,4.867137000E0,7.966198730E0,1.690000057E0,1.783000031E2,8.576000214E0,0.000000000E0
4.860259046E2,5.233350580E1,4.867153590E0,8.628125000E0,1.649999976E0,1.481999969E2,1.072000027E1,0.000000000E0
4.870413536E2,5.233350166E1,4.867184860E0,1.155433350E1,2.029999971E0,1.259000015E2,9.648000717E0,0.000000000E0
4.880308894E2,5.233350185E1,4.867236660E0,1.291657715E1,3.089999914E0,1.003000031E2,9.648000717E0,0.000000000E0
4.890294430E2,5.233351009E1,4.867295620E0,1.492927246E1,3.019999981E0,8.750000000E1,1.072000027E1,0.000000000E0
4.900344119E2,5.233352253E1,4.867350460E0,1.637763672E1,2.559999943E0,8.359999847E1,1.286400032E1,0.000000000E0
4.910355042E2,5.233354039E1,4.867408100E0,1.794733887E1,3.099999905E0,7.819999695E1,1.286400032E1,0.000000000E0
4.920292689E2,5.233355541E1,4.867474340E0,1.932050781E1,3.109999895E0,8.100000000E1,1.179199982E1,0.000000000E0
4.930339315E2,5.233357034E1,4.867540970E0,1.986628418E1,3.009999990E0,7.430000305E1,1.179199982E1,0.000000000E0
4.940332795E2,5.233358579E1,4.867606400E0,2.074128418E1,3.019999981E0,7.369999695E1,1.072000027E1,0.000000000E0
4.950265128E2,5.233359915E1,4.867669990E0,2.133991699E1,3.019999981E0,7.319999695E1,1.072000027E1,0.000000000E0
4.960405626E2,5.233361008E1,4.867732330E0,2.273963623E1,3.000000000E0,7.840000153E1,1.179199982E1,0.000000000E0
4.970236702E2,5.233361246E1,4.867791760E0,2.328645020E1,2.980000019E0,9.050000000E1,1.179199982E1,0.000000000E0
4.980175637E2,5.233360611E1,4.867846160E0,2.399622803E1,3.009999990E0,1.029000015E2,1.179199982E1,0.000000000E0
4.990186461E2,5.233358962E1,4.867892140E0,2.388020020E1,2.970000029E0,1.216999969E2,1.179199982E1,0.000000000E0
5.000141961E2,5.233357336E1,4.867925630E0,2.387556152E1,2.609999895E0,1.288000031E2,1.179199982E1,0.000000000E0
5.010136253E2,5.233356849E1,4.867956490E0,2.561860352E1,2.359999895E0,1.165000000E2,1.072000027E1,0.000000000E0
5.020159860E2,5.233357237E1,4.867975490E0,2.491065674E1,1.289999962E0,9.419999695E1,8.576000214E0,0.000000000E0
5.030212648E2,5.233357815E1,4.867976720E0,2.434156494E1,2.700000107E-1,7.180000305E1,8.576000214E0,0.000000000E0
5.040132088E2,5.233358585E1,4.867967230E0,2.479072266E1,5.000000000E-1,5.870000076E1,7.504000187E0,0.000000000E0
5.050163217E2,5.233359429E1,4.867945490E0,2.457661133E1,1.269999981E0,3.037000122E2,6.432000160E0,0.000000000E0
5.060101407E2,5.233360061E1,4.867918410E0,2.631556396E1,3.799999952E-1,2.797999878E2,6.432000160E0,0.000000000E0
5.070166729E2,5.233360452E1,4.867888360E0,2.662513428E1,1.500000000E0,2.763999939E2,6.432000160E0,0.000000000E0
5.080185697E2,5.233361060E1,4.867857570E0,2.696479492E1,1.620000005E0,2.792000122E2,1.072000027E1,0.000000000E0
5.090104812E2,5.233361549E1,4.867809470E0,2.694001465E1,2.910000086E0,2.728999939E2,1.072000027E1,0.000000000E0
5.100178750E2,5.233361837E1,4.867756670E0,2.708936768E1,2.920000076E0,2.712999878E2,1.072000027E1,0.000000000E0
5.110110336E2,5.233361798E1,4.867707250E0,2.691468506E1,2.970000029E0,2.677000122E2,1.072000027E1,0.000000000E0
5.120141529E2,5.233361005E1,4.867650170E0,2.661500244E1,3.009999990E0,2.610000000E2,1.179199982E1,0.000000000E0
5.130148763E2,5.233360121E1,4.867612100E0,2.586683350E1,5.199999809E-1,2.738999939E2,1.179199982E1,0.000000000E0
5.140102421E2,5.233359355E1,4.867588430E0,2.525892334E1,6.700000167E-1,2.853999939E2,1.179199982E1,0.000000000E0
5.150127629E2,5.233358396E1,4.867563020E0,2.388050537E1,1.049999952E0,2.670000000E2,1.286400032E1,0.000000000E0
5.160117221E2,5.233357696E1,4.867519720E0,2.371998291E1,2.920000076E0,2.706000061E2,1.286400032E1,0.000000000E0
5.170244071E2,5.233356550E1,4.867465320E0,2.298109131E1,2.890000105E0,2.616000061E2,1.286400032E1,0.000000000E0
5.180155723E2,5.233355490E1,4.867409990E0,2.351533203E1,2.869999886E0,2.618999939E2,1.286400032E1,0.000000000E0
5.190114813E2,5.233354219E1,4.867351850E0,2.249897461E1,2.960000038E0,2.560000000E2,1.286400032E1,0.000000000E0
5.200183476E2,5.233353332E1,4.867287620E0,2.430170898E1,3.069999933E0,2.536999969E2,1.286400032E1,0.000000000E0
5.210129601E2,5.233353602E1,4.867207620E0,1.871955566E1,3.220000029E0,2.606000061E2,1.179199982E1,0.000000000E0
5.220090244E2,5.233354222E1,4.867128920E0,1.838532715E1,3.309999943E0,2.780000000E2,1.179199982E1,0.000000000E0
5.230186384E2,5.233355251E1,4.867045790E0,1.781165771E1,3.460000038E0,2.750000000E2,1.179199982E1,0.000000000E0
5.240174508E2,5.233356773E1,4.866964780E0,1.667451172E1,3.420000076E0,2.801000061E2,1.179199982E1,0.000000000E0
5.250147242E2,5.233358219E1,4.866887600E0,1.610761719E1,3.470000029E0,2.796000061E2,1.179199982E1,0.000000000E0
5.260150168E2,5.233359418E1,4.866812200E0,1.474586182E1,3.549999952E0,2.747999878E2,1.179199982E1,0.000000000E0
5.270235071E2,5.233360455E1,4.866731700E0,1.475819092E1,3.809999943E0,2.751000061E2,1.179199982E1,0.000000000E0
5.280233452E2,5.233361098E1,4.866647740E0,1.240021973E1,3.920000076E0,2.685000000E2,1.179199982E1,0.000000000E0
5.290349501E2,5.233361292E1,4.866572370E0,1.189979248E1,3.650000095E0,2.663999939E2,1.179199982E1,0.000000000E0
5.300474681E2,5.233361227E1,4.866498990E0,1.080738525E1,3.750000000E0,2.733999939E2,1.179199982E1,0.000000000E0
5.310201539E2,5.233361136E1,4.866427870E0,9.737622070E0,3.789999962E0,2.705000000E2,1.179199982E1,0.000000000E0
5.320095846E2,5.233360991E1,4.866361730E0,9.727185059E0,3.750000000E0,2.715000000E2,1.286400032E1,0.000000000E0
5.330118033E2,5.233360662E1,4.866296760E0,9.314526367E0,3.769999981E0,2.677999878E2,1.286400032E1,0.000000000E0
5.340133368E2,5.233360199E1,4.866233000E0,9.534863281E0,3.759999990E0,2.642999878E2,1.286400032E1,0.000000000E0
5.350172894E2,5.233359654E1,4.866172430E0,9.662060547E0,3.670000076E0,2.627999878E2,1.179199982E1,0.000000000E0
5.360258479E2,5.233358492E1,4.866112320E0,8.725781250E0,3.700000048E0,2.566000061E2,1.179199982E1,0.000000000E0
5.370140992E2,5.233357543E1,4.866047660E0,8.429272461E0,4.079999924E0,2.605000000E2,1.179199982E1,0.000000000E0
5.380124887E2,5.233356871E1,4.865986750E0,7.589672852E0,3.670000076E0,2.607999878E2,1.179199982E1,0.000000000E0
5.390132750E2,5.233356985E1,4.865931010E0,7.269421387E0,3.609999895E0,2.757000122E2,1.179199982E1,0.000000000E0
5.400115602E2,5.233358507E1,4.865883120E0,6.655407715E0,3.539999962E0,3.173999939E2,1.179199982E1,0.000000000E0
5.410097678E2,5.233360748E1,4.865845390E0,6.446789551E0,3.549999952E0,3.092999878E2,1.179199982E1,0.000000000E0
5.420139854E2,5.233363329E1,4.865806800E0,6.413952637E0,3.609999895E0,3.121000061E2,1.179199982E1,0.000000000E0
5.430178603E2,5.233366181E1,4.865772780E0,6.567822266E0,3.609999895E0,3.123999939E2,1.179199982E1,0.000000000E0
5.440107107E2,5.233369123E1,4.865741870E0,6.365673828E0,3.609999895E0,3.222000122E2,1.072000027E1,0.000000000E0
5.450139357E2,5.233372226E1,4.865716050E0,5.994885254E0,3.549999952E0,3.197999878E2,1.179199982E1,0.000000000E0
5.460203195E2,5.233375639E1,4.865700620E0,6.850903320E0,3.519999981E0,3.293999939E2,1.072000027E1,0.000000000E0
5.470191401E2,5.233378689E1,4.865676600E0,7.872021484E0,3.500000000E0,3.027000122E2,1.072000027E1,0.000000000E0
5.480178860E2,5.233381552E1,4.865652840E0,7.993969727E0,3.509999990E0,3.281000061E2,1.072000027E1,0.000000000E0
5.490161760E2,5.233384410E1,4.865623640E0,7.599377441E0,3.509999990E0,3.167999878E2,1.072000027E1,0.000000000E0
5.500165245E2,5.233387318E1,4.865591780E0,7.754467773E0,3.599999905E0,3.225000000E2,1.072000027E1,0.000000000E0
5.510138516E2,5.233390099E1,4.865559090E0,7.376477051E0,3.599999905E0,3.106000061E2,1.072000027E1,0.000000000E0
5.520164836E2,5.233392553E1,4.865524370E0,7.143627930E0,3.589999914E0,3.185000000E2,1.072000027E1,0.000000000E0
5.530227880E2,5.233395293E1,4.865490460E0,6.510144043E0,3.650000095E0,3.176000061E2,1.072000027E1,0.000000000E0
5.540097725E2,5.233398048E1,4.865454090E0,5.766918945E0,3.619999886E0,3.095000000E2,1.072000027E1,0.000000000E0
5.550096132E2,5.233399651E1,4.865428660E0,5.074536133E0,1.620000005E0,3.146000061E2,1.072000027E1,0.000000000E0
5.560187027E2,5.233400175E1,4.865417230E0,4.476940918E0,6.399999857E-1,2.873999939E2,6.432000160E0,0.000000000E0
5.570205115E2,5.233400348E1,4.865413490E0,5.199902344E0,2.899999917E-1,1.589999962E1,6.432000160E0,0.000000000E0
5.580117940E2,5.233400277E1,4.865414830E0,4.182812500E0,1.800000072E-1,1.583000031E2,6.432000160E0,0.000000000E0
5.590159826E2,5.233400058E1,4.865419610E0,4.284985352E0,0.000000000E0,0.000000000E0,6.432000160E0,0.000000000E0
5.600141409E2,5.233399405E1,4.865432650E0,4.267102051E0,0.000000000E0,0.000000000E0,6.432000160E0,0.000000000E0
5.610146891E2,5.233399034E1,4.865437680E0,4.230175781E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
5.620212658E2,5.233398871E1,4.865438870E0,3.748181152E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
5.630234404E2,5.233398772E1,4.865438780E0,3.612133789E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
5.640211535E2,5.233398529E1,4.865438700E0,3.535229492E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
5.650178019E2,5.233398236E1,4.865438780E0,3.597485352E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
5.660140429E2,5.233397996E1,4.865437800E0,3.821789551E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.670229837E2,5.233397861E1,4.865438040E0,3.444897461E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.680208584E2,5.233397490E1,4.865438630E0,2.533093262E0,5.199999809E-1,1.851999969E2,5.360000134E0,0.000000000E0
5.690403273E2,5.233397027E1,4.865439150E0,1.824230957E0,3.499999940E-1,1.956000061E2,5.360000134E0,0.000000000E0
5.700232137E2,5.233396728E1,4.865445240E0,8.846557617E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.710212947E2,5.233396555E1,4.865448430E0,7.581909180E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.720152808E2,5.233396378E1,4.865451920E0,-8.854980469E-2,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.730227078E2,5.233396294E1,4.865453740E0,-1.019580078E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.740191620E2,5.233396260E1,4.865454790E0,-7.777587891E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.750228578E2,5.233396171E1,4.865458400E0,-9.141113281E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.760224147E2,5.233396114E1,4.865461090E0,-1.148913574E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.770240236E2,5.233396141E1,4.865463390E0,-1.037219238E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.780179789E2,5.233396136E1,4.865464570E0,-1.075854492E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.790145656E2,5.233396073E1,4.865465370E0,-6.015502930E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.800076968E2,5.233395991E1,4.865466120E0,-5.037719727E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
5.810089313E2,5.233395685E1,4.865467300E0,-8.459960938E-1,3.899999857E-1,1.491000061E2,3.216000080E0,0.000000000E0
5.820113289E2,5.233395407E1,4.865472750E0,-1.010913086E0,5.099999905E-1,8.019999695E1,4.288000107E0,0.000000000E0
5.830084080E2,5.233395209E1,4.865476450E0,-4.197875977E-1,2.099999934E-1,2.720000000E2,4.288000107E0,0.000000000E0
5.840191134E2,5.233395118E1,4.865472900E0,2.325561523E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.850205444E2,5.233395011E1,4.865470370E0,3.745849609E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.860260492E2,5.233394908E1,4.865468570E0,5.127075195E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.870231633E2,5.233395008E1,4.865469020E0,6.474731445E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.880147985E2,5.233395124E1,4.865468660E0,5.707519531E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.890185045E2,5.233395367E1,4.865470510E0,6.225097656E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.900293648E2,5.233395618E1,4.865472910E0,5.806396484E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.910207027E2,5.233395869E1,4.865476080E0,6.758544922E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.920201173E2,5.233396098E1,4.865481610E0,7.605712891E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.930217463E2,5.233396138E1,4.865485480E0,1.041577148E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.940172101E2,5.233396209E1,4.865487310E0,1.026196289E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.950214860E2,5.233396442E1,4.865484650E0,1.193371582E0,6.100000143E-1,3.133999939E2,3.216000080E0,0.000000000E0
5.960338388E2,5.233397132E1,4.865480580E0,7.265747070E-1,8.299999833E-1,5.699999809E0,3.216000080E0,0.000000000E0
5.970201200E2,5.233397737E1,4.865478880E0,8.146484375E-1,6.499999762E-1,3.409999847E1,4.288000107E0,0.000000000E0
5.980155310E2,5.233397903E1,4.865478030E0,9.951904297E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
5.990174126E2,5.233397504E1,4.865470570E0,1.377392578E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
6.000189867E2,5.233397331E1,4.865465790E0,1.098278809E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
6.010076299E2,5.233397272E1,4.865460770E0,9.244506836E-1,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
6.020124314E2,5.233397253E1,4.865454200E0,9.665039062E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.030114545E2,5.233397207E1,4.865449540E0,5.413940430E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.040232411E2,5.233397189E1,4.865446800E0,1.723754883E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.050180711E2,5.233397226E1,4.865445500E0,8.039550781E-2,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.060202198E2,5.233397241E1,4.865444930E0,-2.035400391E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.070263353E2,5.233397252E1,4.865445420E0,-3.806030273E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.080228173E2,5.233397275E1,4.865446440E0,-2.938110352E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.090176310E2,5.233397324E1,4.865447360E0,-4.543334961E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.100232337E2,5.233397376E1,4.865448230E0,-3.557617188E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.110181548E2,5.233397442E1,4.865448900E0,-2.323486328E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.120223182E2,5.233397490E1,4.865449270E0,-1.772338867E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.130256959E2,5.233397531E1,4.865449660E0,-1.658813477E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.140128445E2,5.233397523E1,4.865449730E0,-1.244995117E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.150153195E2,5.233397558E1,4.865449720E0,-2.371093750E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.160184827E2,5.233397598E1,4.865449830E0,-2.662231445E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.170208717E2,5.233397643E1,4.865450010E0,-2.999755859E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.180174588E2,5.233397679E1,4.865450210E0,-3.074829102E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.190145501E2,5.233397709E1,4.865450410E0,-2.958251953E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.199988538E2,5.233397719E1,4.865450450E0,-2.869750977E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.209996196E2,5.233397719E1,4.865450410E0,-2.778198242E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.219987287E2,5.233397752E1,4.865451050E0,-2.606079102E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.230037339E2,5.233397760E1,4.865451160E0,-2.581054688E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.239990221E2,5.233397762E1,4.865451170E0,-2.564575195E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.250034772E2,5.233397764E1,4.865451140E0,-2.528564453E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.259967467E2,5.233397764E1,4.865451100E0,-2.502929688E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.269991409E2,5.233397762E1,4.865451080E0,-2.440063477E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.279984121E2,5.233397755E1,4.865451040E0,-2.277099609E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.289989296E2,5.233397754E1,4.865451000E0,-2.288085938E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.300054240E2,5.233397752E1,4.865450970E0,-2.296630859E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.310070904E2,5.233397753E1,4.865450960E0,-2.315551758E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.320108352E2,5.233397753E1,4.865450960E0,-2.307617188E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.330076391E2,5.233397752E1,4.865450960E0,-2.275268555E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.340024852E2,5.233397750E1,4.865450940E0,-2.252685547E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.350146550E2,5.233397746E1,4.865450920E0,-2.172729492E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.360029916E2,5.233397743E1,4.865450900E0,-2.158081055E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.370068829E2,5.233397740E1,4.865450860E0,-2.169067383E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.380043179E2,5.233397739E1,4.865450830E0,-2.149536133E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.390020898E2,5.233397739E1,4.865450810E0,-2.139770508E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.399983965E2,5.233397740E1,4.865450780E0,-2.122680664E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.410200337E2,5.233397740E1,4.865450760E0,-2.117187500E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.420007053E2,5.233397741E1,4.865450730E0,-2.109252930E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.429957402E2,5.233397742E1,4.865450700E0,-2.136108398E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
