"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.120231682E2,5.233383931E1,4.868475520E0,7.233593750E0,4.159999847E0,3.240000000E2,1.286400032E1,0.000000000E0
2.130160421E2,5.233384423E1,4.868398570E0,7.520275879E0,3.809999943E0,2.952000122E2,1.286400032E1,0.000000000E0
2.140212052E2,5.233383335E1,4.868310140E0,7.110119629E0,3.339999914E0,2.737000122E2,1.286400032E1,0.000000000E0
2.150240815E2,5.233381934E1,4.868229860E0,7.664196777E0,3.170000076E0,2.738999939E2,1.286400032E1,0.000000000E0
2.160239937E2,5.233380041E1,4.868154900E0,7.481213379E0,2.940000057E0,2.622999878E2,1.393600082E1,0.000000000E0
2.170257404E2,5.233377575E1,4.868084750E0,7.351635742E0,3.000000000E0,2.465000000E2,1.500800037E1,0.000000000E0
2.180233530E2,5.233375138E1,4.868007970E0,7.704907227E0,2.920000076E0,2.390000000E2,1.500800037E1,0.000000000E0
2.190260002E2,5.233373164E1,4.867925620E0,8.270581055E0,2.839999914E0,2.518000031E2,1.393600082E1,0.000000000E0
2.200245719E2,5.233371818E1,4.867842650E0,8.286999512E0,2.910000086E0,2.655000000E2,1.286400032E1,0.000000000E0
2.210225860E2,5.233371330E1,4.867766010E0,8.953076172E0,2.930000067E0,2.780000000E2,1.286400032E1,0.000000000E0
2.220270368E2,5.233371072E1,4.867694260E0,9.124340820E0,2.890000105E0,2.782000122E2,1.286400032E1,0.000000000E0
2.230098737E2,5.233370607E1,4.867622700E0,9.629467773E0,2.779999971E0,2.773999939E2,1.286400032E1,0.000000000E0
2.240117395E2,5.233369900E1,4.867558810E0,9.609448242E0,2.490000010E0,2.721000061E2,1.393600082E1,0.000000000E0
2.250091855E2,5.233369514E1,4.867496710E0,8.992016602E0,2.380000114E0,2.813999939E2,1.393600082E1,0.000000000E0
2.260166155E2,5.233369139E1,4.867438400E0,8.162304687E0,2.400000095E0,2.862999878E2,1.393600082E1,0.000000000E0
2.270244762E2,5.233368489E1,4.867381130E0,7.561291504E0,2.369999886E0,2.720000000E2,1.393600082E1,0.000000000E0
2.280237489E2,5.233367415E1,4.867323290E0,8.510937500E0,2.329999924E0,2.593999939E2,1.286400032E1,0.000000000E0
2.290113374E2,5.233365958E1,4.867266350E0,7.159375000E0,2.220000029E0,2.548999939E2,1.286400032E1,0.000000000E0
2.300089822E2,5.233363686E1,4.867206870E0,5.768383789E0,2.299999952E0,2.111999969E2,8.576000214E0,0.000000000E0
2.310194435E2,5.233360413E1,4.867158880E0,5.615307617E0,2.359999895E0,1.893000031E2,8.576000214E0,0.000000000E0
2.320205250E2,5.233356709E1,4.867126040E0,4.854504395E0,2.400000095E0,1.808000031E2,7.504000187E0,0.000000000E0
2.330244443E2,5.233352881E1,4.867104780E0,4.567578125E0,2.369999886E0,1.726000061E2,8.576000214E0,0.000000000E0
2.340239286E2,5.233349368E1,4.867093560E0,5.948681641E0,2.329999924E0,1.678000031E2,7.504000187E0,0.000000000E0
2.350129858E2,5.233345797E1,4.867085270E0,6.655468750E0,2.339999914E0,1.743000031E2,7.504000187E0,0.000000000E0
2.360155184E2,5.233342016E1,4.867076290E0,6.150097656E0,2.420000076E0,1.883999939E2,7.504000187E0,0.000000000E0
2.370229750E2,5.233338120E1,4.867063130E0,5.810559082E0,2.500000000E0,1.945000000E2,7.504000187E0,0.000000000E0
2.380279066E2,5.233335605E1,4.867051130E0,5.484387207E0,4.799999893E-1,1.733999939E2,7.504000187E0,0.000000000E0
2.390258638E2,5.233334360E1,4.867042540E0,7.052502441E0,4.399999976E-1,1.723999939E2,6.432000160E0,0.000000000E0
2.400284191E2,5.233332768E1,4.867039820E0,7.528027344E0,1.090000033E0,1.618000031E2,5.360000134E0,0.000000000E0
2.410329219E2,5.233331206E1,4.867042170E0,7.575817871E0,5.000000000E-1,1.205000000E2,5.360000134E0,0.000000000E0
2.420181477E2,5.233330209E1,4.867042090E0,7.828747559E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.430215033E2,5.233328923E1,4.867046570E0,8.084423828E0,1.169999957E0,1.450000000E2,5.360000134E0,0.000000000E0
2.440082452E2,5.233327498E1,4.867051170E0,7.548901367E0,6.600000262E-1,1.618999939E2,5.360000134E0,0.000000000E0
2.450084402E2,5.233326121E1,4.867053720E0,7.165417480E0,1.240000010E0,1.670000000E2,5.360000134E0,0.000000000E0
2.460079824E2,5.233324488E1,4.867049610E0,7.420910645E0,1.289999962E0,1.886000061E2,5.360000134E0,0.000000000E0
2.470107737E2,5.233322789E1,4.867042130E0,7.251171875E0,1.360000014E0,1.958999939E2,6.432000160E0,0.000000000E0
2.480121167E2,5.233320895E1,4.867045360E0,8.524792480E0,1.370000005E0,1.878000031E2,6.432000160E0,0.000000000E0
2.490115025E2,5.233319002E1,4.867049180E0,8.921520996E0,1.409999967E0,1.716999969E2,7.504000187E0,0.000000000E0
2.500094917E2,5.233317269E1,4.867053470E0,8.667858887E0,1.409999967E0,1.596999969E2,7.504000187E0,0.000000000E0
2.510106781E2,5.233315693E1,4.867051660E0,8.262097168E0,1.389999986E0,1.788000031E2,8.576000214E0,0.000000000E0
2.520230349E2,5.233314184E1,4.867039200E0,9.030895996E0,1.389999986E0,1.941000061E2,8.576000214E0,0.000000000E0
2.530105877E2,5.233312903E1,4.867019180E0,8.472180176E0,1.379999995E0,2.126000061E2,9.648000717E0,0.000000000E0
2.540116588E2,5.233311999E1,4.866985800E0,7.946179199E0,1.370000005E0,2.248000031E2,9.648000717E0,0.000000000E0
2.550117420E2,5.233311388E1,4.866944280E0,6.825390625E0,1.389999986E0,2.393000031E2,8.576000214E0,0.000000000E0
2.560071033E2,5.233311222E1,4.866895340E0,6.836621094E0,1.340000033E0,2.535000000E2,8.576000214E0,0.000000000E0
2.570085810E2,5.233311323E1,4.866846330E0,5.917187500E0,1.320000052E0,2.601000061E2,7.504000187E0,0.000000000E0
2.580056786E2,5.233311572E1,4.866800580E0,6.024121094E0,1.000000000E0,2.735000000E2,7.504000187E0,0.000000000E0
2.590160779E2,5.233311820E1,4.866753740E0,1.901928711E0,1.029999971E0,2.727999878E2,7.504000187E0,0.000000000E0
2.600209443E2,5.233312095E1,4.866708360E0,2.588391113E0,1.049999952E0,2.738999939E2,7.504000187E0,0.000000000E0
2.610084386E2,5.233312358E1,4.866665760E0,2.949414062E0,1.080000043E0,2.742999878E2,6.432000160E0,0.000000000E0
2.620164671E2,5.233312638E1,4.866626430E0,3.861096191E0,1.110000014E0,2.765000000E2,6.432000160E0,0.000000000E0
2.630117495E2,5.233313053E1,4.866585840E0,5.839306641E0,1.129999995E0,2.790000000E2,6.432000160E0,0.000000000E0
2.640108367E2,5.233313609E1,4.866555560E0,6.111950684E0,2.099999934E-1,5.390000153E1,6.432000160E0,0.000000000E0
2.650100841E2,5.233314274E1,4.866532450E0,6.448742676E0,1.700000018E-1,2.316999969E2,6.432000160E0,0.000000000E0
2.660120821E2,5.233314809E1,4.866516140E0,7.027661133E0,3.000000119E-1,1.896999969E2,6.432000160E0,0.000000000E0
2.670137216E2,5.233314990E1,4.866501120E0,7.472668457E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.680093915E2,5.233315257E1,4.866487290E0,7.624951172E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.690038831E2,5.233315344E1,4.866475200E0,7.664135742E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.700129761E2,5.233315423E1,4.866466130E0,8.427868652E0,2.300000042E-1,1.336999969E2,5.360000134E0,0.000000000E0
2.710050590E2,5.233315498E1,4.866457700E0,9.718457031E0,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.720089457E2,5.233315826E1,4.866449010E0,1.135633545E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.730103049E2,5.233316110E1,4.866442100E0,1.154737549E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
2.740122344E2,5.233316349E1,4.866446160E0,1.282331543E1,1.110000014E0,8.890000153E1,5.360000134E0,0.000000000E0
2.750121133E2,5.233315853E1,4.866451390E0,1.306129150E1,1.090000033E0,1.453999939E2,5.360000134E0,0.000000000E0
2.760075286E2,5.233314906E1,4.866449270E0,1.325336914E1,1.100000024E0,1.675000000E2,5.360000134E0,0.000000000E0
2.770126192E2,5.233314008E1,4.866437940E0,1.301191406E1,1.110000014E0,2.063999939E2,6.432000160E0,0.000000000E0
2.780148932E2,5.233313488E1,4.866418430E0,1.391798096E1,1.100000024E0,2.231999969E2,5.360000134E0,0.000000000E0
2.790131650E2,5.233313268E1,4.866399250E0,1.415424805E1,1.110000014E0,2.345000000E2,5.360000134E0,0.000000000E0
2.800242304E2,5.233313373E1,4.866378850E0,1.556153564E1,1.110000014E0,2.476000061E2,5.360000134E0,0.000000000E0
2.810031414E2,5.233313591E1,4.866356230E0,1.616572266E1,1.120000005E0,2.602000122E2,5.360000134E0,0.000000000E0
2.820054287E2,5.233314160E1,4.866334190E0,1.610792236E1,1.190000057E0,2.822000122E2,5.360000134E0,0.000000000E0
2.830161216E2,5.233314955E1,4.866311850E0,1.713233643E1,1.120000005E0,2.843999939E2,5.360000134E0,0.000000000E0
2.840080370E2,5.233315760E1,4.866290220E0,1.783759766E1,1.190000057E0,2.830000000E2,6.432000160E0,0.000000000E0
2.850127798E2,5.233316524E1,4.866267230E0,1.800220947E1,1.259999990E0,2.820000000E2,7.504000187E0,0.000000000E0
2.860194174E2,5.233317123E1,4.866250160E0,1.920972900E1,6.600000262E-1,2.803999939E2,6.432000160E0,0.000000000E0
2.870158702E2,5.233317473E1,4.866235240E0,1.989375000E1,8.299999833E-1,2.672000122E2,7.504000187E0,0.000000000E0
2.880182146E2,5.233317321E1,4.866219490E0,2.030561523E1,8.100000024E-1,2.421000061E2,7.504000187E0,0.000000000E0
2.890179330E2,5.233317296E1,4.866202110E0,2.148902588E1,8.600000143E-1,2.495000000E2,8.576000214E0,0.000000000E0
2.900189019E2,5.233317613E1,4.866183230E0,2.213239746E1,1.149999976E0,2.663999939E2,9.648000717E0,0.000000000E0
2.910167573E2,5.233318252E1,4.866163060E0,2.187800293E1,1.269999981E0,2.850000000E2,1.072000027E1,0.000000000E0
2.920073926E2,5.233318232E1,4.866142720E0,2.163776855E1,1.389999986E0,2.737999878E2,1.286400032E1,0.000000000E0
2.930057365E2,5.233318510E1,4.866132090E0,2.215546875E1,5.500000119E-1,2.832999878E2,1.179199982E1,0.000000000E0
2.940108820E2,5.233319453E1,4.866132370E0,2.167664795E1,1.769999981E0,3.416000061E2,1.286400032E1,0.000000000E0
2.950110159E2,5.233320903E1,4.866132590E0,2.175605469E1,1.529999971E0,1.000000000E1,1.286400032E1,0.000000000E0
2.960069728E2,5.233321911E1,4.866135290E0,2.077625732E1,1.509999990E0,7.800000191E0,1.286400032E1,0.000000000E0
2.970119471E2,5.233323296E1,4.866127450E0,2.067091064E1,1.509999990E0,3.576000061E2,1.286400032E1,0.000000000E0
2.980157913E2,5.233324399E1,4.866114090E0,1.920740967E1,1.500000000E0,3.555000000E2,1.179199982E1,0.000000000E0
2.990094378E2,5.233325803E1,4.866099680E0,1.918507080E1,1.519999981E0,3.565000000E2,1.179199982E1,0.000000000E0
3.000182885E2,5.233327188E1,4.866086370E0,1.947553711E1,1.529999971E0,7.599999905E0,1.179199982E1,0.000000000E0
3.010155424E2,5.233328295E1,4.866078080E0,1.930823975E1,1.529999971E0,1.670000076E1,1.179199982E1,0.000000000E0
3.020080668E2,5.233329345E1,4.866071980E0,1.920289307E1,1.539999962E0,1.550000000E1,1.072000027E1,0.000000000E0
3.030093638E2,5.233330534E1,4.866060160E0,1.916651611E1,1.549999952E0,3.900000095E0,1.072000027E1,0.000000000E0
3.040081635E2,5.233331719E1,4.866048200E0,1.858320312E1,1.549999952E0,5.800000191E0,1.072000027E1,0.000000000E0
3.050062736E2,5.233333059E1,4.866038090E0,1.721900635E1,1.559999943E0,2.299999952E0,9.648000717E0,0.000000000E0
3.060066605E2,5.233334418E1,4.866030440E0,1.720850830E1,1.580000043E0,8.000000119E-1,9.648000717E0,0.000000000E0
3.070111819E2,5.233335684E1,4.866024780E0,1.730708008E1,1.570000052E0,1.000000015E-1,9.648000717E0,0.000000000E0
3.080157515E2,5.233336984E1,4.866020560E0,1.757783203E1,1.570000052E0,1.200000048E0,9.648000717E0,0.000000000E0
3.090145312E2,5.233338287E1,4.866019410E0,1.707416992E1,1.570000052E0,6.900000095E0,9.648000717E0,0.000000000E0
3.100222386E2,5.233339514E1,4.866022340E0,1.680073242E1,1.559999943E0,1.629999924E1,9.648000717E0,0.000000000E0
3.110074676E2,5.233340561E1,4.866026810E0,1.647858887E1,1.529999971E0,2.010000038E1,9.648000717E0,0.000000000E0
3.120111871E2,5.233341668E1,4.866029900E0,1.685847168E1,1.529999971E0,2.020000076E1,9.648000717E0,0.000000000E0
3.130086054E2,5.233342835E1,4.866030300E0,1.678504639E1,1.539999962E0,1.620000076E1,9.648000717E0,0.000000000E0
3.140086971E2,5.233344047E1,4.866030270E0,1.687812500E1,1.549999952E0,1.560000038E1,9.648000717E0,0.000000000E0
3.150115181E2,5.233345286E1,4.866027880E0,1.662708740E1,1.549999952E0,9.600000381E0,9.648000717E0,0.000000000E0
3.160090204E2,5.233346507E1,4.866019150E0,1.692707520E1,1.549999952E0,3.528999939E2,9.648000717E0,0.000000000E0
3.170127445E2,5.233347681E1,4.866001730E0,1.496259766E1,1.559999943E0,3.320000000E2,9.648000717E0,0.000000000E0
3.180076673E2,5.233348806E1,4.865985960E0,1.637489014E1,1.539999962E0,3.313999939E2,9.648000717E0,0.000000000E0
3.190201308E2,5.233350136E1,4.865976910E0,1.550642090E1,1.570000052E0,3.451000061E2,9.648000717E0,0.000000000E0
3.200151821E2,5.233351455E1,4.865974340E0,1.432124023E1,1.590000033E0,2.200000048E0,9.648000717E0,0.000000000E0
3.210153835E2,5.233352642E1,4.865975080E0,1.401722412E1,1.570000052E0,6.099999905E0,1.072000027E1,0.000000000E0
3.220145332E2,5.233353853E1,4.865972400E0,1.445283203E1,1.570000052E0,3.587000122E2,1.072000027E1,0.000000000E0
3.230104905E2,5.233354830E1,4.865969240E0,1.651411133E1,1.539999962E0,3.530000000E2,1.072000027E1,0.000000000E0
3.240107621E2,5.233355558E1,4.865960710E0,1.686152344E1,1.519999981E0,3.197999878E2,1.072000027E1,0.000000000E0
3.250178307E2,5.233355911E1,4.865954090E0,1.779792480E1,6.999999881E-1,3.127000122E2,1.072000027E1,0.000000000E0
3.260103354E2,5.233356339E1,4.865946920E0,1.789448242E1,1.509999990E0,3.262000122E2,1.072000027E1,0.000000000E0
3.270117055E2,5.233357055E1,4.865939020E0,1.778254395E1,1.490000010E0,3.298999939E2,1.072000027E1,0.000000000E0
3.280112620E2,5.233357928E1,4.865933040E0,1.811170654E1,1.490000010E0,3.378999939E2,5.360000134E0,0.000000000E0
3.290170915E2,5.233358872E1,4.865929440E0,1.773267822E1,1.470000029E0,3.398999939E2,5.360000134E0,0.000000000E0
3.300168956E2,5.233359768E1,4.865926270E0,1.742121582E1,1.460000038E0,3.486000061E2,5.360000134E0,0.000000000E0
3.310136912E2,5.233360501E1,4.865920830E0,1.680616455E1,1.450000048E0,3.373999939E2,5.360000134E0,0.000000000E0
3.320144123E2,5.233361389E1,4.865914370E0,1.691346436E1,1.460000038E0,3.325000000E2,5.360000134E0,0.000000000E0
3.330117211E2,5.233362387E1,4.865904280E0,1.604621582E1,1.470000029E0,3.322000122E2,5.360000134E0,0.000000000E0
3.340144404E2,5.233363328E1,4.865892480E0,1.608430176E1,1.480000019E0,3.270000000E2,5.360000134E0,0.000000000E0
3.350156301E2,5.233364634E1,4.865880840E0,1.563398437E1,1.500000000E0,3.456000061E2,4.288000107E0,0.000000000E0
3.360098927E2,5.233365882E1,4.865871300E0,1.617982178E1,1.470000029E0,3.382999878E2,4.288000107E0,0.000000000E0
3.370212079E2,5.233367009E1,4.865863050E0,1.561427002E1,1.470000029E0,3.362999878E2,4.288000107E0,0.000000000E0
3.380163419E2,5.233368176E1,4.865854550E0,1.554291992E1,1.470000029E0,3.302000122E2,4.288000107E0,0.000000000E0
3.390166347E2,5.233369286E1,4.865843430E0,1.495167236E1,1.460000038E0,3.247000122E2,4.288000107E0,0.000000000E0
3.400120891E2,5.233370499E1,4.865830360E0,1.445722656E1,1.470000029E0,3.243999939E2,4.288000107E0,0.000000000E0
3.410198965E2,5.233371497E1,4.865817900E0,1.430994873E1,1.429999948E0,3.208999939E2,4.288000107E0,0.000000000E0
3.420137993E2,5.233372402E1,4.865804830E0,1.436817627E1,1.419999957E0,3.202999878E2,4.288000107E0,0.000000000E0
3.430102443E2,5.233373206E1,4.865794290E0,1.363636475E1,1.399999976E0,3.187999878E2,4.288000107E0,0.000000000E0
3.440106224E2,5.233374047E1,4.865785420E0,1.319367676E1,1.399999976E0,3.331000061E2,4.288000107E0,0.000000000E0
3.450129078E2,5.233374877E1,4.865777680E0,1.404426270E1,1.399999976E0,3.230000000E2,3.216000080E0,0.000000000E0
3.460090897E2,5.233375687E1,4.865770800E0,1.380897217E1,1.399999976E0,3.262999878E2,3.216000080E0,0.000000000E0
3.470109429E2,5.233376536E1,4.865762570E0,1.436329346E1,1.399999976E0,3.261000061E2,4.288000107E0,0.000000000E0
3.480148775E2,5.233377295E1,4.865755430E0,1.410743408E1,1.389999986E0,3.275000000E2,4.288000107E0,0.000000000E0
3.490199912E2,5.233378201E1,4.865745900E0,1.428657227E1,1.409999967E0,3.270000000E2,3.216000080E0,0.000000000E0
3.500144868E2,5.233379163E1,4.865733510E0,1.418854980E1,1.419999957E0,3.242999878E2,4.288000107E0,0.000000000E0
3.510146693E2,5.233379988E1,4.865720970E0,1.382416992E1,1.419999957E0,3.228999939E2,4.288000107E0,0.000000000E0
3.520147189E2,5.233380785E1,4.865708290E0,1.359632568E1,1.429999948E0,3.192999878E2,4.288000107E0,0.000000000E0
3.530132085E2,5.233381552E1,4.865696080E0,1.355756836E1,1.419999957E0,3.192999878E2,4.288000107E0,0.000000000E0
3.540142243E2,5.233382244E1,4.865682930E0,1.398182373E1,1.330000043E0,3.106000061E2,5.360000134E0,0.000000000E0
3.550148058E2,5.233382855E1,4.865670410E0,1.499085693E1,1.340000033E0,3.085000000E2,6.432000160E0,0.000000000E0
3.560188329E2,5.233383633E1,4.865657050E0,1.584595947E1,1.340000033E0,3.136000061E2,6.432000160E0,0.000000000E0
3.570187229E2,5.233384319E1,4.865642590E0,1.677949219E1,1.350000024E0,3.077999878E2,7.504000187E0,0.000000000E0
3.580202151E2,5.233385095E1,4.865630560E0,1.601215820E1,1.360000014E0,3.165000000E2,7.504000187E0,0.000000000E0
3.590105046E2,5.233386001E1,4.865617460E0,1.639631348E1,1.340000033E0,3.185000000E2,7.504000187E0,0.000000000E0
3.600135501E2,5.233386661E1,4.865602730E0,1.482581787E1,1.330000043E0,3.062000122E2,7.504000187E0,0.000000000E0
3.610104029E2,5.233387062E1,4.865589100E0,1.460084229E1,1.350000024E0,2.956000061E2,7.504000187E0,0.000000000E0
3.620128386E2,5.233387925E1,4.865576480E0,1.398237305E1,1.350000024E0,3.181000061E2,7.504000187E0,0.000000000E0
3.630131595E2,5.233388756E1,4.865564120E0,1.450495605E1,1.350000024E0,3.177000122E2,7.504000187E0,0.000000000E0
3.640131030E2,5.233389649E1,4.865554320E0,1.454761963E1,1.340000033E0,3.261000061E2,7.504000187E0,0.000000000E0
3.650124593E2,5.233390443E1,4.865545370E0,1.255555420E1,1.330000043E0,3.252999878E2,7.504000187E0,0.000000000E0
3.660245210E2,5.233391263E1,4.865535740E0,1.162562256E1,1.340000033E0,3.242999878E2,7.504000187E0,0.000000000E0
3.670097564E2,5.233392050E1,4.865524440E0,1.019904785E1,1.340000033E0,3.187000122E2,7.504000187E0,0.000000000E0
3.680103974E2,5.233392804E1,4.865511900E0,1.013898926E1,1.350000024E0,3.145000000E2,6.432000160E0,0.000000000E0
3.690214550E2,5.233393624E1,4.865499940E0,8.554333496E0,1.350000024E0,3.181000061E2,6.432000160E0,0.000000000E0
3.700185928E2,5.233394349E1,4.865486470E0,8.601574707E0,1.350000024E0,3.130000000E2,7.504000187E0,0.000000000E0
3.710098404E2,5.233394783E1,4.865470170E0,1.156562500E1,1.320000052E0,3.010000000E2,7.504000187E0,0.000000000E0
3.720090909E2,5.233393783E1,4.865463570E0,1.245533447E1,1.279999971E0,2.078000031E2,6.432000160E0,0.000000000E0
3.730108488E2,5.233395942E1,4.865452370E0,1.150135498E1,1.500000060E-1,3.423999939E2,5.360000134E0,0.000000000E0
3.740165077E2,5.233396219E1,4.865454520E0,1.064796143E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
3.750120712E2,5.233396535E1,4.865457130E0,1.029957275E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
3.760102330E2,5.233396801E1,4.865459430E0,1.059125977E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
3.770065436E2,5.233397275E1,4.865463680E0,1.073890381E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
3.780082820E2,5.233397571E1,4.865465630E0,1.043885498E1,0.000000000E0,0.000000000E0,5.360000134E0,0.000000000E0
3.790086823E2,5.233397571E1,4.865465630E0,9.777416992E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.800084901E2,5.233397571E1,4.865465630E0,9.220959473E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.810070082E2,5.233397571E1,4.865465630E0,9.013867187E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.820118819E2,5.233397571E1,4.865465630E0,8.452709961E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.830180668E2,5.233397571E1,4.865465630E0,8.312695312E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.840153544E2,5.233397571E1,4.865465630E0,8.062451172E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.850122774E2,5.233397571E1,4.865465630E0,8.209729004E0,0.000000000E0,0.000000000E0,4.288000107E0,0.000000000E0
3.860090062E2,5.233397571E1,4.865465630E0,8.063427734E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.870123310E2,5.233397571E1,4.865465630E0,8.341625977E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.880202276E2,5.233397571E1,4.865465630E0,8.391796875E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.890090222E2,5.233397571E1,4.865465630E0,8.458874512E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.900066864E2,5.233397571E1,4.865465630E0,8.492199707E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.910152927E2,5.233397571E1,4.865465630E0,8.497143555E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.920092224E2,5.233397682E1,4.865445810E0,9.083630371E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.930138392E2,5.233397741E1,4.865443390E0,9.656994629E0,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.940090477E2,5.233397741E1,4.865443390E0,1.013648682E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.950072168E2,5.233397741E1,4.865443390E0,1.072028809E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.960065364E2,5.233397741E1,4.865443390E0,1.114149170E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.970119693E2,5.233397741E1,4.865443390E0,1.163361816E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.980088795E2,5.233397741E1,4.865443390E0,1.174085693E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
3.990080991E2,5.233397741E1,4.865443390E0,1.154707031E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.000086826E2,5.233397741E1,4.865443390E0,1.133125000E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.010112217E2,5.233397741E1,4.865443390E0,1.143128662E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.020084770E2,5.233397741E1,4.865443390E0,1.162025146E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.030074338E2,5.233397741E1,4.865443390E0,1.175556641E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.040106639E2,5.233397584E1,4.865452710E0,1.174097900E1,2.300000042E-1,3.122999878E2,3.216000080E0,0.000000000E0
4.049977470E2,5.233397572E1,4.865453530E0,1.192365723E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.059967489E2,5.233397572E1,4.865453530E0,1.192554932E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.069964438E2,5.233397572E1,4.865453530E0,1.233491211E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.080012999E2,5.233397572E1,4.865453530E0,1.251881104E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.090044968E2,5.233397572E1,4.865453530E0,1.271229248E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.099996415E2,5.233397760E1,4.865455590E0,1.237623291E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.110035713E2,5.233397845E1,4.865457970E0,1.153052979E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.120077057E2,5.233397845E1,4.865457970E0,1.059699707E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.129977349E2,5.233397845E1,4.865457970E0,1.059345703E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.140054822E2,5.233397845E1,4.865457970E0,1.058985596E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.150078328E2,5.233397845E1,4.865457970E0,1.057880859E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.160047542E2,5.233397845E1,4.865457970E0,1.057734375E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.170037554E2,5.233397845E1,4.865457970E0,1.057386475E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.180033723E2,5.233397845E1,4.865457970E0,1.056910400E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.190013777E2,5.233397845E1,4.865457970E0,1.058033447E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.199984387E2,5.233397845E1,4.865457970E0,1.058198242E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.210045480E2,5.233397845E1,4.865457970E0,1.057954102E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.219988069E2,5.233397845E1,4.865457970E0,1.058515625E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.229982791E2,5.233397845E1,4.865457970E0,1.059174805E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.240062886E2,5.233397845E1,4.865457970E0,1.060328369E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.250020346E2,5.233397845E1,4.865457970E0,1.062214355E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.260039558E2,5.233397845E1,4.865457970E0,1.063502197E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.270030514E2,5.233397845E1,4.865457970E0,1.063557129E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
4.279986168E2,5.233397845E1,4.865457970E0,1.064100342E1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
