sensor_type,device_type,timestamps,illuminance
light,smartphone,1529418052695591936,0.0
light,smartphone,1529418052898258944,5.0
light,smartphone,1529418053101079040,10.0
light,smartphone,1529418053506871040,0.0
light,smartphone,1529418053709721856,1.0
light,smartphone,1529418054115788800,2.0
light,smartphone,1529418054318333952,5.0
light,smartphone,1529418054521184000,3.0
light,smartphone,1529418054724040960,2.0
light,smartphone,1529418054926922240,1.0
light,smartphone,1529418055332592128,5.0
light,smartphone,1529418055535443200,2.0
light,smartphone,1529418055738292992,5.0
light,smartphone,1529418055941113088,2.0
light,smartphone,1529418056144023808,7.0
light,smartphone,1529418056346843904,28.0
light,smartphone,1529418056550030080,14.0
light,smartphone,1529418056752513792,34.0
light,smartphone,1529418057158245120,19.0
light,smartphone,1529418057361064960,34.0
light,smartphone,1529418057766796032,33.0
light,smartphone,1529418057969615872,17.0
light,smartphone,1529418058172497152,1.0
light,smartphone,1529418058578227968,3.0
light,smartphone,1529418058781048064,5.0
light,smartphone,1529418058984325888,3.0
light,smartphone,1529418059186810112,1.0
light,smartphone,1529418059795330048,0.0
light,smartphone,1529418059998608128,3.0
light,smartphone,1529418060201030912,5.0
light,smartphone,1529418060403912192,7.0
light,smartphone,1529418060606761984,1.0
light,smartphone,1529418061012463104,0.0
light,smartphone,1529418061418499072,1.0
light,smartphone,1529418062229564928,2.0
light,smartphone,1529418062635327232,1.0
light,smartphone,1529418062838147072,2.0
light,smartphone,1529418063243877888,3.0
light,smartphone,1529418063446727936,21.0
light,smartphone,1529418063649578240,24.0
light,smartphone,1529418063852765184,16.0
light,smartphone,1529418064055371008,8.0
light,smartphone,1529418064258191104,3.0
light,smartphone,1529418064461102080,0.0
light,smartphone,1529418064866869760,1.0
light,smartphone,1529418065069689088,2.0
light,smartphone,1529418065272967168,3.0
light,smartphone,1529418065475450880,0.0
light,smartphone,1529418065678270976,1.0
light,smartphone,1529418066083971840,2.0
light,smartphone,1529418066287004928,6.0
light,smartphone,1529418066692523008,1.0
light,smartphone,1529418066895402752,2.0
light,smartphone,1529418067098253824,1.0
light,smartphone,1529418067301165056,3.0
light,smartphone,1529418067707201792,1.0
light,smartphone,1529418067909686016,0.0
light,smartphone,1529418068315386112,1.0
light,smartphone,1529418068518237184,2.0
light,smartphone,1529418068721300992,1.0
light,smartphone,1529418069126756864,5.0
light,smartphone,1529418069329637888,8.0
light,smartphone,1529418069532487936,6.0
light,smartphone,1529418069735338752,2.0
light,smartphone,1529418069938158848,3.0
light,smartphone,1529418070343858944,6.0
light,smartphone,1529418070749560064,1.0
light,smartphone,1529418071155504896,2.0
light,smartphone,1529418071358079744,6.0
light,smartphone,1529418071763842048,1.0
light,smartphone,1529418072575182848,3.0
light,smartphone,1529418072778063104,2.0
light,smartphone,1529418072980882688,1.0
light,smartphone,1529418073183763968,0.0
light,smartphone,1529418073589799680,3.0
light,smartphone,1529418073792284928,7.0
light,smartphone,1529418073995134976,2.0
light,smartphone,1529418074197984768,1.0
light,smartphone,1529418074603835904,0.0
light,smartphone,1529418074806533888,1.0
light,smartphone,1529418075009475840,0.0
light,smartphone,1529418075415116032,5.0
light,smartphone,1529418075618057216,1.0
light,smartphone,1529418075820877056,3.0
light,smartphone,1529418076024002048,5.0
light,smartphone,1529418076226577920,7.0
light,smartphone,1529418076429458944,3.0
light,smartphone,1529418076632339968,1.0
light,smartphone,1529418077240890880,2.0
light,smartphone,1529418077443740928,3.0
light,smartphone,1529418078052353024,0.0
light,smartphone,1529418078255203072,1.0
light,smartphone,1529418078458328064,2.0
light,smartphone,1529418078660964864,7.0
light,smartphone,1529418078863815168,17.0
light,smartphone,1529418079066726912,14.0
light,smartphone,1529418079269577216,2.0
light,smartphone,1529418079472488960,1.0
light,smartphone,1529418079878494208,3.0
light,smartphone,1529418080081039872,2.0
light,smartphone,1529418080486953984,0.0
light,smartphone,1529418080689620992,1.0
light,smartphone,1529418081298232832,7.0
light,smartphone,1529418081703964160,2.0
light,smartphone,1529418081906845184,0.0
light,smartphone,1529418082109695744,1.0
light,smartphone,1529418082515365888,2.0
light,smartphone,1529418082718215936,3.0
light,smartphone,1529418082921127936,1.0
light,smartphone,1529418083326828032,12.0
light,smartphone,1529418083529647872,11.0
light,smartphone,1529418083732467712,5.0
light,smartphone,1529418083935348992,1.0
light,smartphone,1529418084138230016,14.0
light,smartphone,1529418084341049088,10.0
light,smartphone,1529418084543899904,6.0
light,smartphone,1529418084747032064,3.0
light,smartphone,1529418084949637888,0.0
light,smartphone,1529418085152457984,1.0
light,smartphone,1529418085355339008,2.0
light,smartphone,1529418085558189056,7.0
light,smartphone,1529418085963920128,2.0
light,smartphone,1529418086166739968,0.0
light,smartphone,1529418086369620992,1.0
light,smartphone,1529418086775291136,2.0
light,smartphone,1529418086978141184,5.0
light,smartphone,1529418087181297152,3.0
light,smartphone,1529418087383842048,0.0
light,smartphone,1529418087992392960,2.0
light,smartphone,1529418088195396096,5.0
light,smartphone,1529418088398124032,14.0
light,smartphone,1529418088600944128,1.0
light,smartphone,1529418089615561984,0.0
light,smartphone,1529418089818046208,1.0
light,smartphone,1529418091035118080,0.0
light,smartphone,1529418091846519040,1.0
light,smartphone,1529418092049339136,3.0
light,smartphone,1529418092252188928,2.0
light,smartphone,1529418092455038976,1.0
light,smartphone,1529418092657890048,0.0
light,smartphone,1529418093063896064,1.0
light,smartphone,1529418093266410240,0.0
light,smartphone,1529418093874931200,2.0
light,smartphone,1529418094077934080,5.0
light,smartphone,1529418094280632064,10.0
light,smartphone,1529418094483543040,5.0
light,smartphone,1529418094686355968,0.0
light,smartphone,1529418095092025856,1.0
light,smartphone,1529418095700577024,3.0
light,smartphone,1529418095903428096,2.0
light,smartphone,1529418096309127936,1.0
light,smartphone,1529418096917831680,2.0
light,smartphone,1529418097526352128,1.0
light,smartphone,1529418099149246720,2.0
light,smartphone,1529418099352097024,1.0
light,smartphone,1529418099757827840,2.0
light,smartphone,1529418100975022080,1.0
light,smartphone,1529418112537350912,2.0
light,smartphone,1529418112740231936,1.0
light,smartphone,1529418113754453760,2.0
light,smartphone,1529418113957304064,1.0
light,smartphone,1529418114160185088,2.0
light,smartphone,1529418114566067968,1.0
light,smartphone,1529418117000302080,2.0
light,smartphone,1529418117811367936,1.0
light,smartphone,1529418125113878784,2.0
light,smartphone,1529418125722398976,0.0
light,smartphone,1529418126128099840,1.0
light,smartphone,1529418126533800960,2.0
light,smartphone,1529418126736681984,3.0
light,smartphone,1529418126939501056,1.0
light,smartphone,1529418127142352128,2.0
light,smartphone,1529418127750902784,5.0
light,smartphone,1529418127953752832,7.0
light,smartphone,1529418128156603904,5.0
light,smartphone,1529418128359483904,1.0
light,smartphone,1529418128562304000,2.0
light,smartphone,1529418128968004864,1.0
light,smartphone,1529418129170885888,5.0
light,smartphone,1529418129779619840,6.0
light,smartphone,1529418129982379008,5.0
light,smartphone,1529418130185259008,3.0
light,smartphone,1529418130388139776,2.0
light,smartphone,1529418130996751872,3.0
light,smartphone,1529418131199785984,5.0
light,smartphone,1529418131402483968,8.0
light,smartphone,1529418131605364992,15.0
light,smartphone,1529418131808214784,23.0
light,smartphone,1529418132011064832,25.0
light,smartphone,1529418132214006784,26.0
light,smartphone,1529418132416795904,29.0
light,smartphone,1529418132619981824,19.0
light,smartphone,1529418132822526976,26.0
light,smartphone,1529418133025378048,49.0
light,smartphone,1529418133228228096,65.0
light,smartphone,1529418133431078912,53.0
light,smartphone,1529418133634051072,11.0
light,smartphone,1529418133836809984,2.0
light,smartphone,1529418134039691008,14.0
light,smartphone,1529418134242541056,64.0
light,smartphone,1529418134445421824,103.0
light,smartphone,1529418134648250112,74.0
light,smartphone,1529418134851099904,30.0
light,smartphone,1529418135054255872,11.0
light,smartphone,1529418135256830720,5.0
light,smartphone,1529418135459681792,37.0
light,smartphone,1529418135662532096,80.0
light,smartphone,1529418135865412864,81.0
light,smartphone,1529418136068293888,44.0
light,smartphone,1529418136271113984,8.0
light,smartphone,1529418136473993984,5.0
light,smartphone,1529418136676875008,21.0
light,smartphone,1529418136879694848,66.0
light,smartphone,1529418137082606080,65.0
light,smartphone,1529418137285425664,34.0
light,smartphone,1529418137488489984,3.0
light,smartphone,1529418137691156992,5.0
light,smartphone,1529418137894037760,40.0
light,smartphone,1529418138096888832,52.0
light,smartphone,1529418138299738880,29.0
light,smartphone,1529418138502649856,8.0
light,smartphone,1529418138705440000,7.0
light,smartphone,1529418139111170816,15.0
light,smartphone,1529418139314052096,28.0
light,smartphone,1529418139719721984,6.0
light,smartphone,1529418139922785792,5.0
light,smartphone,1529418140125422848,11.0
light,smartphone,1529418140328303104,32.0
light,smartphone,1529418140531183872,34.0
light,smartphone,1529418140734064896,19.0
light,smartphone,1529418140936914944,5.0
light,smartphone,1529418141139765760,6.0
light,smartphone,1529418141342981888,20.0
light,smartphone,1529418141545466112,34.0
light,smartphone,1529418141748316928,33.0
light,smartphone,1529418141951227904,14.0
light,smartphone,1529418142154047744,5.0
light,smartphone,1529418142559778816,15.0
light,smartphone,1529418142762659840,26.0
light,smartphone,1529418142965509888,56.0
light,smartphone,1529418143168329728,30.0
light,smartphone,1529418143371241984,6.0
light,smartphone,1529418143777246976,24.0
light,smartphone,1529418143979731968,38.0
light,smartphone,1529418144182581760,37.0
light,smartphone,1529418144385431808,7.0
light,smartphone,1529418144588257024,10.0
light,smartphone,1529418144791382016,8.0
light,smartphone,1529418144993926912,26.0
light,smartphone,1529418145196808192,40.0
light,smartphone,1529418145399657984,34.0
light,smartphone,1529418145602539008,10.0
light,smartphone,1529418145805420032,5.0
light,smartphone,1529418146008239872,14.0
light,smartphone,1529418146211517952,26.0
light,smartphone,1529418146413940992,43.0
light,smartphone,1529418146616791040,33.0
light,smartphone,1529418146819703040,6.0
light,smartphone,1529418147022553088,14.0
light,smartphone,1529418147428252928,37.0
light,smartphone,1529418147631104000,42.0
light,smartphone,1529418147833954048,32.0
light,smartphone,1529418148036804864,7.0
light,smartphone,1529418148239685120,12.0
light,smartphone,1529418148442504960,29.0
light,smartphone,1529418148645812992,53.0
light,smartphone,1529418148848297984,58.0
light,smartphone,1529418149051148032,43.0
light,smartphone,1529418149253998080,6.0
light,smartphone,1529418149456878848,11.0
light,smartphone,1529418149659912960,39.0
light,smartphone,1529418149862610176,90.0
light,smartphone,1529418150065490944,89.0
light,smartphone,1529418150268524800,26.0
light,smartphone,1529418150471252992,17.0
light,smartphone,1529418150674134016,20.0
light,smartphone,1529418150876954112,55.0
light,smartphone,1529418151080108800,96.0
light,smartphone,1529418151282653952,65.0
light,smartphone,1529418151485534976,16.0
light,smartphone,1529418151688445952,40.0
light,smartphone,1529418151891297024,32.0
light,smartphone,1529418152094147072,65.0
light,smartphone,1529418152296997120,87.0
light,smartphone,1529418152500305920,38.0
light,smartphone,1529418152702728960,23.0
light,smartphone,1529418152905579008,28.0
light,smartphone,1529418153108460032,47.0
light,smartphone,1529418153311280128,81.0
light,smartphone,1529418153514374144,61.0
light,smartphone,1529418153717010944,16.0
light,smartphone,1529418153919891968,37.0
light,smartphone,1529418154122742016,29.0
light,smartphone,1529418154325592064,44.0
light,smartphone,1529418154528503808,62.0
light,smartphone,1529418154731313920,55.0
light,smartphone,1529418154934561024,7.0
light,smartphone,1529418155137075968,19.0
light,smartphone,1529418155339926016,44.0
light,smartphone,1529418155542807040,78.0
light,smartphone,1529418155745657088,58.0
light,smartphone,1529418155948659968,17.0
light,smartphone,1529418156151357952,20.0
light,smartphone,1529418156354238976,23.0
light,smartphone,1529418156557089024,67.0
light,smartphone,1529418156759970048,78.0
light,smartphone,1529418156962820096,56.0
light,smartphone,1529418157165640192,8.0
light,smartphone,1529418157368856832,15.0
light,smartphone,1529418157571341056,29.0
light,smartphone,1529418157774221824,60.0
light,smartphone,1529418157977103104,55.0
light,smartphone,1529418158179982848,29.0
light,smartphone,1529418158382985984,11.0
light,smartphone,1529418158585683968,12.0
light,smartphone,1529418158788564992,56.0
light,smartphone,1529418158991415040,83.0
light,smartphone,1529418159194295808,74.0
light,smartphone,1529418159397177088,17.0
light,smartphone,1529418159803152128,26.0
light,smartphone,1529418160005758976,81.0
light,smartphone,1529418160208638976,87.0
light,smartphone,1529418160411490048,40.0
light,smartphone,1529418160614371072,17.0
light,smartphone,1529418160817282048,21.0
light,smartphone,1529418161020102144,51.0
light,smartphone,1529418161223318016,84.0
light,smartphone,1529418161425862912,71.0
light,smartphone,1529418161628743936,17.0
light,smartphone,1529418161831595008,23.0
light,smartphone,1529418162034445056,25.0
light,smartphone,1529418162237447936,66.0
light,smartphone,1529418162440176128,75.0
light,smartphone,1529418162643057152,43.0
light,smartphone,1529418162845906944,16.0
light,smartphone,1529418163048787968,24.0
light,smartphone,1529418163251668992,33.0
light,smartphone,1529418163454520064,72.0
light,smartphone,1529418163657614080,55.0
light,smartphone,1529418163860250880,17.0
light,smartphone,1529418164063131136,25.0
light,smartphone,1529418164266011904,23.0
light,smartphone,1529418164468893184,52.0
light,smartphone,1529418164671732992,60.0
light,smartphone,1529418164874614016,46.0
light,smartphone,1529418165077830144,11.0
light,smartphone,1529418165280345088,14.0
light,smartphone,1529418165483195136,43.0
light,smartphone,1529418165686106880,66.0
light,smartphone,1529418165888896000,61.0
light,smartphone,1529418166091898880,23.0
light,smartphone,1529418166294658048,17.0
light,smartphone,1529418166497539072,20.0
light,smartphone,1529418166700388864,51.0
light,smartphone,1529418166903238912,60.0
light,smartphone,1529418167106151168,39.0
light,smartphone,1529418167308969984,7.0
light,smartphone,1529418167512094976,19.0
light,smartphone,1529418167714732032,24.0
light,smartphone,1529418167917582080,51.0
light,smartphone,1529418168120462848,47.0
light,smartphone,1529418168323313920,19.0
light,smartphone,1529418168526225152,16.0
light,smartphone,1529418168729014016,17.0
light,smartphone,1529418168932292096,35.0
light,smartphone,1529418169134776064,52.0
light,smartphone,1529418169337657088,39.0
light,smartphone,1529418169540476928,10.0
light,smartphone,1529418169946422016,17.0
light,smartphone,1529418170149028096,53.0
light,smartphone,1529418170351908864,58.0
light,smartphone,1529418170554790144,33.0
light,smartphone,1529418170757608960,12.0
light,smartphone,1529418171163341056,44.0
light,smartphone,1529418171366617856,74.0
light,smartphone,1529418171569040896,58.0
light,smartphone,1529418171771891968,16.0
light,smartphone,1529418171974771968,12.0
light,smartphone,1529418172177592064,20.0
light,smartphone,1529418172380656128,53.0
light,smartphone,1529418172583323904,39.0
light,smartphone,1529418172786173952,21.0
light,smartphone,1529418172989024000,11.0
light,smartphone,1529418173191874048,12.0
light,smartphone,1529418173394785792,25.0
light,smartphone,1529418173597574912,46.0
light,smartphone,1529418173800852992,40.0
light,smartphone,1529418174003336960,17.0
light,smartphone,1529418174206187008,3.0
light,smartphone,1529418174409038080,14.0
light,smartphone,1529418174611833088,48.0
light,smartphone,1529418174815049728,51.0
light,smartphone,1529418175017564928,35.0
light,smartphone,1529418175220414976,5.0
light,smartphone,1529418175423296000,10.0
light,smartphone,1529418175626115840,24.0
light,smartphone,1529418175828996864,47.0
light,smartphone,1529418176031846912,40.0
light,smartphone,1529418176235154944,20.0
light,smartphone,1529418176437547776,11.0
light,smartphone,1529418176640397824,12.0
light,smartphone,1529418176843278848,28.0
light,smartphone,1529418177046098944,37.0
light,smartphone,1529418177249192960,32.0
light,smartphone,1529418177451798784,6.0
light,smartphone,1529418177857530112,17.0
light,smartphone,1529418178060380928,37.0
light,smartphone,1529418178263291904,38.0
light,smartphone,1529418178466051072,19.0
light,smartphone,1529418178668900864,10.0
light,smartphone,1529418178871812864,8.0
light,smartphone,1529418179074632704,29.0
light,smartphone,1529418179277483008,39.0
light,smartphone,1529418179480333056,29.0
light,smartphone,1529418179683489024,10.0
light,smartphone,1529418179886033920,6.0
light,smartphone,1529418180088883968,12.0
light,smartphone,1529418180292008960,34.0
light,smartphone,1529418180697556992,23.0
light,smartphone,1529418180900315904,7.0
light,smartphone,1529418181103196928,6.0
light,smartphone,1529418181306016768,29.0
light,smartphone,1529418181508898048,43.0
light,smartphone,1529418181711779072,30.0
light,smartphone,1529418181914597888,12.0
light,smartphone,1529418182117753856,5.0
light,smartphone,1529418182320329728,15.0
light,smartphone,1529418182523211008,47.0
light,smartphone,1529418182726061056,48.0
light,smartphone,1529418182928910848,46.0
light,smartphone,1529418183131853056,6.0
light,smartphone,1529418183334580736,5.0
light,smartphone,1529418183537462016,43.0
light,smartphone,1529418183740343040,85.0
light,smartphone,1529418183943192832,71.0
light,smartphone,1529418184146043904,14.0
light,smartphone,1529418184348893696,7.0
light,smartphone,1529418184552050176,6.0
light,smartphone,1529418184754635008,28.0
light,smartphone,1529418184957484800,42.0
light,smartphone,1529418185160366080,29.0
light,smartphone,1529418185363246848,7.0
light,smartphone,1529418185566127872,6.0
light,smartphone,1529418185769038848,8.0
light,smartphone,1529418185971797760,30.0
light,smartphone,1529418186174617856,32.0
light,smartphone,1529418186377467904,12.0
light,smartphone,1529418186580379904,3.0
light,smartphone,1529418186783200000,6.0
light,smartphone,1529418186986354944,19.0
light,smartphone,1529418187188930816,35.0
light,smartphone,1529418187391781120,34.0
light,smartphone,1529418187594630912,11.0
light,smartphone,1529418187797451008,5.0
light,smartphone,1529418188000423936,7.0
light,smartphone,1529418188203151872,26.0
light,smartphone,1529418188406001920,37.0
light,smartphone,1529418188608882688,29.0
light,smartphone,1529418188811702784,5.0
light,smartphone,1529418189014522880,3.0
light,smartphone,1529418189217403904,5.0
light,smartphone,1529418189420619776,16.0
light,smartphone,1529418189623134976,28.0
light,smartphone,1529418189826015744,19.0
light,smartphone,1529418190028896000,5.0
light,smartphone,1529418190231715840,3.0
light,smartphone,1529418190434689024,21.0
light,smartphone,1529418190637416960,26.0
light,smartphone,1529418190840266752,43.0
light,smartphone,1529418191043117824,12.0
light,smartphone,1529418191245997824,5.0
light,smartphone,1529418191448817920,6.0
light,smartphone,1529418191651668992,16.0
light,smartphone,1529418191854885120,23.0
light,smartphone,1529418192057368832,19.0
light,smartphone,1529418192260219904,12.0
light,smartphone,1529418192463100928,6.0
light,smartphone,1529418192868983808,10.0
light,smartphone,1529418193071590912,20.0
light,smartphone,1529418193274440960,16.0
light,smartphone,1529418193477351680,7.0
light,smartphone,1529418193680171776,3.0
light,smartphone,1529418193883022080,7.0
light,smartphone,1529418194085841920,14.0
light,smartphone,1529418194288722944,16.0
light,smartphone,1529418194694360064,6.0
light,smartphone,1529418195100091136,8.0
light,smartphone,1529418195303216128,11.0
light,smartphone,1529418195505790976,15.0
light,smartphone,1529418195708672000,10.0
light,smartphone,1529418195911523072,7.0
light,smartphone,1529418196317345024,10.0
light,smartphone,1529418196520103936,16.0
light,smartphone,1529418196722955008,12.0
light,smartphone,1529418196925805056,6.0
light,smartphone,1529418197331536128,8.0
light,smartphone,1529418197534385920,16.0
light,smartphone,1529418197940087040,12.0
light,smartphone,1529418198345818112,6.0
light,smartphone,1529418198548638208,8.0
light,smartphone,1529418198751611136,17.0
light,smartphone,1529418198954339072,15.0
light,smartphone,1529418199157188864,8.0
light,smartphone,1529418199360070144,3.0
light,smartphone,1529418199562920192,6.0
light,smartphone,1529418199765800960,14.0
light,smartphone,1529418199968652032,20.0
light,smartphone,1529418200171807232,15.0
light,smartphone,1529418200374383104,5.0
light,smartphone,1529418200577233152,6.0
light,smartphone,1529418200982934016,17.0
light,smartphone,1529418201185905920,19.0
light,smartphone,1529418201388634112,10.0
light,smartphone,1529418201591454208,3.0
light,smartphone,1529418201794334976,5.0
light,smartphone,1529418201997155072,7.0
light,smartphone,1529418202200310016,19.0
light,smartphone,1529418202402825216,14.0
light,smartphone,1529418202606103040,6.0
light,smartphone,1529418202808526080,10.0
light,smartphone,1529418203011375872,6.0
light,smartphone,1529418203214257152,11.0
light,smartphone,1529418203417077248,17.0
light,smartphone,1529418203620171264,14.0
light,smartphone,1529418203822777088,6.0
light,smartphone,1529418204025628160,5.0
light,smartphone,1529418204228477952,8.0
light,smartphone,1529418204431329024,19.0
light,smartphone,1529418204634265856,23.0
light,smartphone,1529418204837054976,14.0
light,smartphone,1529418205039875072,3.0
light,smartphone,1529418205242754816,5.0
light,smartphone,1529418205445605888,23.0
light,smartphone,1529418205648455936,35.0
light,smartphone,1529418205851307008,46.0
light,smartphone,1529418206054461952,23.0
light,smartphone,1529418206257006848,5.0
light,smartphone,1529418206459857920,14.0
light,smartphone,1529418206662737920,32.0
light,smartphone,1529418206865588992,44.0
light,smartphone,1529418207068530944,42.0
light,smartphone,1529418207271320064,10.0
light,smartphone,1529418207474200832,5.0
light,smartphone,1529418207677082112,21.0
light,smartphone,1529418207879901952,61.0
light,smartphone,1529418208082781952,65.0
light,smartphone,1529418208285633024,60.0
light,smartphone,1529418208488697088,64.0
light,smartphone,1529418208691333120,30.0
light,smartphone,1529418208894213888,48.0
light,smartphone,1529418209097033984,71.0
light,smartphone,1529418209299915008,66.0
light,smartphone,1529418209502795776,48.0
light,smartphone,1529418209705646080,15.0
light,smartphone,1529418209908924160,26.0
light,smartphone,1529418210111376896,76.0
light,smartphone,1529418210314227968,93.0
light,smartphone,1529418210517077760,81.0
light,smartphone,1529418210719928064,35.0
light,smartphone,1529418210923022848,12.0
light,smartphone,1529418211125628928,30.0
light,smartphone,1529418211328478976,78.0
light,smartphone,1529418211531390976,88.0
light,smartphone,1529418211734301952,60.0
light,smartphone,1529418211937122048,19.0
light,smartphone,1529418212139971840,14.0
light,smartphone,1529418212343188992,35.0
light,smartphone,1529418212545733888,90.0
light,smartphone,1529418212748583936,75.0
light,smartphone,1529418212951495936,21.0
light,smartphone,1529418213154316032,6.0
light,smartphone,1529418213357287936,7.0
light,smartphone,1529418213560015872,32.0
light,smartphone,1529418213762896896,56.0
light,smartphone,1529418213965716992,38.0
light,smartphone,1529418214168598016,20.0
light,smartphone,1529418214371479040,12.0
light,smartphone,1529418214574350080,19.0
light,smartphone,1529418214777504768,30.0
light,smartphone,1529418214980050176,67.0
light,smartphone,1529418215182900992,75.0
light,smartphone,1529418215385751040,42.0
light,smartphone,1529418215588601088,24.0
light,smartphone,1529418215791574016,15.0
light,smartphone,1529418215994301952,39.0
light,smartphone,1529418216197151744,69.0
light,smartphone,1529418216400033024,67.0
light,smartphone,1529418216602884096,28.0
light,smartphone,1529418216805763840,78.0
light,smartphone,1529418217008553984,156.0
light,smartphone,1529418217211770112,462.0
light,smartphone,1529418217414284800,601.0
light,smartphone,1529418217617104896,737.0
light,smartphone,1529418217820046848,936.0
light,smartphone,1529418218022866944,355.0
light,smartphone,1529418218225838848,158.0
light,smartphone,1529418218428566784,143.0
light,smartphone,1529418218631448064,503.0
light,smartphone,1529418218834328832,1379.0
light,smartphone,1529418219037148928,2164.0
light,smartphone,1529418219240029952,1612.0
light,smartphone,1529418219442880000,151.0
light,smartphone,1529418219646004992,445.0
light,smartphone,1529418219848550144,1267.0
light,smartphone,1529418220051430912,997.0
light,smartphone,1529418220254280960,780.0
light,smartphone,1529418220457132032,769.0
light,smartphone,1529418220660134912,472.0
light,smartphone,1529418220862863104,117.0
light,smartphone,1529418221065682944,547.0
light,smartphone,1529418221268563968,902.0
light,smartphone,1529418221471414016,1018.0
light,smartphone,1529418221674263808,898.0
light,smartphone,1529418221877114880,337.0
light,smartphone,1529418222080331008,117.0
light,smartphone,1529418222282814976,972.0
light,smartphone,1529418222485666048,1209.0
light,smartphone,1529418222688729856,1176.0
light,smartphone,1529418222891396864,887.0
light,smartphone,1529418223094400000,203.0
light,smartphone,1529418223297097984,212.0
light,smartphone,1529418223499977984,1528.0
light,smartphone,1529418223702859008,1817.0
light,smartphone,1529418223905678848,1656.0
light,smartphone,1529418224108589824,814.0
light,smartphone,1529418224311409920,268.0
light,smartphone,1529418224514595840,546.0
light,smartphone,1529418224717124096,2141.0
light,smartphone,1529418224920005120,2549.0
light,smartphone,1529418225122854912,2045.0
light,smartphone,1529418225325736192,346.0
light,smartphone,1529418225528739072,188.0
light,smartphone,1529418225731467008,1187.0
light,smartphone,1529418225934317056,2344.0
light,smartphone,1529418226137167872,2991.0
light,smartphone,1529418226340049152,1710.0
light,smartphone,1529418226542928896,166.0
light,smartphone,1529418226745748992,238.0
light,smartphone,1529418226948904960,1570.0
light,smartphone,1529418227151511040,2512.0
light,smartphone,1529418227354331136,2796.0
light,smartphone,1529418227557212160,1744.0
light,smartphone,1529418227760092160,376.0
light,smartphone,1529418227962973184,323.0
light,smartphone,1529418228165793024,1941.0
light,smartphone,1529418228368674048,2499.0
light,smartphone,1529418228571554816,2410.0
light,smartphone,1529418228774405120,1492.0
light,smartphone,1529418228977286144,340.0
light,smartphone,1529418229180135936,433.0
light,smartphone,1529418229383200000,2334.0
light,smartphone,1529418229585868032,3038.0
light,smartphone,1529418229788718080,2791.0
light,smartphone,1529418229991538176,536.0
light,smartphone,1529418230194418944,280.0
light,smartphone,1529418230397330176,1081.0
light,smartphone,1529418230600179968,2611.0
light,smartphone,1529418230803396864,3184.0
light,smartphone,1529418231005881088,1856.0
light,smartphone,1529418231208761856,288.0
light,smartphone,1529418231411643136,304.0
light,smartphone,1529418231614463232,1524.0
light,smartphone,1529418231817466112,2730.0
light,smartphone,1529418232020224000,3020.0
light,smartphone,1529418232223075072,1294.0
light,smartphone,1529418232425925120,288.0
light,smartphone,1529418232628806144,328.0
light,smartphone,1529418232831686912,1913.0
light,smartphone,1529418233034507008,3078.0
light,smartphone,1529418233237692160,2997.0
light,smartphone,1529418233440268032,1422.0
light,smartphone,1529418233643148800,248.0
light,smartphone,1529418233845999104,701.0
light,smartphone,1529418234048880128,2472.0
light,smartphone,1529418234251791872,3458.0
light,smartphone,1529418234454611200,1927.0
light,smartphone,1529418234657893888,401.0
light,smartphone,1529418234860347904,625.0
light,smartphone,1529418235063197952,1776.0
light,smartphone,1529418235266078976,2531.0
light,smartphone,1529418235468960000,2274.0
light,smartphone,1529418235671992832,619.0
light,smartphone,1529418235874629888,564.0
light,smartphone,1529418236280361728,2819.0
light,smartphone,1529418236483241984,3513.0
light,smartphone,1529418236686122752,2949.0
light,smartphone,1529418236888973824,977.0
light,smartphone,1529418237092189952,353.0
light,smartphone,1529418237294704896,1813.0
light,smartphone,1529418237497554944,3447.0
light,smartphone,1529418237903286016,1297.0
light,smartphone,1529418238106288896,245.0
light,smartphone,1529418238309047808,634.0
light,smartphone,1529418238511867904,2609.0
light,smartphone,1529418238714748928,3366.0
light,smartphone,1529418238917628928,2699.0
light,smartphone,1529418239120480000,387.0
light,smartphone,1529418239323329792,335.0
light,smartphone,1529418239526454784,1392.0
light,smartphone,1529418239729091840,3057.0
light,smartphone,1529418239931911936,3714.0
light,smartphone,1529418240134792960,1800.0
light,smartphone,1529418240337672960,257.0
light,smartphone,1529418240540553984,473.0
light,smartphone,1529418240743374080,2906.0
light,smartphone,1529418240946681856,3197.0
light,smartphone,1529418241149135872,2904.0
light,smartphone,1529418241351985920,833.0
light,smartphone,1529418241554897920,291.0
light,smartphone,1529418241757838848,1443.0
light,smartphone,1529418241960719872,3162.0
light,smartphone,1529418242163510016,3168.0
light,smartphone,1529418242366390784,2154.0
light,smartphone,1529418242569209856,252.0
light,smartphone,1529418242772121856,330.0
light,smartphone,1529418242975032832,2424.0
light,smartphone,1529418243177913856,3509.0
light,smartphone,1529418243380916992,3107.0
light,smartphone,1529418243583644928,707.0
light,smartphone,1529418243786525952,320.0
light,smartphone,1529418243989376000,1336.0
light,smartphone,1529418244192256768,3066.0
light,smartphone,1529418244395169024,3293.0
light,smartphone,1529418244598031872,2012.0
light,smartphone,1529418244801126912,385.0
light,smartphone,1529418245003762944,430.0
light,smartphone,1529418245206643968,1949.0
light,smartphone,1529418245409524992,3166.0
light,smartphone,1529418245612435968,2680.0
light,smartphone,1529418245815347968,670.0
light,smartphone,1529418246018198016,537.0
