_id,statusId,sensorName,accuracy,value,timestamp
94775,4,"AK09911 Magnetometer",3,"[13.430786,-13.804626,42.547607]",1528171773581
94793,4,"AK09911 Magnetometer",3,"[12.70752,-13.108826,41.82434]",1528171773601
94854,4,"AK09911 Magnetometer",3,"[12.016296,-11.029053,43.226624]",1528171773621
94874,4,"AK09911 Magnetometer",3,"[12.030029,-11.729431,44.664]",1528171773641
94935,4,"AK09911 Magnetometer",3,"[11.090088,-4.725647,42.59796]",1528171773661
94953,4,"AK09911 Magnetometer",3,"[10.398865,-2.6443481,44.000244]",1528171773682
95014,4,"AK09911 Magnetometer",3,"[10.676575,5.6381226,44.15741]",1528171773701
95032,4,"AK09911 Magnetometer",3,"[10.714722,7.7194214,46.272278]",1528171773721
95093,4,"AK09911 Magnetometer",3,"[11.439514,8.4198,46.261597]",1528171773741
95111,4,"AK09911 Magnetometer",3,"[7.86438,11.184692,46.943665]",1528171773761
95172,4,"AK09911 Magnetometer",3,"[8.618164,13.969421,48.33374]",1528171773781
95192,4,"AK09911 Magnetometer",3,"[6.4483643,16.751099,46.154785]",1528171773801
95253,4,"AK09911 Magnetometer",3,"[6.4575195,18.144226,46.136475]",1528171773821
95271,4,"AK09911 Magnetometer",3,"[6.491089,22.320557,46.795654]",1528171773841
95332,4,"AK09911 Magnetometer",3,"[6.486511,25.810242,44.604492]",1528171773862
95350,4,"AK09911 Magnetometer",3,"[6.4727783,26.51062,43.167114]",1528171773881
95411,4,"AK09911 Magnetometer",3,"[6.4605713,28.607178,40.99579]",1528171773901
95429,4,"AK09911 Magnetometer",3,"[6.489563,30.691528,42.396545]",1528171773921
95490,4,"AK09911 Magnetometer",3,"[4.347229,30.67627,43.82782]",1528171773941
95510,4,"AK09911 Magnetometer",3,"[5.7617188,32.08618,40.950012]",1528171773962
95571,4,"AK09911 Magnetometer",3,"[5.7907104,34.170532,42.35077]",1528171773981
95589,4,"AK09911 Magnetometer",3,"[5.7891846,26.367188,38.145447]",1528171774001
95650,4,"AK09911 Magnetometer",3,"[6.1569214,7.4142456,47.106934]",1528171774021
95668,4,"AK09911 Magnetometer",3,"[7.588196,7.4249268,46.391296]",1528171774041
95729,4,"AK09911 Magnetometer",3,"[7.609558,9.512329,47.07794]",1528171774061
95747,4,"AK09911 Magnetometer",3,"[8.325195,8.81958,47.08557]",1528171774081
95808,4,"AK09911 Magnetometer",3,"[5.444336,8.804321,47.09015]",1528171774101
95828,4,"AK09911 Magnetometer",3,"[6.161499,8.111572,47.09778]",1528171774122
95889,4,"AK09911 Magnetometer",3,"[6.1569214,6.0195923,47.84088]",1528171774141
95907,4,"AK09911 Magnetometer",3,"[8.296204,3.944397,47.151184]",1528171774161
95925,4,"AK09911 Magnetometer",3,"[9.7717285,2.546692,50.74005]",1528171774181
95943,4,"AK09911 Magnetometer",3,"[9.025574,-1.6357422,50.79651]",1528171774201
96004,4,"AK09911 Magnetometer",3,"[11.169434,-3.0151367,50.099182]",1528171774221
96022,4,"AK09911 Magnetometer",3,"[11.903381,-5.1071167,52.268982]",1528171774240
96040,4,"AK09911 Magnetometer",3,"[10.466003,-4.4189453,52.261353]",1528171774261
96101,4,"AK09911 Magnetometer",3,"[11.148071,-7.8918457,50.878906]",1528171774281
96121,4,"AK09911 Magnetometer",3,"[10.403442,-13.470459,51.66931]",1528171774301
96182,4,"AK09911 Magnetometer",3,"[10.406494,-14.169312,52.39258]",1528171774321
96200,4,"AK09911 Magnetometer",3,"[8.149719,6.625366,43.26172]",1528171774341
96261,4,"AK09911 Magnetometer",3,"[8.862305,5.2368164,43.28003]",1528171774361
96279,4,"AK09911 Magnetometer",3,"[8.132935,2.444458,44.032288]",1528171774380
96340,4,"AK09911 Magnetometer",3,"[7.369995,-1.7333984,42.660522]",1528171774401
96358,4,"AK09911 Magnetometer",3,"[7.356262,-1.0314941,41.223145]",1528171774420
96419,4,"AK09911 Magnetometer",3,"[8.784485,-3.1143188,41.249084]",1528171774441
96439,4,"AK09911 Magnetometer",3,"[8.779907,-3.8101196,41.25824]",1528171774461
96500,4,"AK09911 Magnetometer",3,"[8.776855,-4.5074463,41.267395]",1528171774481
96518,4,"AK09911 Magnetometer",3,"[8.052063,-5.206299,41.278076]",1528171774501
96579,4,"AK09911 Magnetometer",3,"[8.805847,-2.4215698,42.66815]",1528171774521
96597,4,"AK09911 Magnetometer",3,"[10.23407,-3.1082153,41.96167]",1528171774540
96658,4,"AK09911 Magnetometer",3,"[9.544373,-1.0284424,43.362427]",1528171774561
96676,4,"AK09911 Magnetometer",3,"[7.3791504,-0.340271,42.642212]",1528171774580
96737,4,"AK09911 Magnetometer",3,"[11.747742,4.551697,44.000244]",1528171774601
96757,4,"AK09911 Magnetometer",3,"[11.738586,4.5547485,43.286133]",1528171774621
96818,4,"AK09911 Magnetometer",3,"[11.030579,6.640625,43.258667]",1528171774641
96836,4,"AK09911 Magnetometer",3,"[11.184692,15.965271,45.1416]",1528171774660
96897,4,"AK09911 Magnetometer",3,"[11.631775,12.953186,49.86267]",1528171774681
96915,4,"AK09911 Magnetometer",3,"[10.194397,16.43219,48.38867]",1528171774700
96976,4,"AK09911 Magnetometer",3,"[10.220337,20.610046,48.33374]",1528171774720
96994,4,"AK09911 Magnetometer",3,"[11.660767,22.013855,47.598267]",1528171774740
97055,4,"AK09911 Magnetometer",3,"[12.371826,23.414612,46.150208]",1528171774761
97075,4,"AK09911 Magnetometer",3,"[10.957336,27.586365,46.095276]",1528171774781
97136,4,"AK09911 Magnetometer",3,"[10.952759,29.67987,44.63806]",1528171774801
97154,4,"AK09911 Magnetometer",3,"[10.249329,29.670715,46.06781]",1528171774820
97215,4,"AK09911 Magnetometer",3,"[8.088684,32.450867,44.604492]",1528171774840
97233,4,"AK09911 Magnetometer",3,"[9.489441,31.77185,41.75415]",1528171774861
97294,4,"AK09911 Magnetometer",3,"[9.512329,32.463074,43.174744]",1528171774881
97312,4,"AK09911 Magnetometer",3,"[10.231018,33.862305,42.440796]",1528171774901
97373,4,"AK09911 Magnetometer",3,"[8.808899,33.850098,43.870544]",1528171774921
97391,4,"AK09911 Magnetometer",3,"[10.232544,32.466125,43.173218]",1528171774940
97454,4,"AK09911 Magnetometer",3,"[9.507751,33.161926,42.44995]",1528171774960
97515,4,"AK09911 Magnetometer",3,"[9.515381,31.764221,43.89801]",1528171774981
97533,4,"AK09911 Magnetometer",3,"[12.586975,7.473755,45.373535]",1528171775001
97594,4,"AK09911 Magnetometer",3,"[12.574768,5.3848267,45.401]",1528171775020
97612,4,"AK09911 Magnetometer",3,"[12.579346,4.685974,46.125793]",1528171775040
97630,4,"AK09911 Magnetometer",3,"[11.148071,1.8859863,48.3078]",1528171775060
97691,4,"AK09911 Magnetometer",3,"[12.597656,1.890564,49.020386]",1528171775080
97709,4,"AK09911 Magnetometer",3,"[12.567139,-1.5899658,48.35205]",1528171775100
97772,4,"AK09911 Magnetometer",3,"[13.296509,-1.58844,49.066162]",1528171775121
97790,4,"AK09911 Magnetometer",3,"[15.470886,-3.6727905,51.234436]",1528171775141
97851,4,"AK09911 Magnetometer",3,"[15.449524,-7.154846,51.28174]",1528171775160
97869,4,"AK09911 Magnetometer",3,"[16.859436,-10.627747,50.611877]",1528171775180
97930,4,"AK09911 Magnetometer",3,"[16.139221,-12.026978,51.345825]",1528171775201
97991,4,"AK09911 Magnetometer",3,"[18.266296,-16.192627,50.68512]",1528171775220
98009,4,"AK09911 Magnetometer",3,"[18.955994,-18.2724,49.282837]",1528171775240
98027,4,"AK09911 Magnetometer",3,"[18.249512,-21.768188,52.18811]",1528171775260
98090,4,"AK09911 Magnetometer",3,"[16.792297,-24.560547,52.227783]",1528171775281
98108,4,"AK09911 Magnetometer",3,"[16.770935,-26.64795,51.541138]",1528171775300
98169,4,"AK09911 Magnetometer",3,"[16.723633,-28.727722,48.71216]",1528171775321
98187,4,"AK09911 Magnetometer",3,"[8.752441,-1.0772705,43.28766]",1528171775340
98248,4,"AK09911 Magnetometer",3,"[8.74939,-0.37841797,42.562866]",1528171775360
98266,4,"AK09911 Magnetometer",3,"[9.4696045,-1.7700195,43.295288]",1528171775380
98327,4,"AK09911 Magnetometer",3,"[8.744812,0.32043457,41.8396]",1528171775401
98345,4,"AK09911 Magnetometer",3,"[10.176086,0.32958984,41.123962]",1528171775420
98406,4,"AK09911 Magnetometer",3,"[9.490967,1.7120361,43.247986]",1528171775440
98426,4,"AK09911 Magnetometer",3,"[11.668396,5.9036255,42.47589]",1528171775460
98487,4,"AK09911 Magnetometer",3,"[10.964966,5.895996,43.90564]",1528171775481
98505,4,"AK09911 Magnetometer",3,"[11.720276,10.075378,44.561768]",1528171775500
98566,4,"AK09911 Magnetometer",3,"[11.715698,10.774231,43.8385]",1528171775520
98584,4,"AK09911 Magnetometer",3,"[10.27832,12.858582,43.09845]",1528171775540
98645,4,"AK09911 Magnetometer",3,"[10.27832,14.253235,42.364502]",1528171775560
98663,4,"AK09911 Magnetometer",3,"[11.029053,17.736816,43.03131]",1528171775580
98724,4,"AK09911 Magnetometer",3,"[6.706238,20.506287,41.571045]",1528171775600
98744,4,"AK09911 Magnetometer",3,"[12.280273,28.710938,43.344116]",1528171775620
98805,4,"AK09911 Magnetometer",3,"[13.031006,30.79834,44.743347]",1528171775641
98823,4,"AK09911 Magnetometer",3,"[10.847473,31.491089,42.593384]",1528171775660
98884,4,"AK09911 Magnetometer",3,"[11.886597,4.408264,42.76123]",1528171775681
98902,4,"AK09911 Magnetometer",3,"[11.170959,6.4971924,42.019653]",1528171775700
98963,4,"AK09911 Magnetometer",3,"[10.453796,8.584595,41.278076]",1528171775720
99024,4,"AK09911 Magnetometer",3,"[10.467529,9.27887,41.983032]",1528171775740
99042,4,"AK09911 Magnetometer",3,"[10.462952,8.583069,41.993713]",1528171775760
99105,4,"AK09911 Magnetometer",3,"[9.036255,9.269714,42.700195]",1528171775780
99123,4,"AK09911 Magnetometer",3,"[11.917114,10.679626,41.963196]",1528171775800
99184,4,"AK09911 Magnetometer",3,"[8.2977295,9.269714,41.271973]",1528171775820
99202,4,"AK09911 Magnetometer",3,"[10.432434,7.8933716,39.85901]",1528171775840
99263,4,"AK09911 Magnetometer",3,"[10.462952,8.583069,41.993713]",1528171775860
99281,4,"AK09911 Magnetometer",3,"[8.311462,7.1731567,43.4433]",1528171775880
99342,4,"AK09911 Magnetometer",3,"[8.992004,5.0949097,41.326904]",1528171775900
99360,4,"AK09911 Magnetometer",3,"[9.751892,4.3899536,44.908142]",1528171775920
99423,4,"AK09911 Magnetometer",3,"[11.531067,-3.8131714,46.11664]",1528171775940
99441,4,"AK09911 Magnetometer",3,"[12.968445,-4.5028687,46.124268]",1528171775960
99502,4,"AK09911 Magnetometer",3,"[12.252808,-6.600952,47.581482]",1528171775980
99520,4,"AK09911 Magnetometer",3,"[12.039185,-9.065247,48.451233]",1528171776000
99581,4,"AK09911 Magnetometer",3,"[10.449219,6.5933228,44.851685]",1528171776020
99599,4,"AK09911 Magnetometer",3,"[12.593079,2.4230957,45.6192]",1528171776040
99660,4,"AK09911 Magnetometer",3,"[11.14502,-0.37231445,46.372986]",1528171776060
99678,4,"AK09911 Magnetometer",3,"[14.724731,-3.8360596,46.41571]",1528171776079
99698,4,"AK09911 Magnetometer",3,"[13.279724,-7.3303223,47.89276]",1528171776100
99759,4,"AK09911 Magnetometer",3,"[11.831665,-7.3349,47.180176]",1528171776120
99820,4,"AK09911 Magnetometer",3,"[13.21106,-11.495972,44.377136]",1528171776139
99838,4,"AK09911 Magnetometer",3,"[11.77063,-12.89978,45.111084]",1528171776160
99899,4,"AK09911 Magnetometer",3,"[9.605408,-13.606262,45.12329]",1528171776180
99917,4,"AK09911 Magnetometer",3,"[11.741638,-16.378784,44.444275]",1528171776199
99978,4,"AK09911 Magnetometer",3,"[9.555054,-19.174194,43.769836]",1528171776220
99996,4,"AK09911 Magnetometer",3,"[11.727905,-19.863892,45.20569]",1528171776240
100057,4,"AK09911 Magnetometer",3,"[11.375427,-9.255981,40.307617]",1528171776260
100077,4,"AK09911 Magnetometer",3,"[13.545227,-10.643005,41.752625]",1528171776280
100138,4,"AK09911 Magnetometer",3,"[14.265442,-10.639954,41.7511]",1528171776300
100156,4,"AK09911 Magnetometer",3,"[13.549805,-8.551025,41.00952]",1528171776320
100217,4,"AK09911 Magnetometer",3,"[13.517761,-1.5426636,46.113586]",1528171776340
100235,4,"AK09911 Magnetometer",3,"[13.513184,0.5508423,44.656372]",1528171776360
100296,4,"AK09911 Magnetometer",3,"[15.72113,4.0374756,46.749878]",1528171776379
100314,4,"AK09911 Magnetometer",3,"[13.572693,7.510376,45.991516]",1528171776400
100375,4,"AK09911 Magnetometer",3,"[12.869263,10.293579,45.954895]",1528171776420
100395,4,"AK09911 Magnetometer",3,"[14.300537,11.697388,44.50531]",1528171776440
100456,4,"AK09911 Magnetometer",3,"[12.895203,14.471436,45.898438]",1528171776460
100474,4,"AK09911 Magnetometer",3,"[12.229919,20.73059,47.244263]",1528171776479
100535,4,"AK09911 Magnetometer",3,"[14.369202,20.050049,45.822144]",1528171776499
100553,4,"AK09911 Magnetometer",3,"[12.924194,23.532104,43.634033]",1528171776520
100614,4,"AK09911 Magnetometer",3,"[12.216187,25.617981,43.606567]",1528171776540
100632,4,"AK09911 Magnetometer",3,"[12.936401,28.411865,42.140198]",1528171776559
100693,4,"AK09911 Magnetometer",3,"[11.347961,24.234009,44.155884]",1528171776579
100713,4,"AK09911 Magnetometer",3,"[11.325073,26.332092,41.270447]",1528171776600
100774,4,"AK09911 Magnetometer",3,"[9.204102,28.404236,43.388367]",1528171776619
100792,4,"AK09911 Magnetometer",3,"[11.338806,28.422546,41.24298]",1528171776640
100853,4,"AK09911 Magnetometer",3,"[9.919739,30.500793,41.931152]",1528171776659
100871,4,"AK09911 Magnetometer",3,"[10.600281,7.4157715,43.070984]",1528171776680
100932,4,"AK09911 Magnetometer",3,"[10.592651,7.4172974,42.356873]",1528171776700
100950,4,"AK09911 Magnetometer",3,"[11.294556,6.0302734,41.659546]",1528171776719
101011,4,"AK09911 Magnetometer",3,"[11.325073,6.7199707,43.792725]",1528171776739
101031,4,"AK09911 Magnetometer",3,"[11.317444,5.3268433,43.81256]",1528171776760
101092,4,"AK09911 Magnetometer",3,"[12.028503,5.332947,43.096924]",1528171776780
101110,4,"AK09911 Magnetometer",3,"[12.023926,3.2409668,43.840027]",1528171776799
101171,4,"AK09911 Magnetometer",3,"[11.296082,1.8447876,43.858337]",1528171776819
101189,4,"AK09911 Magnetometer",3,"[10.571289,-0.25024414,44.602966]",1528171776840
101250,4,"AK09911 Magnetometer",3,"[12.727356,-0.93536377,44.60907]",1528171776859
101268,4,"AK09911 Magnetometer",3,"[12.020874,-3.0349731,46.780396]",1528171776880
101329,4,"AK09911 Magnetometer",3,"[15.588379,-5.619812,48.197937]",1528171776899
101347,4,"AK09911 Magnetometer",3,"[14.152527,-6.324768,48.92273]",1528171776919
101410,4,"AK09911 Magnetometer",3,"[17.727661,-9.089661,48.242188]",1528171776940
101428,4,"AK09911 Magnetometer",3,"[16.275024,-11.187744,48.27118]",1528171776960
101489,4,"AK09911 Magnetometer",3,"[18.447876,-13.272095,50.439453]",1528171776979
101550,4,"AK09911 Magnetometer",3,"[17.684937,-16.055298,48.335266]",1528171777000
101568,4,"AK09911 Magnetometer",3,"[12.580872,4.7470093,42.741394]",1528171777019
101629,4,"AK09911 Magnetometer",3,"[12.528992,0.57525635,40.65399]",1528171777040
101647,4,"AK09911 Magnetometer",3,"[14.689636,-2.2033691,42.11731]",1528171777059
101708,4,"AK09911 Magnetometer",3,"[14.689636,-2.2033691,42.11731]",1528171777079
101728,4,"AK09911 Magnetometer",3,"[13.922119,-5.682373,40.022278]",1528171777100
101789,4,"AK09911 Magnetometer",3,"[12.486267,-4.992676,40.01465]",1528171777119
101807,4,"AK09911 Magnetometer",3,"[13.943481,-4.99115,41.441345]",1528171777139
101868,4,"AK09911 Magnetometer",3,"[15.388489,-4.286194,41.430664]",1528171777159
101886,4,"AK09911 Magnetometer",3,"[15.397644,-2.8930664,41.412354]",1528171777179
101947,4,"AK09911 Magnetometer",3,"[15.397644,-2.8930664,41.412354]",1528171777199
101965,4,"AK09911 Magnetometer",3,"[14.689636,-0.37078857,40.830994]",1528171777219
102026,4,"AK09911 Magnetometer",3,"[14.689636,-0.37078857,40.830994]",1528171777240
102046,4,"AK09911 Magnetometer",3,"[15.434265,3.8101196,40.77301]",1528171777260
102107,4,"AK09911 Magnetometer",3,"[15.434265,3.8101196,40.77301]",1528171777279
102125,4,"AK09911 Magnetometer",3,"[14.727783,7.2921753,40.013123]",1528171777299
102186,4,"AK09911 Magnetometer",3,"[15.481567,11.471558,40.670776]",1528171777319
102204,4,"AK09911 Magnetometer",3,"[12.921143,17.425537,42.95807]",1528171777339
102265,4,"AK09911 Magnetometer",3,"[13.047791,6.892395,44.432068]",1528171777359
102283,4,"AK09911 Magnetometer",3,"[12.365723,11.761475,45.082092]",1528171777379
102344,4,"AK09911 Magnetometer",3,"[13.08136,11.068726,45.08972]",1528171777399
102364,4,"AK09911 Magnetometer",3,"[12.3703,15.248108,43.606567]",1528171777419
102425,4,"AK09911 Magnetometer",3,"[12.37793,18.035889,42.85431]",1528171777440
102443,4,"AK09911 Magnetometer",3,"[11.6622925,18.728638,42.845154]",1528171777459
102504,4,"AK09911 Magnetometer",3,"[10.20813,20.817566,40.67688]",1528171777479
102522,4,"AK09911 Magnetometer",3,"[8.779907,22.898865,40.649414]",1528171777499
102583,4,"AK09911 Magnetometer",3,"[9.5047,23.599243,40.64026]",1528171777519
102601,4,"AK09911 Magnetometer",3,"[10.220337,21.958923,39.616394]",1528171777539
102662,4,"AK09911 Magnetometer",3,"[8.050537,21.949768,38.905334]",1528171777559
102680,4,"AK09911 Magnetometer",3,"[8.076477,23.338318,40.315247]",1528171777579
102743,4,"AK09911 Magnetometer",3,"[9.53064,22.645569,41.7511]",1528171777599
102761,4,"AK09911 Magnetometer",3,"[9.495544,22.654724,38.894653]",1528171777619
102822,4,"AK09911 Magnetometer",3,"[8.77533,19.86084,40.361023]",1528171777639
102840,4,"AK09911 Magnetometer",3,"[9.513855,21.253967,41.055298]",1528171777659
102901,4,"AK09911 Magnetometer",3,"[14.125061,8.013916,46.795654]",1528171777679
102919,4,"AK09911 Magnetometer",3,"[12.646484,5.923462,44.682312]",1528171777699
102980,4,"AK09911 Magnetometer",3,"[14.108276,5.227661,46.8338]",1528171777719
102998,4,"AK09911 Magnetometer",3,"[14.103699,3.1356812,47.57538]",1528171777739
103061,4,"AK09911 Magnetometer",3,"[15.519714,1.7547607,46.16394]",1528171777759
103079,4,"AK09911 Magnetometer",3,"[14.091492,1.0467529,47.60437]",1528171777779
103140,4,"AK09911 Magnetometer",3,"[16.249084,-2.4291992,49.076843]",1528171777799
103158,4,"AK09911 Magnetometer",3,"[13.35907,-5.232239,49.832153]",1528171777819
103219,4,"AK09911 Magnetometer",3,"[15.493774,-6.6085815,48.41919]",1528171777838
103237,4,"AK09911 Magnetometer",3,"[15.684509,-4.8934937,49.520874]",1528171777859
103298,4,"AK09911 Magnetometer",3,"[14.205933,-6.982422,47.40753]",1528171777879
103316,4,"AK09911 Magnetometer",3,"[13.478088,-11.169434,48.892212]",1528171777899
103379,4,"AK09911 Magnetometer",3,"[13.452148,-12.557983,47.4823]",1528171777919
103440,4,"AK09911 Magnetometer",3,"[14.146423,-15.336609,46.80481]",1528171777939
103458,4,"AK09911 Magnetometer",3,"[14.866638,-18.12439,48.269653]",1528171777959
103476,4,"AK09911 Magnetometer",3,"[16.299438,-19.509888,48.287964]",1528171777979
103537,4,"AK09911 Magnetometer",3,"[14.120483,-20.910645,47.59369]",1528171777998
103555,4,"AK09911 Magnetometer",3,"[13.859558,-12.57782,43.03894]",1528171778019
103616,4,"AK09911 Magnetometer",3,"[10.974121,-13.288879,43.052673]",1528171778038
103634,4,"AK09911 Magnetometer",3,"[13.845825,-14.666748,43.066406]",1528171778059
103697,4,"AK09911 Magnetometer",3,"[13.142395,-11.885071,43.03131]",1528171778079
103715,4,"AK09911 Magnetometer",3,"[15.32135,-10.482788,43.72406]",1528171778099
103776,4,"AK09911 Magnetometer",3,"[16.783142,-8.389282,44.407654]",1528171778119
103837,4,"AK09911 Magnetometer",3,"[13.902283,-7.008362,43.678284]",1528171778138
103855,4,"AK09911 Magnetometer",3,"[14.639282,-5.6137085,44.37256]",1528171778159
103916,4,"AK09911 Magnetometer",3,"[12.261963,9.77478,43.02826]",1528171778179
103934,4,"AK09911 Magnetometer",3,"[10.812378,11.164856,41.583252]",1528171778199
103995,4,"AK09911 Magnetometer",3,"[10.847473,12.550354,43.707275]",1528171778219
104013,4,"AK09911 Magnetometer",3,"[10.127258,16.732788,41.508484]",1528171778238
104076,4,"AK09911 Magnetometer",3,"[9.466553,22.29309,43.577576]",1528171778259
104094,4,"AK09911 Magnetometer",3,"[11.587524,23.013306,39.994812]",1528171778278
104155,4,"AK09911 Magnetometer",3,"[8.728027,25.083923,40.68451]",1528171778298
104173,4,"AK09911 Magnetometer",3,"[8.744812,27.870178,40.646362]",1528171778319
104234,4,"AK09911 Magnetometer",3,"[8.0078125,29.266357,38.485718]",1528171778338
104252,4,"AK09911 Magnetometer",3,"[8.804321,32.2464,41.407776]",1528171778359
104313,4,"AK09911 Magnetometer",3,"[9.545898,34.336853,42.092896]",1528171778379
104331,4,"AK09911 Magnetometer",3,"[10.253906,33.64563,41.386414]",1528171778398
104394,4,"AK09911 Magnetometer",3,"[10.258484,34.342957,41.37726]",1528171778419
104412,4,"AK09911 Magnetometer",3,"[8.821106,35.031128,41.36963]",1528171778439
104473,4,"AK09911 Magnetometer",3,"[10.270691,35.03723,42.082214]",1528171778459
104491,4,"AK09911 Magnetometer",3,"[10.261536,36.43341,40.63568]",1528171778479
104552,4,"AK09911 Magnetometer",3,"[9.579468,13.366699,39.241028]",1528171778499
104570,4,"AK09911 Magnetometer",3,"[9.5703125,13.368225,38.526917]",1528171778519
104631,4,"AK09911 Magnetometer",3,"[8.103943,11.973572,37.11853]",1528171778538
104649,4,"AK09911 Magnetometer",3,"[9.576416,9.880066,40.716553]",1528171778558
104712,4,"AK09911 Magnetometer",3,"[8.821106,8.48999,38.594055]",1528171778579
104730,4,"AK09911 Magnetometer",3,"[8.834839,6.3934326,40.76538]",1528171778599
104791,4,"AK09911 Magnetometer",3,"[9.576416,5.69458,42.91687]",1528171778619
104852,4,"AK09911 Magnetometer",3,"[10.284424,3.6087036,42.944336]",1528171778638
104870,4,"AK09911 Magnetometer",3,"[10.267639,0.82244873,42.980957]",1528171778658
104931,4,"AK09911 Magnetometer",3,"[16.47644,-7.583618,47.325134]",1528171778678
104949,4,"AK09911 Magnetometer",3,"[16.481018,-8.282471,48.049927]",1528171778698
105010,4,"AK09911 Magnetometer",3,"[15.036011,-8.985901,48.060608]",1528171778718
105030,4,"AK09911 Magnetometer",3,"[16.445923,-13.853455,48.124695]",1528171778739
105091,4,"AK09911 Magnetometer",3,"[16.412354,-16.635132,46.733093]",1528171778758
105109,4,"AK09911 Magnetometer",3,"[17.149353,-18.031311,48.893738]",1528171778779
105170,4,"AK09911 Magnetometer",3,"[16.404724,-22.213745,48.950195]",1528171778798
105188,4,"AK09911 Magnetometer",3,"[13.127136,-12.358093,46.287537]",1528171778818
105249,4,"AK09911 Magnetometer",3,"[10.949707,-15.155029,46.328735]",1528171778839
105267,4,"AK09911 Magnetometer",3,"[12.373352,-15.142822,44.89746]",1528171778858
105328,4,"AK09911 Magnetometer",3,"[11.653137,-16.542053,45.63141]",1528171778879
105346,4,"AK09911 Magnetometer",3,"[12.342834,-15.83252,42.764282]",1528171778898
105409,4,"AK09911 Magnetometer",3,"[11.660767,-16.545105,46.34552]",1528171778918
105427,4,"AK09911 Magnetometer",3,"[12.373352,-15.142822,44.89746]",1528171778939
105488,4,"AK09911 Magnetometer",3,"[10.910034,-17.237854,44.213867]",1528171778959
105506,4,"AK09911 Magnetometer",3,"[14.550781,-13.742065,45.59021]",1528171778978
105567,4,"AK09911 Magnetometer",3,"[12.380981,-12.3550415,44.145203]",1528171778998
105585,4,"AK09911 Magnetometer",3,"[13.633728,4.2648315,40.31067]",1528171779018
105646,4,"AK09911 Magnetometer",3,"[12.960815,6.340027,43.141174]",1528171779038
105664,4,"AK09911 Magnetometer",3,"[13.664246,9.138489,40.245056]",1528171779058
105727,4,"AK09911 Magnetometer",3,"[11.549377,12.60376,42.344666]",1528171779079
105745,4,"AK09911 Magnetometer",3,"[12.994385,16.098022,40.867615]",1528171779098
105806,4,"AK09911 Magnetometer",3,"[13.722229,20.285034,39.38141]",1528171779118
105824,4,"AK09911 Magnetometer",3,"[11.543274,25.257874,40.504456]",1528171779139
105885,4,"AK09911 Magnetometer",3,"[11.569214,29.437256,40.447998]",1528171779158
105903,4,"AK09911 Magnetometer",3,"[10.128784,29.429626,40.449524]",1528171779178
105964,4,"AK09911 Magnetometer",3,"[8.709717,32.904053,40.405273]",1528171779198
105982,4,"AK09911 Magnetometer",3,"[10.140991,35.70404,38.22174]",1528171779218
106045,4,"AK09911 Magnetometer",3,"[10.140991,34.309387,38.95569]",1528171779239
106063,4,"AK09911 Magnetometer",3,"[9.428406,37.094116,38.204956]",1528171779258
106081,4,"AK09911 Magnetometer",3,"[8.705139,36.393738,38.215637]",1528171779278
106142,4,"AK09911 Magnetometer",3,"[8.708191,37.08954,38.204956]",1528171779298
106160,4,"AK09911 Magnetometer",3,"[7.286072,37.07733,39.63623]",1528171779318
106221,4,"AK09911 Magnetometer",3,"[8.717346,37.088013,38.920593]",1528171779338
106239,4,"AK09911 Magnetometer",3,"[11.251831,19.958496,41.374207]",1528171779358
106300,4,"AK09911 Magnetometer",3,"[9.811401,19.950867,41.37726]",1528171779378
106363,4,"AK09911 Magnetometer",3,"[9.823608,19.248962,42.814636]",1528171779398
106381,4,"AK09911 Magnetometer",3,"[11.2335205,17.172241,41.412354]",1528171779418
106442,4,"AK09911 Magnetometer",3,"[9.107971,15.756226,45.0058]",1528171779438
106460,4,"AK09911 Magnetometer",3,"[15.933228,1.0131836,44.265747]",1528171779458
106521,4,"AK09911 Magnetometer",3,"[14.492798,-0.390625,44.999695]",1528171779478
106539,4,"AK09911 Magnetometer",3,"[15.184021,-3.8665771,44.33136]",1528171779498
106600,4,"AK09911 Magnetometer",3,"[15.214539,-4.571533,47.198486]",1528171779518
106618,4,"AK09911 Magnetometer",3,"[15.913391,-6.655884,46.51184]",1528171779538
106679,4,"AK09911 Magnetometer",3,"[14.456177,-8.053589,45.817566]",1528171779558
106742,4,"AK09911 Magnetometer",3,"[15.882874,-11.531067,46.577454]",1528171779578
106760,4,"AK09911 Magnetometer",3,"[17.320251,-13.613892,47.317505]",1528171779598
106821,4,"AK09911 Magnetometer",3,"[16.574097,-17.796326,47.373962]",1528171779617
106839,4,"AK09911 Magnetometer",3,"[16.557312,-20.58258,47.41211]",1528171779638
106900,4,"AK09911 Magnetometer",3,"[15.815735,-21.278381,45.993042]",1528171779658
106918,4,"AK09911 Magnetometer",3,"[17.230225,-24.053955,45.314026]",1528171779678
106979,4,"AK09911 Magnetometer",3,"[17.095947,-16.319275,44.72351]",1528171779698
106997,4,"AK09911 Magnetometer",3,"[14.926147,-16.32843,44.01245]",1528171779718
107017,4,"AK09911 Magnetometer",3,"[14.923096,-17.024231,44.021606]",1528171779738
107078,4,"AK09911 Magnetometer",3,"[14.923096,-17.024231,44.021606]",1528171779758
107139,4,"AK09911 Magnetometer",3,"[14.283752,2.0095825,43.486023]",1528171779778
107157,4,"AK09911 Magnetometer",3,"[14.276123,2.0126343,42.77191]",1528171779798
