"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.057617190E-1,7.160644531E-1,9.497070312E-1,-6.652679443E-1
9.082336430E-1,8.726654053E-1,1.071151733E0,-6.769866943E-1
9.106750490E-1,1.014343262E0,1.190460205E0,-6.855163574E-1
9.131469730E-1,1.145370483E0,1.315093994E0,-6.897735596E-1
9.155883790E-1,1.271072388E0,1.429077148E0,-6.865844727E-1
9.180603030E-1,1.372268677E0,1.546264648E0,-6.759338379E-1
9.205322270E-1,1.466018677E0,1.665573120E0,-6.524963379E-1
9.229736330E-1,1.535263062E0,1.777420044E0,-6.077575684E-1
9.254455570E-1,1.583190918E0,1.890335083E0,-5.502319336E-1
9.279174810E-1,1.614089966E0,1.993667603E0,-4.788513184E-1
9.303588870E-1,1.630065918E0,2.083145142E0,-3.925628662E-1
9.328308110E-1,1.627944946E0,2.164108276E0,-2.902984619E-1
9.353027350E-1,1.617279053E0,2.246139526E0,-1.667327881E-1
9.377441410E-1,1.591720581E0,2.313247681E0,-3.250122070E-2
9.402160650E-1,1.566146851E0,2.349472046E0,1.112976074E-1
9.426574710E-1,1.536331177E0,2.372909546E0,2.593688965E-1
9.451293950E-1,1.499038696E0,2.379287720E0,4.181060791E-1
9.476013190E-1,1.462814331E0,2.375030518E0,5.757598877E-1
9.500427250E-1,1.420211792E0,2.363311768E0,7.334136963E-1
9.525146490E-1,1.379730225E0,2.335617065E0,8.878784180E-1
9.549865720E-1,1.344573975E0,2.285552979E0,1.037017822E0
9.574279790E-1,1.308364868E0,2.223770142E0,1.176559448E0
9.598999030E-1,1.276397705E0,2.136413574E0,1.308654785E0
9.623718260E-1,1.248703003E0,2.027755737E0,1.427963257E0
9.648132330E-1,1.223144531E0,1.899932861E0,1.534500122E0
9.672851560E-1,1.194381714E0,1.763565063E0,1.628234863E0
9.697570800E-1,1.163482666E0,1.618698120E0,1.714523315E0
9.721984870E-1,1.124069214E0,1.469558716E0,1.786956787E0
9.746704100E-1,1.075057983E0,1.311904907E0,1.862594604E0
9.771118170E-1,1.023925781E0,1.146789551E0,1.927581787E0
9.795837400E-1,9.621429443E-1,9.763336182E-1,1.987228394E0
9.820556640E-1,8.950347900E-1,8.005676270E-1,2.041564941E0
9.844970710E-1,8.140716553E-1,6.216125488E-1,2.089492798E0
9.869689940E-1,7.320556641E-1,4.394531250E-1,2.129974365E0
9.894409180E-1,6.489562988E-1,2.562255859E-1,2.162994385E0
9.918823240E-1,5.605468750E-1,7.939147949E-2,2.185379028E0
9.943542480E-1,4.657287598E-1,-8.360290527E-2,2.198150635E0
9.968261720E-1,3.698577881E-1,-2.316741943E-1,2.203475952E0
9.992980960E-1,2.750549316E-1,-3.690948486E-1,2.200286865E0
1.001739502E0,1.770477295E-1,-4.884033203E-1,2.186431885E0
1.004211426E0,8.224487305E-2,-5.959930420E-1,2.165130615E0
1.006652832E0,-1.469421387E-2,-6.844024658E-1,2.135299683E0
1.009124756E0,-1.105804443E-1,-7.600402832E-1,2.093765259E0
1.011566162E0,-2.096405029E-1,-8.143615723E-1,2.045822144E0
1.014038086E0,-3.065795898E-1,-8.591156006E-1,1.987228394E0
1.016510010E0,-4.035186768E-1,-8.921356201E-1,1.920120239E0
1.018951416E0,-5.004577637E-1,-9.166412354E-1,1.843429565E0
1.021423340E0,-5.942077637E-1,-9.240875244E-1,1.759262085E0
1.023895264E0,-6.826171875E-1,-9.283447266E-1,1.667648315E0
1.026367188E0,-7.742309570E-1,-9.240875244E-1,1.569656372E0
1.028808594E0,-8.573303223E-1,-9.006500244E-1,1.463119507E0
1.031280518E0,-9.297637939E-1,-8.601684570E-1,1.338485718E0
1.033721924E0,-9.883575439E-1,-7.664337158E-1,1.176559448E0
1.036193848E0,-1.041610718E0,-6.545715332E-1,1.008255005E0
1.038665772E0,-1.077835083E0,-5.448608398E-1,8.410034180E-1
1.041107178E0,-1.105529785E0,-4.404602051E-1,6.673736572E-1
1.043579102E0,-1.124710083E0,-3.264770508E-1,4.979858398E-1
1.046020508E0,-1.137481689E0,-2.135620117E-1,3.350067139E-1
1.048492432E0,-1.143875122E0,-9.532165527E-2,1.794738770E-1
1.050964356E0,-1.137481689E0,1.760864258E-2,3.247070312E-2
1.053436280E0,-1.120437622E0,1.305236816E-1,-1.049499512E-1
1.055877686E0,-1.100204468E0,2.381134033E-1,-2.210540771E-1
1.058349610E0,-1.077835083E0,3.425140381E-1,-3.254547119E-1
1.060791016E0,-1.049072266E0,4.437103271E-1,-4.096069336E-1
1.063262940E0,-1.019241333E0,5.417175293E-1,-4.703369141E-1
1.065734864E0,-9.968719482E-1,6.386566162E-1,-5.118713379E-1
1.068206787E0,-9.702453613E-1,7.228088379E-1,-5.395812988E-1
1.070678711E0,-9.414825439E-1,7.984466553E-1,-5.512847900E-1
1.073120117E0,-9.201812744E-1,8.591613770E-1,-5.523529053E-1
1.075561524E0,-8.924713135E-1,9.188232422E-1,-5.459594727E-1
1.078033447E0,-8.647766113E-1,9.763336182E-1,-5.353088379E-1
1.080505371E0,-8.338928223E-1,1.023208618E0,-5.278625488E-1
1.082946778E0,-8.029937744E-1,1.070083618E0,-5.193328857E-1
1.085418701E0,-7.731628418E-1,1.119079590E0,-5.118713379E-1
1.087860108E0,-7.412109375E-1,1.172348022E0,-5.118713379E-1
1.090332031E0,-7.124481201E-1,1.224548340E0,-5.161437988E-1
1.092803955E0,-6.868743896E-1,1.276748657E0,-5.257263184E-1
1.095245362E0,-6.527862549E-1,1.324676514E0,-5.406341553E-1
1.097717285E0,-6.250915527E-1,1.366226196E0,-5.544891357E-1
1.100189209E0,-5.952758789E-1,1.393920898E0,-5.672760010E-1
1.102630615E0,-5.654449463E-1,1.401382446E0,-5.768585205E-1
1.105102539E0,-5.388031006E-1,1.359832764E0,-5.821838379E-1
1.107543946E0,-5.196380615E-1,1.245849609E0,-5.757904053E-1
1.109985352E0,-5.377502441E-1,9.933929443E-1,-5.640716553E-1
1.112457276E0,-6.304168701E-1,5.449066162E-1,-5.502319336E-1
1.114929199E0,-7.838134766E-1,1.228332520E-2,-5.310516357E-1
1.117401123E0,-9.244384766E-1,-3.733520508E-1,-5.140075684E-1
1.119873047E0,-1.006454468E0,-5.235443115E-1,-5.012207031E-1
1.122314453E0,-1.041610718E0,-5.373992920E-1,-4.916381836E-1
1.124786377E0,-1.055465698E0,-5.192871094E-1,-4.809875488E-1
1.127258301E0,-1.061859131E0,-5.342102051E-1,-4.713897705E-1
1.129699707E0,-1.065048218E0,-5.906677246E-1,-4.671325684E-1
1.132171631E0,-1.074630737E0,-6.641693115E-1,-4.788513184E-1
1.134643555E0,-1.088485718E0,-7.408599854E-1,-5.012207031E-1
1.137084961E0,-1.102340698E0,-8.143615723E-1,-5.321197510E-1
1.139556885E0,-1.108734131E0,-8.846740723E-1,-5.747222900E-1
1.141998291E0,-1.106597900E0,-9.549865723E-1,-6.258544922E-1
1.144470215E0,-1.102340698E0,-1.010375977E0,-6.801910400E-1
1.146942139E0,-1.092742920E0,-1.032745361E0,-7.430419922E-1
1.149414063E0,-1.069305420E0,-1.023162842E0,-8.037567139E-1
1.151885987E0,-1.042678833E0,-9.752197266E-1,-8.687438965E-1
1.154357910E0,-1.007522583E0,-9.027862549E-1,-9.358520508E-1
1.156799317E0,-9.649200439E-1,-8.218231201E-1,-9.997711182E-1
1.159271240E0,-9.244384766E-1,-7.280883789E-1,-1.059417725E0
1.161743164E0,-8.775634766E-1,-6.290130615E-1,-1.115875244E0
1.164184571E0,-8.221740723E-1,-5.246124268E-1,-1.168075562E0
1.166656494E0,-7.689056396E-1,-4.170227051E-1,-1.216018677E0
1.169128418E0,-7.092590332E-1,-3.030395508E-1,-1.256500244E0
1.171569824E0,-6.432037354E-1,-1.784057617E-1,-1.290588379E0
1.174041748E0,-5.739593506E-1,-4.098510742E-2,-1.314025879E0
1.176483155E0,-4.951324463E-1,1.092224121E-1,-1.320419312E0
1.178955078E0,-4.120483398E-1,2.636718750E-1,-1.314025879E0
1.181427002E0,-3.204345703E-1,4.192047119E-1,-1.301239014E0
1.183868408E0,-2.202911377E-1,5.726013184E-1,-1.274612427E0
1.186340332E0,-1.137695312E-1,7.249450684E-1,-1.231994629E0
1.188812256E0,-8.544921875E-4,8.698120117E-1,-1.185119629E0
1.191253662E0,1.131286621E-1,1.015762329E0,-1.124404907E0
1.193725586E0,2.398986816E-1,1.158508301E0,-1.053024292E0
1.196197510E0,3.783874512E-1,1.286331177E0,-9.720764160E-1
1.198669434E0,5.126037598E-1,1.406707764E0,-8.793945312E-1
1.201110840E0,6.500244141E-1,1.516433716E0,-7.781982422E-1
1.203582764E0,7.863769531E-1,1.614440918E0,-6.727294922E-1
1.206024170E0,9.184722900E-1,1.702850342E0,-5.598144531E-1
1.208496094E0,1.047363281E0,1.782745361E0,-4.468994141E-1
1.210937500E0,1.163482666E0,1.848785400E0,-3.275909424E-1
1.213409424E0,1.267883301E0,1.904190063E0,-1.954956055E-1
1.215881348E0,1.364822388E0,1.951065063E0,-5.381774902E-2
1.218353272E0,1.432998657E0,1.995803833E0,9.532165527E-2
1.220794678E0,1.480926514E0,2.035217285E0,2.497863770E-1
1.223266602E0,1.506500244E0,2.056518555E0,4.063873291E-1
1.225708008E0,1.518218994E0,2.062911987E0,5.587158203E-1
1.228179932E0,1.502243042E0,2.061843872E0,6.982574463E-1
1.230651856E0,1.467086792E0,2.055450439E0,8.154449463E-1
1.233093262E0,1.410629272E0,2.041610718E0,9.166412354E-1
1.235565186E0,1.334991455E0,2.007522583E0,9.965362549E-1
1.238037110E0,1.246566772E0,1.941467285E0,1.056198120E0
1.240509033E0,1.161346436E0,1.842407227E0,1.100936890E0
1.242950440E0,1.061218262E0,1.715637207E0,1.130767822E0
1.245391846E0,9.642791748E-1,1.578216553E0,1.136093140E0
1.247863770E0,8.673400879E-1,1.426940918E0,1.128631592E0
1.250335694E0,7.576141357E-1,1.254379272E0,1.109451294E0
1.252777100E0,6.478881836E-1,1.060501099E0,1.071105957E0
1.255249024E0,5.392303467E-1,8.549041748E-1,1.019973755E0
1.257720947E0,4.188690186E-1,6.524963379E-1,9.581909180E-1
1.260162354E0,2.899627686E-1,4.618225098E-1,8.910827637E-1
1.262634278E0,1.525421143E-1,2.903137207E-1,8.154449463E-1
1.265106201E0,8.743286133E-3,1.401062012E-1,7.376708984E-1
1.267547608E0,-1.414642334E-1,2.079772949E-2,6.513977051E-1
1.270019531E0,-2.959289551E-1,-8.039855957E-2,5.597839355E-1
1.272460938E0,-4.493255615E-1,-1.784057617E-1,4.628448486E-1
1.274932862E0,-5.984649658E-1,-2.604370117E-1,3.680267334E-1
1.277404785E0,-7.401428223E-1,-3.264770508E-1,2.785491943E-1
1.279846192E0,-8.711700439E-1,-3.786773682E-1,1.965179443E-1
1.282318115E0,-9.979400635E-1,-4.138336182E-1,1.262207031E-1
1.284790039E0,-1.115112305E0,-4.329986572E-1,6.762695312E-2
1.287231446E0,-1.216323853E0,-4.383239746E-1,2.500915527E-2
1.289703369E0,-1.307937622E0,-4.372711182E-1,-1.119995117E-2
1.292175293E0,-1.381439209E0,-4.234161377E-1,-3.784179688E-2
1.294616699E0,-1.440017700E0,-4.021148682E-1,-5.593872070E-2
1.297088623E0,-1.478378296E0,-3.722839355E-1,-6.765747070E-2
1.299560547E0,-1.502868652E0,-3.275451660E-1,-7.618713379E-2
1.302001953E0,-1.523117065E0,-2.636260986E-1,-9.323120117E-2
1.304473877E0,-1.543350220E0,-1.602935791E-1,-1.273193359E-1
1.306915283E0,-1.555068970E0,-6.123352051E-2,-1.656646729E-1
1.309387207E0,-1.551879883E0,1.228332520E-2,-1.944274902E-1
1.311859131E0,-1.528442383E0,6.341552734E-2,-2.157287598E-1
1.314300537E0,-1.487960815E0,1.038970947E-1,-2.200012207E-1
1.316772461E0,-1.436828613E0,1.305236816E-1,-2.157287598E-1
1.319244385E0,-1.371841431E0,1.582183838E-1,-1.986846924E-1
1.321685791E0,-1.298339844E0,1.773986816E-1,-1.688690186E-1
1.324157715E0,-1.215255737E0,1.923065186E-1,-1.273193359E-1
1.326629639E0,-1.116180420E0,1.933746338E-1,-7.192993164E-2
1.329071045E0,-9.990081787E-1,1.795196533E-1,-5.874633789E-3
1.331542969E0,-8.711700439E-1,1.507568359E-1,7.614135742E-2
1.334014893E0,-7.294921875E-1,1.262664795E-1,1.645660400E-1
1.336456299E0,-5.888824463E-1,1.145477295E-1,2.604370117E-1
1.338928223E0,-4.493255615E-1,1.262664795E-1,3.584442139E-1
1.341369629E0,-3.119049072E-1,1.496887207E-1,4.585723877E-1
1.343841553E0,-1.691589355E-1,1.816558838E-1,5.576477051E-1
1.346313477E0,-3.173828125E-2,2.136077881E-1,6.513977051E-1
1.348785401E0,1.067352295E-1,2.562255859E-1,7.302246094E-1
1.351226807E0,2.462921143E-1,3.073577881E-1,7.941436768E-1
1.353698731E0,3.762512207E-1,3.797912598E-1,8.452758789E-1
1.356140137E0,5.019531250E-1,4.554290771E-1,8.857421875E-1
1.358612061E0,6.148681641E-1,5.470428467E-1,9.145050049E-1
1.361083985E0,7.107391357E-1,6.429138184E-1,9.379425049E-1
1.363525391E0,7.949066162E-1,7.483673096E-1,9.592590332E-1
1.365997315E0,8.588104248E-1,8.431854248E-1,9.730987549E-1
1.368469239E0,9.163360596E-1,9.102935791E-1,9.805603027E-1
1.370910645E0,9.632110596E-1,9.635620117E-1,9.784240723E-1
1.373382569E0,1.003692627E0,9.955139160E-1,9.730987549E-1
1.375823975E0,1.032455444E0,1.023208618E0,9.560546875E-1
1.378295899E0,1.045242310E0,1.029602051E0,9.422149658E-1
1.380767822E0,1.046310425E0,1.020019531E0,9.166412354E-1
1.383209229E0,1.024993896E0,1.007232666E0,8.857421875E-1
1.385681153E0,9.823913574E-1,1.004043579E0,8.516540527E-1
1.388153076E0,9.237976074E-1,1.000839233E0,8.122406006E-1
1.390594483E0,8.545532227E-1,9.848632812E-1,7.653808594E-1
1.393066406E0,7.746582031E-1,9.529113770E-1,7.099761963E-1
1.395538330E0,6.905059814E-1,9.060363770E-1,6.556549072E-1
1.398010254E0,6.031494141E-1,8.453063965E-1,6.045227051E-1
1.400451660E0,5.030212402E-1,7.771301270E-1,5.491333008E-1
1.402923584E0,4.018249512E-1,7.089538574E-1,4.969329834E-1
1.405364990E0,3.006134033E-1,6.343841553E-1,4.500579834E-1
1.407836914E0,1.951599121E-1,5.715332031E-1,4.127655029E-1
1.410278321E0,8.969116211E-2,5.161437988E-1,3.797454834E-1
1.412750244E0,-9.368896484E-3,4.660797119E-1,3.541870117E-1
1.415222168E0,-1.020507812E-1,4.341278076E-1,3.360748291E-1
1.417694092E0,-1.872711182E-1,4.181365967E-1,3.232879639E-1
1.420135498E0,-2.693023682E-1,4.149475098E-1,3.222198486E-1
1.422607422E0,-3.353424072E-1,4.181365967E-1,3.232879639E-1
1.425048828E0,-3.886108398E-1,4.234619141E-1,3.328704834E-1
1.427520752E0,-4.258880615E-1,4.309234619E-1,3.477935791E-1
1.429992676E0,-4.482574463E-1,4.362487793E-1,3.648376465E-1
1.432464600E0,-4.557189941E-1,4.447784424E-1,3.829498291E-1
1.434936524E0,-4.493255615E-1,4.532928467E-1,3.978576660E-1
1.437408447E0,-4.290924072E-1,4.596862793E-1,4.149017334E-1
1.439849854E0,-3.896789551E-1,4.735412598E-1,4.330139160E-1
1.442321778E0,-3.406677246E-1,4.873809814E-1,4.500579834E-1
1.444763184E0,-2.863464355E-1,5.001678467E-1,4.702911377E-1
1.447235108E0,-2.277526855E-1,5.086975098E-1,4.926605225E-1
1.449707031E0,-1.649017334E-1,5.086975098E-1,5.139770508E-1
1.452148438E0,-9.779357910E-2,5.054931641E-1,5.352783203E-1
1.454620362E0,-3.280639648E-2,4.959106445E-1,5.587158203E-1
1.457092285E0,2.578735352E-2,4.788665771E-1,5.757598877E-1
1.459533692E0,8.436584473E-2,4.447784424E-1,5.874786377E-1
1.462005615E0,1.365661621E-1,3.861846924E-1,5.970611572E-1
1.464477539E0,1.802368164E-1,3.233337402E-1,6.013183594E-1
1.466918946E0,2.185974121E-1,2.615509033E-1,6.023864746E-1
1.469390869E0,2.484130859E-1,2.040252686E-1,5.991973877E-1
1.471832276E0,2.686614990E-1,1.486358643E-1,5.928039551E-1
1.474304199E0,2.793121338E-1,9.323120117E-2,5.757598877E-1
1.476776123E0,2.803802490E-1,3.997802734E-2,5.533905029E-1
1.479217530E0,2.697296143E-1,-9.033203125E-3,5.256958008E-1
1.481689453E0,2.611999512E-1,-6.228637695E-2,4.937286377E-1
1.484161377E0,2.441558838E-1,-1.123657227E-1,4.617767334E-1
1.486602783E0,2.292480469E-1,-1.730804443E-1,4.319458008E-1
1.489074707E0,2.164611816E-1,-2.391204834E-1,4.053192139E-1
1.491546631E0,1.983489990E-1,-2.764129639E-1,3.903961182E-1
1.493988037E0,1.781158447E-1,-2.934570312E-1,3.872070312E-1
1.496459961E0,1.568145752E-1,-2.902526855E-1,3.808135986E-1
1.498931885E0,1.365661621E-1,-2.646942139E-1,3.829498291E-1
1.501373291E0,1.205902100E-1,-2.199554443E-1,3.903961182E-1
1.503845215E0,1.024780273E-1,-1.571044922E-1,3.903961182E-1
1.506286621E0,8.117675781E-2,-7.720947266E-2,3.903961182E-1
1.508758545E0,5.987548828E-2,2.293395996E-2,3.882751465E-1
1.511230469E0,3.749084473E-2,1.379852295E-1,3.776245117E-1
1.513671875E0,2.044677734E-2,2.647399902E-1,3.701629639E-1
1.516143799E0,4.470825195E-3,4.000396729E-1,3.637695312E-1
1.518585205E0,-1.257324219E-2,5.363922119E-1,3.605804443E-1
1.521057129E0,-2.536010742E-2,6.770019531E-1,3.563079834E-1
1.523529053E0,-3.280639648E-2,8.144226074E-1,3.573760986E-1
1.526000977E0,-3.706359863E-2,9.475860596E-1,3.616333008E-1
1.528442383E0,-3.813171387E-2,1.074340820E0,3.669586182E-1
1.530914307E0,-3.173828125E-2,1.186203003E0,3.722991943E-1
1.533386231E0,-1.896667480E-2,1.287399292E0,3.818817139E-1
1.535827637E0,-7.247924805E-3,1.369430542E0,3.903961182E-1
1.538299561E0,9.796142578E-3,1.433334351E0,4.031829834E-1
1.540740967E0,2.790832520E-2,1.482345581E0,4.138336182E-1
1.543212891E0,4.602050781E-2,1.516433716E0,4.223632812E-1
1.545684815E0,6.306457520E-2,1.535598755E0,4.319458008E-1
1.548126221E0,8.010864258E-2,1.544128418E0,4.372711182E-1
1.550598145E0,9.182739258E-2,1.548385620E0,4.447326660E-1
1.553070069E0,9.715270996E-2,1.541992188E0,4.532470703E-1
1.555511475E0,9.928894043E-2,1.523880005E0,4.607086182E-1
1.557983399E0,9.715270996E-2,1.501510620E0,4.638977051E-1
1.560455322E0,8.010864258E-2,1.470626831E0,4.681701660E-1
1.562896729E0,6.413269043E-2,1.437606812E0,4.766845703E-1
1.565368653E0,4.708862305E-2,1.399246216E0,4.820098877E-1
1.567840576E0,1.939392090E-2,1.357711792E0,4.905395508E-1
1.570281983E0,-9.368896484E-3,1.311904907E0,4.947967529E-1
1.572753906E0,-4.026794434E-2,1.255447388E0,4.979858398E-1
1.575225830E0,-7.115173340E-2,1.197921753E0,5.011901855E-1
1.577667237E0,-1.063079834E-1,1.135070801E0,5.022583008E-1
1.580139160E0,-1.436004639E-1,1.069015503E0,4.905395508E-1
1.582580567E0,-1.776885986E-1,9.955139160E-1,4.660339355E-1
1.585052490E0,-2.128448486E-1,9.273376465E-1,4.319458008E-1
1.587524414E0,-2.479858398E-1,8.623504639E-1,3.861389160E-1
1.589965821E0,-2.884674072E-1,8.101654053E-1,3.360748291E-1
1.592437744E0,-3.278808594E-1,7.632904053E-1,2.891998291E-1
1.594909668E0,-3.662414551E-1,7.142791748E-1,2.455291748E-1
1.597381592E0,-4.003295898E-1,6.663513184E-1,2.071838379E-1
1.599822998E0,-4.301605225E-1,6.130828857E-1,1.720275879E-1
1.602294922E0,-4.589080811E-1,5.715332031E-1,1.336669922E-1
1.604736328E0,-4.844818115E-1,5.449066162E-1,9.425354004E-2
1.607208252E0,-5.057830811E-1,5.406494141E-1,5.165100098E-2
1.609649658E0,-5.260314941E-1,5.608825684E-1,6.912231445E-3
1.612121582E0,-5.409393311E-1,6.024322510E-1,-3.784179688E-2
1.614593506E0,-5.526580811E-1,6.610260010E-1,-8.044433594E-2
1.617034912E0,-5.547943115E-1,7.409210205E-1,-1.209259033E-1
1.619506836E0,-5.462646484E-1,8.410491943E-1,-1.582031250E-1
1.621978760E0,-5.260314941E-1,9.518432617E-1,-1.976318359E-1
1.624420166E0,-5.004577637E-1,1.074340820E0,-2.263793945E-1
1.626892090E0,-4.663696289E-1,1.210693359E0,-2.466278076E-1
1.629364014E0,-4.258880615E-1,1.351318359E0,-2.604675293E-1
1.631805420E0,-3.843536377E-1,1.488739014E0,-2.679290771E-1
1.634277344E0,-3.353424072E-1,1.625091553E0,-2.658081055E-1
1.636749268E0,-2.863464355E-1,1.753982544E0,-2.604675293E-1
1.639190674E0,-2.320098877E-1,1.882888794E0,-2.487640381E-1
1.641662598E0,-1.734313965E-1,1.998992920E0,-2.444915771E-1
1.644104004E0,-1.159057617E-1,2.106582642E0,-2.423706055E-1
1.646575928E0,-6.582641602E-2,2.240814209E0,-2.476959229E-1
1.649047852E0,-1.789855957E-2,2.363311768E0,-2.604675293E-1
1.651489258E0,3.004455566E-2,2.469848633E0,-2.764587402E-1
1.653961182E0,7.904052734E-2,2.562515259E0,-3.020172119E-1
1.656433106E0,1.227264404E-1,2.640289307E0,-3.318481445E-1
1.658874512E0,1.663970947E-1,2.709533691E0,-3.680725098E-1
1.661346436E0,2.004852295E-1,2.773437500E0,-4.149322510E-1
1.663818360E0,2.271118164E-1,2.829895020E0,-4.650115967E-1
1.666259766E0,2.473602295E-1,2.876770020E0,-5.171966553E-1
1.668731690E0,2.484130859E-1,2.825637817E0,-5.598144531E-1
1.671203614E0,2.026214600E-1,2.597671509E0,-5.832519531E-1
1.673645020E0,1.354980469E-1,2.410186768E0,-6.066894531E-1
1.676116944E0,5.987548828E-2,2.293014526E0,-6.407775879E-1
1.678588867E0,-3.387451172E-2,2.218444824E0,-6.801910400E-1
1.681030274E0,-1.361389160E-1,2.185409546E0,-7.281188965E-1
1.683502197E0,-2.416076660E-1,2.193939209E0,-7.877807617E-1
1.685943604E0,-3.438720703E-1,2.240814209E0,-8.538208008E-1
1.688415528E0,-4.365386963E-1,2.305786133E0,-9.198760986E-1
1.690887451E0,-5.036621094E-1,2.394210815E0,-9.859161377E-1
1.693328858E0,-5.473327637E-1,2.501800537E0,-1.051971436E0
1.695800781E0,-5.675659180E-1,2.626434326E0,-1.112686157E0
1.698272705E0,-5.569152832E-1,2.757461548E0,-1.176605225E0
1.700714112E0,-5.196380615E-1,2.885299683E0,-1.247970581E0
1.703186035E0,-4.685058594E-1,3.005676270E0,-1.311889648E0
1.705627442E0,-3.960571289E-1,3.121780396E0,-1.373672485E0
1.708099365E0,-3.044586182E-1,3.230438232E0,-1.435455322E0
1.710571289E0,-2.043151855E-1,3.327377319E0,-1.486587524E0
1.713012696E0,-9.886169434E-2,3.415802002E0,-1.528137207E0
1.715484619E0,1.193237305E-2,3.493560791E0,-1.560104370E0
1.717987061E0,1.205902100E-1,3.552154541E0,-1.585662842E0
1.720428467E0,2.313690186E-1,3.606475830E0,-1.598449707E0
1.722900391E0,3.357696533E-1,3.652282715E0,-1.604843140E0
1.725372315E0,4.305877686E-1,3.706619263E0,-1.595245361E0
1.727813721E0,5.189971924E-1,3.764144897E0,-1.576080322E0
1.730285645E0,5.967559814E-1,3.830184937E0,-1.549438477E0
1.732757569E0,6.585540771E-1,3.930313110E0,-1.510025024E0
1.735198975E0,6.926422119E-1,4.117813110E0,-1.458892822E0
1.737670899E0,7.118072510E-1,4.277603149E0,-1.398178101E0
1.740112305E0,7.331085205E-1,4.357482910E0,-1.333190918E0
1.742584229E0,7.384490967E-1,4.392639160E0,-1.267150879E0
1.745056153E0,7.416381836E-1,4.393707275E0,-1.207489014E0
1.747497559E0,7.363128662E-1,4.359619141E0,-1.148910522E0
1.749969483E0,7.150115967E-1,4.288253784E0,-1.099899292E0
1.752441406E0,6.809234619E-1,4.178527832E0,-1.062622070E0
1.754882813E0,6.351165771E-1,4.031524658E0,-1.032791138E0
1.757354737E0,5.733184814E-1,3.855743408E0,-1.021072388E0
1.759826660E0,4.987640381E-1,3.645889282E0,-1.022140503E0
1.762268067E0,4.124755859E-1,3.412597656E0,-1.034927368E0
1.764739990E0,3.208618164E-1,3.170791626E0,-1.051971436E0
1.767211914E0,2.249908447E-1,2.920455933E0,-1.082855225E0
1.769653321E0,1.269836426E-1,2.678634644E0,-1.112686157E0
1.772125244E0,2.684020996E-2,2.448532104E0,-1.148910522E0
1.774566651E0,-7.221984863E-2,2.238677979E0,-1.191513062E0
1.777038574E0,-1.649017334E-1,2.065048218E0,-1.238388062E0
1.779510498E0,-2.511901855E-1,1.945724487E0,-1.289520264E0
1.781951905E0,-3.246917725E-1,1.866897583E0,-1.341720581E0
1.784423828E0,-3.854064941E-1,1.806182861E0,-1.390716553E0
1.786895752E0,-4.312133789E-1,1.763565063E0,-1.439727783E0
1.789337158E0,-4.535827637E-1,1.743331909E0,-1.487655640E0
1.791809082E0,-4.610443115E-1,1.740142822E0,-1.534530640E0
1.794281006E0,-4.557189941E-1,1.745468140E0,-1.580337524E0
1.796722412E0,-4.386749268E-1,1.768890381E0,-1.630401611E0
1.799194336E0,-4.109802246E-1,1.815765381E0,-1.680465698E0
1.801666260E0,-3.715667725E-1,1.887145996E0,-1.730545044E0
1.804107666E0,-3.236236572E-1,1.978759766E0,-1.782745361E0
1.806579590E0,-2.543792725E-1,2.090606689E0,-1.844528198E0
1.809020996E0,-1.776885986E-1,2.216308594E0,-1.905242920E0
1.811492920E0,-8.819580078E-2,2.359054565E0,-1.964904785E0
1.813964844E0,1.406860352E-2,2.509262085E0,-2.028808594E0
1.816406250E0,1.301727295E-1,2.657333374E0,-2.086334229E0
1.818878174E0,2.580108643E-1,2.803268433E0,-2.135345459E0
1.821350098E0,3.911590576E-1,2.937500000E0,-2.177947998E0
1.823791504E0,5.360412598E-1,3.063186646E0,-2.213104248E0
1.826263428E0,6.841125488E-1,3.179306030E0,-2.235473633E0
1.828735352E0,8.321838379E-1,3.289031982E0,-2.250381470E0
1.831176758E0,9.770660400E-1,3.397689819E0,-2.255722046E0
1.833648682E0,1.123001099E0,3.504211426E0,-2.248260498E0
1.836120606E0,1.266815186E0,3.612869263E0,-2.230148315E0
1.838592530E0,1.404235840E0,3.723663330E0,-2.202453613E0
1.841033936E0,1.541656494E0,3.826995850E0,-2.174758911E0
1.843475342E0,1.674804688E0,3.924987793E0,-2.141738892E0
1.845947266E0,1.802642822E0,4.008087158E0,-2.109771729E0
1.848419190E0,1.920883179E0,4.076263428E0,-2.074615479E0
1.850860596E0,2.029541016E0,4.133789062E0,-2.039459229E0
1.853332520E0,2.126480103E0,4.180664062E0,-2.005371094E0
1.855804444E0,2.205307007E0,4.213684082E0,-1.972351074E0
1.858245850E0,2.270294189E0,4.234985352E0,-1.940399170E0
1.860717774E0,2.318222046E0,4.242446899E0,-1.908432007E0
1.863189697E0,2.343795776E0,4.238174438E0,-1.878616333E0
1.865631104E0,2.354446411E0,4.227523804E0,-1.848785400E0
1.868103028E0,2.341659546E0,4.203033447E0,-1.815765381E0
1.870574951E0,2.305450439E0,4.163619995E0,-1.790191650E0
1.873016358E0,2.251113892E0,4.119934082E0,-1.760360718E0
1.875488281E0,2.177612305E0,4.074127197E0,-1.742263794E0
1.877960205E0,2.089202881E0,4.033645630E0,-1.727340698E0
