"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.845235800E-1,4.265441895E-1,5.023193359E0,1.067346191E1
9.869955040E-1,3.391571045E-1,4.974105835E0,1.099906921E1
9.894674280E-1,3.044433594E-1,5.014816284E0,1.139651489E1
9.919393520E-1,3.164215088E-1,5.085433960E0,1.176881409E1
9.943807580E-1,3.164215088E-1,5.201553345E0,1.203097534E1
9.968526820E-1,3.355712891E-1,5.347610474E0,1.220216370E1
9.992940880E-1,3.259887695E-1,5.515197754E0,1.232186890E1
1.001766012E0,3.212127686E-1,5.579833984E0,1.240686035E1
1.004237936E0,2.984619141E-1,5.711517334E0,1.238291931E1
1.006679342E0,2.972564697E-1,5.724685669E0,1.243200684E1
1.009151266E0,2.290344238E-1,5.700744629E0,1.262593079E1
1.011623189E0,1.165008545E-1,5.664840698E0,1.291444397E1
1.014095113E0,-2.014160156E-3,5.578643799E0,1.304971313E1
1.016536520E0,-2.162933350E-1,5.491256714E0,1.307484436E1
1.019008443E0,-3.623352051E-1,5.372741699E0,1.294078064E1
1.021449850E0,-4.209899902E-1,5.287750244E0,1.276121521E1
1.023921773E0,-5.239410400E-1,5.118957520E0,1.237574768E1
1.026363180E0,-6.245117188E-1,4.907073975E0,1.187895203E1
1.028835104E0,-7.897033691E-1,4.676025391E0,1.137257385E1
1.031307027E0,-9.692687988E-1,4.418655396E0,1.085302734E1
1.033748434E0,-9.836273193E-1,4.185211182E0,1.036700439E1
1.036220357E0,-1.063842773E0,3.955368042E0,9.889358521E0
1.038692281E0,-1.152420044E0,3.792572021E0,9.397354126E0
1.041133688E0,-1.399032593E0,3.493301392E0,8.929290771E0
1.043605611E0,-1.976028442E0,3.008468628E0,8.685073853E0
1.046077535E0,-2.524307251E0,2.606246948E0,8.456436157E0
1.048518941E0,-2.790054321E0,2.375198364E0,7.971603394E0
1.050990865E0,-3.079757690E0,2.226760864E0,7.594528198E0
1.053432272E0,-3.337127686E0,2.102264404E0,7.231796265E0
1.055904195E0,-3.430511475E0,2.083114624E0,7.009140015E0
1.058376119E0,-3.531066895E0,2.091491699E0,6.836761475E0
1.060817525E0,-3.531066895E0,2.256683350E0,6.677536011E0
1.063289449E0,-3.337127686E0,2.551177979E0,6.503967285E0
1.065761373E0,-3.084548950E0,2.846862793E0,6.512344360E0
1.068202779E0,-2.864273071E0,3.182052612E0,6.466857910E0
1.070674703E0,-2.602111816E0,3.618988037E0,6.424957275E0
1.073146627E0,-2.292068481E0,3.945800781E0,6.369888306E0
1.075588033E0,-2.072998047E0,4.206771851E0,6.278915405E0
1.078059957E0,-1.891036987E0,4.448577881E0,6.102935791E0
1.080531881E0,-1.723449707E0,4.549133301E0,5.974838257E0
1.082973287E0,-1.601333618E0,4.696380615E0,5.798873901E0
1.085445211E0,-1.480438232E0,4.789749146E0,5.557052612E0
1.087886617E0,-1.352340698E0,4.889114380E0,5.355941772E0
1.090358541E0,-1.185943604E0,4.954956055E0,5.162017822E0
1.092830465E0,-9.357452393E-1,5.024383545E0,4.945343018E0
1.095271871E0,-8.735046387E-1,5.017196655E0,4.800491333E0
1.097743795E0,-7.837219238E-1,5.039947510E0,4.625717163E0
1.100215719E0,-6.137237549E-1,4.999252319E0,4.483261108E0
1.102657125E0,-4.652862549E-1,4.938201904E0,4.364746094E0
1.105129049E0,-3.312072754E-1,4.922637939E0,4.355163574E0
1.107600973E0,-7.025146484E-2,4.969314575E0,4.288131714E0
1.110072897E0,2.673339844E-1,4.976501465E0,4.284530640E0
1.112514303E0,6.875152588E-1,5.050720215E0,4.309677124E0
1.114986227E0,1.128051758E0,5.105789185E0,4.387481689E0
1.117427633E0,1.592529297E0,5.209930420E0,4.464096069E0
1.119899557E0,2.137207031E0,5.293731689E0,4.517974854E0
1.122340963E0,2.575347900E0,5.419433594E0,4.598175049E0
1.124812887E0,3.024261475E0,5.566665649E0,4.749008179E0
1.127284811E0,3.394165039E0,5.748626709E0,4.812454224E0
1.129726217E0,3.681472778E0,5.917419434E0,5.002792358E0
1.132198141E0,3.968765259E0,6.026351929E0,5.072235107E0
1.134670064E0,4.264450073E0,6.155639648E0,5.147644043E0
1.137141988E0,4.452407837E0,6.179580688E0,5.320037842E0
1.139583395E0,4.737304688E0,6.100585938E0,5.461288452E0
1.142055318E0,5.217346191E0,5.606170654E0,5.711486816E0
1.144496725E0,5.533386230E0,5.326049805E0,5.914993286E0
1.146968648E0,5.580062866E0,5.426605225E0,6.102935791E0
1.149440572E0,5.584854126E0,5.492446899E0,6.276519775E0
1.151881979E0,5.534576416E0,5.558288574E0,6.462066650E0
1.154353902E0,5.423248291E0,5.725891113E0,6.647613525E0
1.156795309E0,5.226928711E0,5.843200684E0,6.817596436E0
1.159267232E0,5.031799316E0,5.911437988E0,7.067794800E0
1.161739156E0,4.772033691E0,5.943756104E0,7.307220459E0
1.164211080E0,4.499084473E0,5.856369019E0,7.570587158E0
1.166652486E0,4.133972168E0,5.673217773E0,7.698669434E0
1.169124410E0,3.704208374E0,5.423019409E0,7.854293823E0
1.171565816E0,3.301986694E0,5.126144409E0,7.940490723E0
1.174037740E0,2.945251465E0,4.715530396E0,7.946472168E0
1.176509664E0,2.651962280E0,4.454559326E0,7.990768433E0
1.178981588E0,2.317962646E0,4.149307251E0,8.063781738E0
1.181453512E0,2.057006836E0,3.893127441E0,8.110473633E0
1.183894918E0,1.852294922E0,3.705184937E0,8.178710938E0
1.186336324E0,1.642807007E0,3.567520142E0,8.240951538E0
1.188808248E0,1.429718018E0,3.522018433E0,8.272079468E0
1.191280172E0,1.332748413E0,3.555541992E0,8.342712402E0
1.193721578E0,1.208251953E0,3.615402222E0,8.366653442E0
1.196193502E0,1.138824463E0,3.749465942E0,8.415725708E0
1.198634908E0,1.047851562E0,3.834472656E0,8.489959717E0
1.201106832E0,9.832000732E-1,3.935028076E0,8.588119507E0
1.203578756E0,9.353179932E-1,4.048751831E0,8.588119507E0
1.206020162E0,8.970184326E-1,4.140930176E0,8.560577393E0
1.208492086E0,8.359527588E-1,4.152893066E0,8.619247437E0
1.210964010E0,6.803283691E-1,4.170852661E0,8.734161377E0
1.213405416E0,4.241485596E-1,4.228317261E0,8.770080566E0
1.215877340E0,3.814697266E-4,4.239089966E0,8.670715332E0
1.218318746E0,-5.179595947E-1,4.476119995E0,8.584518433E0
1.220760152E0,-1.145248413E0,4.859191895E0,7.906967163E0
1.223232076E0,-1.534301758E0,4.872360229E0,7.250961304E0
1.225704000E0,-1.668380737E0,4.688003540E0,7.669937134E0
1.228175924E0,-1.642044067E0,4.522796631E0,8.924499512E0
1.230647848E0,-1.591766357E0,4.324081421E0,9.718185425E0
1.233089254E0,-1.519943237E0,4.209167480E0,9.965972900E0
1.235561178E0,-1.225448608E0,3.949386597E0,9.839080811E0
1.238033102E0,-8.567352295E-1,3.920654297E0,9.375808716E0
1.240474508E0,-5.299377441E-1,4.207962036E0,8.949645996E0
1.242946432E0,-6.904602051E-2,4.515625000E0,8.612060547E0
1.245418356E0,3.343811035E-1,4.874755859E0,8.343902588E0
1.247859762E0,6.815338135E-1,5.254226685E0,8.203842163E0
1.250331686E0,1.146011353E0,5.540328979E0,8.224197388E0
1.252773092E0,1.548233032E0,5.882705688E0,8.353485107E0
1.255245016E0,1.791244507E0,6.177200317E0,8.615646362E0
1.257716939E0,2.007919312E0,6.490829468E0,8.947250366E0
1.260188863E0,2.182693481E0,6.732650757E0,9.214202881E0
1.262660787E0,2.231781006E0,6.846374512E0,9.408126831E0
1.265132711E0,2.176712036E0,6.968475342E0,9.538619995E0
1.267574117E0,2.006729126E0,7.042694092E0,9.592483521E0
1.270046041E0,1.736175537E0,7.019958496E0,9.666702271E0
1.272517965E0,1.430923462E0,6.956512451E0,9.809158325E0
1.274959371E0,1.189102173E0,6.849960327E0,1.002822876E1
1.277431295E0,9.389038086E-1,6.606948853E0,1.026286316E1
1.279903219E0,6.516113281E-1,6.369934082E0,1.049031067E1
1.282344625E0,4.157714844E-1,6.079025269E0,1.068304443E1
1.284816549E0,2.469787598E-1,5.772567749E0,1.091288757E1
1.287257955E0,8.776855469E-2,5.543930054E0,1.120019531E1
1.289729879E0,-1.037597656E-1,5.293731689E0,1.141926575E1
1.292201803E0,-2.354431152E-1,5.054306030E0,1.156530762E1
1.294643209E0,-3.898773193E-1,4.902282715E0,1.176043701E1
1.297115133E0,-5.766143799E-1,4.753845215E0,1.185261536E1
1.299587057E0,-7.885131836E-1,4.597015381E0,1.191964722E1
1.302028463E0,-1.033920288E0,4.444992065E0,1.195436096E1
1.304500387E0,-1.367904663E0,4.313308716E0,1.191127014E1
1.306972311E0,-1.679153442E0,4.258239746E0,1.185140991E1
1.309444234E0,-1.985610962E0,4.124160767E0,1.174487305E1
1.311885641E0,-2.159194946E0,4.022415161E0,1.167903137E1
1.314357564E0,-2.327972412E0,3.954177856E0,1.160121155E1
1.316798971E0,-2.438110352E0,3.869186401E0,1.142285156E1
1.319270895E0,-2.559020996E0,3.727920532E0,1.127799988E1
1.321712301E0,-2.663162231E0,3.568710327E0,1.106611633E1
1.324184225E0,-2.819992065E0,3.318511963E0,1.089373779E1
1.326656148E0,-3.150390625E0,3.064727783E0,1.063395691E1
1.329128072E0,-3.191085815E0,2.818130493E0,1.041967773E1
1.331569479E0,-3.229400635E0,2.617019653E0,1.008569336E1
1.334041402E0,-3.179122925E0,2.496109009E0,9.586502075E0
1.336482809E0,-3.122848511E0,2.333297729E0,9.087310791E0
1.338954732E0,-2.999557495E0,2.235137939E0,8.609664917E0
1.341426656E0,-2.809219360E0,2.205215454E0,8.153564453E0
1.343868063E0,-2.575775146E0,2.369216919E0,7.716629028E0
1.346339986E0,-2.276504517E0,2.595474243E0,7.247360229E0
1.348811910E0,-1.978424072E0,2.936645508E0,6.993576050E0
1.351283834E0,-1.543884277E0,3.308944702E0,6.791259766E0
1.353725240E0,-1.044692993E0,3.706375122E0,6.539871216E0
1.356166647E0,-5.203552246E-1,4.030792236E0,6.300460815E0
1.358638570E0,-8.581542969E-2,4.370773315E0,6.039489746E0
1.361110494E0,2.864837646E-1,4.622161865E0,5.713882446E0
1.363551900E0,7.066650391E-1,4.880737305E0,5.450515747E0
1.366023824E0,9.855957031E-1,5.033966064E0,5.152435303E0
1.368495748E0,1.174743652E0,5.092620850E0,4.929779053E0
1.370937154E0,1.416549683E0,5.078262329E0,4.762176514E0
1.373409078E0,1.630828857E0,5.051925659E0,4.595779419E0
1.375881002E0,1.851104736E0,5.083038330E0,4.509597778E0
1.378322408E0,2.127624512E0,5.011215210E0,4.446151733E0
1.380794332E0,2.325149536E0,4.996856689E0,4.461715698E0
1.383235738E0,2.290435791E0,4.994461060E0,4.601776123E0
1.385707662E0,2.175521851E0,4.899887085E0,4.716690063E0
1.388179586E0,1.852294922E0,4.704757690E0,4.889068604E0
1.390620992E0,1.384231567E0,4.495269775E0,5.221862793E0
1.393092916E0,9.161682129E-1,4.298950195E0,5.474456787E0
1.395564840E0,4.959869385E-1,4.163665771E0,5.852737427E0
1.398006246E0,1.787567139E-1,4.029602051E0,6.223846436E0
1.400478170E0,-4.270935059E-2,3.948196411E0,6.531494141E0
1.402950094E0,-1.959381104E-1,3.921859741E0,6.910980225E0
1.405391500E0,-3.407897949E-1,3.852416992E0,7.216232300E0
1.407863424E0,-4.437408447E-1,3.858413696E0,7.490371704E0
1.410335348E0,-4.892272949E-1,3.987701416E0,7.789642334E0
1.412776754E0,-5.778198242E-1,4.021209717E0,8.108078003E0
1.415248678E0,-5.778198242E-1,4.185211182E0,8.251724243E0
1.417690084E0,-5.838012695E-1,4.388732910E0,8.244552612E0
1.420162008E0,-6.412658691E-1,4.588638306E0,8.309188843E0
1.422633932E0,-7.490081787E-1,4.775390625E0,8.373840332E0
1.425075338E0,-9.417419434E-1,4.964523315E0,8.467208862E0
1.427547262E0,-1.178756714E0,5.005233765E0,8.609664917E0
1.430019186E0,-1.438537598E0,5.006423950E0,8.782043457E0
1.432460592E0,-1.724639893E0,4.963333130E0,9.008300781E0
1.434932516E0,-1.992797852E0,4.802917480E0,9.357849121E0
1.437404439E0,-2.313613892E0,4.573074341E0,9.770858765E0
1.439845846E0,-2.615280151E0,4.300140381E0,1.019223022E1
1.442317770E0,-2.809219360E0,4.003265381E0,1.062318420E1
1.444789693E0,-2.940887451E0,3.717147827E0,1.098352051E1
1.447231100E0,-2.951675415E0,3.512451172E0,1.119898987E1
1.449703023E0,-2.875061035E0,3.277816772E0,1.124568176E1
1.452144430E0,-2.787658691E0,3.144943237E0,1.127799988E1
1.454616354E0,-2.669158936E0,3.077896118E0,1.126124573E1
1.457088277E0,-2.483596802E0,3.022827148E0,1.119659424E1
1.459560201E0,-2.242980957E0,3.097045898E0,1.126004028E1
1.462001607E0,-1.980819702E0,3.205993652E0,1.138095093E1
1.464473531E0,-1.765335083E0,3.318511963E0,1.145637512E1
1.466914938E0,-1.530715942E0,3.425064087E0,1.145516968E1
1.469386861E0,-1.560638428E0,3.404708862E0,1.138334656E1
1.471858785E0,-1.727035522E0,3.381958008E0,1.110920715E1
1.474300191E0,-1.500778198E0,3.608215332E0,1.077641296E1
1.476772115E0,-1.169189453E0,3.896713257E0,1.051664734E1
1.479244039E0,-9.058227539E-1,4.164871216E0,1.022575378E1
1.481685445E0,-6.927337646E-1,4.413864136E0,1.000189209E1
1.484157369E0,-5.634460449E-1,4.655685425E0,9.740921021E0
1.486598775E0,-4.976043701E-1,4.807708740E0,9.368621826E0
1.489070699E0,-5.251464844E-1,4.959747314E0,8.767684937E0
1.491542623E0,-6.209106445E-1,5.053115845E0,8.251724243E0
1.493984029E0,-6.292877197E-1,5.176422119E0,7.968017578E0
1.496455953E0,-4.329681396E-1,5.294937134E0,7.626846313E0
1.498927877E0,-7.502746582E-2,5.451751709E0,7.317993164E0
1.501369283E0,2.086791992E-1,5.640899658E0,7.003158569E0
1.503841207E0,4.049987793E-1,5.737854004E0,6.700286865E0
1.506313131E0,4.828186035E-1,5.816864014E0,6.398620605E0
1.508785055E0,4.205627441E-1,5.821655273E0,6.228622437E0
1.511226461E0,2.529754639E-1,5.754623413E0,6.037094116E0
1.513698385E0,1.713562012E-2,5.607376099E0,5.931747437E0
1.516139791E0,-2.701568604E-1,5.487670898E0,5.871887207E0
1.518611715E0,-4.018402100E-1,5.418228149E0,5.868301392E0
1.521053121E0,-5.095825195E-1,5.348800659E0,5.954498291E0
1.523525045E0,-5.466918945E-1,5.316482544E0,6.069412231E0
1.525996969E0,-5.610504150E-1,5.305709839E0,6.142440796E0
1.528468893E0,-5.574645996E-1,5.262603760E0,6.354324341E0
1.530910299E0,-5.897827148E-1,5.218322754E0,6.602127075E0
1.533382223E0,-6.843566895E-1,5.223098755E0,6.781692505E0
1.535823629E0,-8.759002686E-1,5.229095459E0,7.100112915E0
1.538295553E0,-1.112915039E0,5.150085449E0,7.416152954E0
1.540767477E0,-1.346359253E0,5.078262329E0,7.679519653E0
1.543239400E0,-1.545074463E0,4.969314575E0,8.026672363E0
1.545711324E0,-1.633666992E0,5.004028320E0,8.292434692E0
1.548183248E0,-1.637252808E0,4.956146240E0,8.503128052E0
1.550624654E0,-1.693511963E0,4.934600830E0,8.752120972E0
1.553096578E0,-1.709075928E0,4.952560425E0,9.023864746E0
1.555537984E0,-1.784500122E0,4.953750610E0,9.212997437E0
1.558009908E0,-1.839569092E0,4.872360229E0,9.349472046E0
1.560481832E0,-1.840759277E0,4.753845215E0,9.475173950E0
1.562923238E0,-1.895828247E0,4.652084351E0,9.503890991E0
1.565395162E0,-1.871887207E0,4.503646851E0,9.591293335E0
1.567867086E0,-1.759353638E0,4.411468506E0,9.754089355E0
1.570308492E0,-1.583389282E0,4.381546021E0,9.757690430E0
1.572780416E0,-1.326004028E0,4.324081421E0,9.827117920E0
1.575252340E0,-1.049468994E0,4.375564575E0,9.895355225E0
1.577693746E0,-8.196258545E-1,4.394714355E0,9.792404175E0
1.580165670E0,-5.275421143E-1,4.416259766E0,9.669097900E0
1.582607076E0,-2.294616699E-1,4.516815186E0,9.524246216E0
1.585079000E0,-6.066894531E-2,4.588638306E0,9.409332275E0
1.587550924E0,1.488189697E-1,4.647293091E0,9.192657471E0
1.589992330E0,3.116302490E-1,4.763412476E0,9.082519531E0
1.592464254E0,5.127410889E-1,4.825668335E0,8.913726807E0
1.594936178E0,4.756317139E-1,4.874755859E0,8.710220337E0
1.597377584E0,4.792175293E-1,5.012420654E0,8.650360107E0
1.599849508E0,3.439483643E-1,5.071075439E0,8.400177002E0
1.602321432E0,2.445983887E-1,5.110580444E0,8.213424683E0
1.604762838E0,6.741333008E-2,5.190780640E0,7.987167358E0
1.607234762E0,-1.876831055E-2,5.245849609E0,7.745361328E0
1.609706686E0,-4.989624023E-2,5.287750244E0,7.492767334E0
1.612148092E0,-3.433227539E-2,5.339218140E0,7.260528564E0
1.614620016E0,-4.391479492E-2,5.372741699E0,7.103713989E0
1.617061422E0,-4.151916504E-2,5.357177734E0,6.975616455E0
1.619533346E0,-6.805419922E-3,5.365554810E0,6.847534180E0
1.622005270E0,2.313232422E-2,5.429000854E0,6.700286865E0
1.624446676E0,6.143188477E-2,5.542724609E0,6.633255005E0
1.626918600E0,7.460021973E-2,5.637298584E0,6.543472290E0
1.629360006E0,9.136962891E-2,5.734268188E0,6.539871216E0
1.631831930E0,8.657836914E-2,5.789337158E0,6.566207886E0
1.634303854E0,6.503295898E-2,5.845596313E0,6.606918335E0
1.636775777E0,-3.314208984E-2,5.887496948E0,6.632049561E0
1.639217184E0,-1.360931396E-1,5.785736084E0,6.773315430E0
1.641689107E0,-2.761535645E-1,5.703140259E0,6.893020630E0
1.644161031E0,-4.066314697E-1,5.670822144E0,7.003158569E0
1.646602438E0,-5.766143799E-1,5.578643799E0,7.122863770E0
1.649074361E0,-5.730285645E-1,5.519989014E0,7.246170044E0
1.651515768E0,-6.316833496E-1,5.502029419E0,7.327575684E0
1.653987691E0,-7.035064697E-1,5.458938599E0,7.388626099E0
1.656459615E0,-7.944946289E-1,5.449356079E0,7.471221924E0
1.658901022E0,-8.232269287E-1,5.457733154E0,7.353897095E0
1.661372945E0,-7.932891846E-1,5.451751709E0,7.325180054E0
1.663844869E0,-8.196258545E-1,5.442169189E0,7.204269409E0
1.666286275E0,-8.423767090E-1,5.402664185E0,7.085754395E0
1.668758199E0,-8.687133789E-1,5.365554810E0,7.046249390E0
1.671230123E0,-8.722991943E-1,5.257827759E0,6.968444824E0
1.673671529E0,-9.189910889E-1,5.191986084E0,6.878662109E0
1.676143453E0,-9.010314941E-1,5.127334595E0,6.781692505E0
1.678615377E0,-8.531494141E-1,5.062698364E0,6.719436646E0
1.681056783E0,-7.980804443E-1,4.992065430E0,6.657196045E0
1.683528707E0,-7.334442139E-1,4.925033569E0,6.559036255E0
1.686000631E0,-6.987304688E-1,4.837631226E0,6.463256836E0
1.688442037E0,-3.731079102E-1,4.782577515E0,6.367492676E0
1.690913961E0,4.467773438E-2,4.763412476E0,6.323196411E0
1.693355367E0,4.073944092E-1,4.775390625E0,6.331573486E0
1.695827291E0,6.875152588E-1,4.714340210E0,6.316024780E0
1.698299215E0,7.976531982E-1,4.605407715E0,6.354324341E0
1.700740621E0,8.467254639E-1,4.533569336E0,6.282501221E0
1.703212545E0,8.335571289E-1,4.352813721E0,6.257354736E0
1.705684469E0,7.952575684E-1,4.264221191E0,6.205886841E0
1.708156393E0,8.455352783E-1,4.231903076E0,6.259750366E0
1.710597799E0,9.017944336E-1,4.178039551E0,6.272918701E0
1.713069723E0,9.628448486E-1,4.185211182E0,6.397415161E0
1.715511129E0,1.034683228E0,4.207962036E0,6.548248291E0
1.717983053E0,9.748229980E-1,4.188812256E0,6.749374390E0
1.720424459E0,9.664459229E-1,4.179229736E0,6.877456665E0
1.722896383E0,9.281311035E-1,4.173248291E0,7.069000244E0
1.725368307E0,9.029998779E-1,4.163665771E0,7.259338379E0
1.727809713E0,7.749023438E-1,4.118179321E0,7.519104004E0
1.730281637E0,6.575927734E-1,4.043960571E0,7.745361328E0
1.732753561E0,5.151367188E-1,4.011642456E0,7.885421753E0
1.735194967E0,2.505798340E-1,3.905090332E0,8.080551147E0
1.737666891E0,-1.637268066E-2,3.919464111E0,8.155960083E0
1.740138814E0,-3.515625000E-1,3.958969116E0,8.188278198E0
1.742580221E0,-6.185150146E-1,4.061920166E0,8.260116577E0
1.745052145E0,-8.112487793E-1,4.155288696E0,8.321166992E0
1.747524068E0,-1.003982544E0,4.266616821E0,8.318771362E0
1.749965475E0,-1.172775269E0,4.339645386E0,8.358276367E0
1.752437398E0,-1.165588379E0,4.456954956E0,8.359466553E0
1.754878805E0,-9.201812744E-1,4.513229370E0,8.266098022E0
1.757350729E0,-1.011169434E0,4.490478516E0,8.117660522E0
1.759822652E0,-8.711090088E-1,4.541961670E0,8.098495483E0
1.762264059E0,-8.722991943E-1,4.525192261E0,8.073364258E0
1.764735982E0,-9.561004639E-1,4.394714355E0,7.990768433E0
1.767207906E0,-9.525146484E-1,4.349227905E0,7.854293823E0
1.769649313E0,-1.026733398E0,4.332458496E0,7.764511108E0
1.772121236E0,-1.208694458E0,4.246276855E0,7.637619019E0
1.774593160E0,-1.667175293E0,4.097824097E0,7.555023193E0
1.777034566E0,-2.071792603E0,3.761444092E0,7.051040649E0
1.779506490E0,-2.748153687E0,3.027618408E0,3.991241455E0
1.781978414E0,-2.671539307E0,2.808547974E0,3.128143311E0
1.784419820E0,-2.268127441E0,2.887557983E0,3.616561890E0
1.786891744E0,-1.851531982E0,3.018051147E0,4.066665649E0
1.789363668E0,-1.320022583E0,3.191619873E0,4.673599243E0
1.791805074E0,-8.399810791E-1,3.337677002E0,5.226654053E0
1.794276998E0,-5.167694092E-1,3.489700317E0,5.824005127E0
1.796718404E0,-2.809295654E-1,3.568710327E0,6.395019531E0
1.799190328E0,-1.767883301E-1,3.577087402E0,6.925338745E0
1.801662252E0,-1.468658447E-1,3.580688477E0,7.513122559E0
1.804103658E0,-2.222747803E-1,3.559127808E0,8.027877808E0
1.806575582E0,-3.467712402E-1,3.498077393E0,8.492340088E0
1.809047506E0,-5.562744141E-1,3.398727417E0,8.870635986E0
1.811488912E0,-7.274475098E-1,3.194015503E0,9.189056396E0
1.813960836E0,-9.680786133E-1,2.989318848E0,9.342285156E0
1.816402242E0,-1.328399658E0,2.760665894E0,9.473968506E0
1.818874166E0,-1.675552368E0,2.547576904E0,9.596069336E0
1.821346090E0,-2.021514893E0,2.284225464E0,9.663116455E0
1.823787496E0,-2.389038086E0,2.043609619E0,9.664306641E0
1.826259420E0,-2.863082886E0,1.901153564E0,9.640365601E0
1.828761861E0,-3.291641235E0,1.782638550E0,9.616424561E0
1.831203268E0,-3.727386475E0,1.627014160E0,9.629592896E0
1.833675191E0,-4.102081299E0,1.595886230E0,9.724166870E0
1.836147115E0,-4.517471313E0,1.555191040E0,9.778030396E0
1.838588522E0,-4.910125732E0,1.613845825E0,9.760070801E0
1.841060445E0,-5.275238037E0,1.670104980E0,9.670288086E0
1.843532369E0,-5.879776001E0,1.441467285E0,9.306381226E0
1.845973775E0,-6.132369995E0,1.401962280E0,8.743743896E0
1.848445699E0,-6.036590576E0,1.799392700E0,8.353485107E0
1.850887106E0,-5.973144531E0,2.057968140E0,8.134414673E0
1.853359029E0,-5.931259155E0,2.384780884E0,7.999145508E0
1.855830953E0,-5.884567261E0,2.656524658E0,7.948867798E0
1.858272359E0,-5.852249146E0,2.879180908E0,7.825561523E0
1.860744283E0,-5.849853516E0,2.947418213E0,7.602905273E0
1.863216207E0,-5.825912476E0,2.964172363E0,7.317993164E0
1.865657613E0,-5.830688477E0,2.875595093E0,7.030685425E0
1.868129537E0,-5.830688477E0,2.687652588E0,6.708663940E0
1.870601461E0,-5.770843506E0,2.429077148E0,6.351928711E0
1.873042867E0,-5.664291382E0,2.168106079E0,6.068222046E0
1.875514791E0,-5.499099731E0,1.871215820E0,5.809646606E0
1.877986715E0,-5.359039307E0,1.573150635E0,5.555862427E0
1.880428121E0,-5.199829102E0,1.336120605E0,5.335586548E0
1.882900045E0,-5.033432007E0,1.180496216E0,5.225463867E0
1.885341451E0,-4.969985962E0,1.082336426E0,5.232635498E0
1.887813375E0,-5.174682617E0,1.070358276E0,5.354751587E0
1.890285299E0,-5.268051147E0,1.149368286E0,5.692321777E0
1.892726705E0,-4.948425293E0,1.209228516E0,5.931747437E0
1.895198629E0,-4.643173218E0,1.304992676E0,5.991607666E0
1.897670553E0,-4.352279663E0,1.411529541E0,6.167572021E0
1.900111959E0,-4.033843994E0,1.476181030E0,6.341156006E0
1.902583883E0,-3.774078369E0,1.598281860E0,6.494384766E0
1.905055807E0,-3.582534790E0,1.763488770E0,6.726623535E0
1.907497213E0,-3.523880005E0,1.842498779E0,6.899002075E0
1.909969137E0,-3.527481079E0,1.915512085E0,7.155181885E0
1.912441061E0,-3.559799194E0,1.963394165E0,7.365875244E0
1.914882467E0,-3.596908569E0,2.001708984E0,7.695083618E0
1.917354391E0,-3.742950439E0,2.006500244E0,7.968017578E0
1.919795797E0,-3.933288574E0,1.946640015E0,8.288833618E0
1.922267721E0,-4.166732788E0,1.935867310E0,8.452850342E0
1.924739645E0,-4.449234009E0,1.916717529E0,8.681488037E0
1.927181051E0,-4.758087158E0,1.872421265E0,8.790420532E0
1.929652975E0,-5.111236572E0,1.854461670E0,8.832321167E0
1.932124898E0,-5.496704102E0,1.828125000E0,8.906539917E0
1.934566305E0,-5.818725586E0,1.785034180E0,8.871826172E0
1.937038229E0,-6.088073730E0,1.727569580E0,8.804794312E0
1.939510152E0,-6.368194580E0,1.684478760E0,8.760498047E0
1.941951559E0,-6.580078125E0,1.658142090E0,8.655151367E0
1.944423482E0,-6.683029175E0,1.648559570E0,8.633605957E0
1.946895406E0,-6.887741089E0,1.607864380E0,8.495941162E0
1.949367330E0,-7.052932739E0,1.674896240E0,8.264892578E0
1.951808736E0,-7.164260864E0,1.740737915E0,8.026672363E0
1.954250143E0,-7.404876709E0,1.758697510E0,7.713027954E0
1.956722066E0,-7.597610474E0,1.882003784E0,7.339538574E0
1.959193990E0,-7.741271973E0,1.872421265E0,6.900207520E0
1.961635397E0,-8.001037598E0,1.996917725E0,6.327987671E0
1.964107320E0,-8.171020508E0,2.115432739E0,5.875488281E0
1.966579244E0,-8.318267822E0,2.242324829E0,5.333190918E0
1.969020650E0,-8.458328247E0,2.383575439E0,4.854354858E0
1.971492574E0,-8.588821411E0,2.581100464E0,4.303695679E0
1.973964498E0,-8.707336426E0,2.771438599E0,3.792526245E0
1.976405904E0,-8.849777222E0,3.009658813E0,3.316085815E0
1.978877828E0,-8.925201416E0,3.171279907E0,2.826461792E0
1.981349752E0,-9.032943726E0,3.381958008E0,2.379943848E0
1.983791158E0,-9.146667480E0,3.533996582E0,1.850830078E0
1.986263082E0,-9.404037476E0,3.738693237E0,1.565917969E0
1.988735006E0,-9.843383789E0,4.057128906E0,1.581481934E0
1.991176412E0,-1.001576233E1,4.192398071E0,1.570709229E0
1.993648336E0,-1.009596252E1,4.253448486E0,1.521636963E0
1.996089742E0,-1.011033630E1,4.215148926E0,1.551559448E0
1.998561666E0,-1.009356689E1,4.190002441E0,1.501281738E0
2.001033590E0,-9.985839844E0,4.160079956E0,1.327697754E0
2.003474996E0,-9.851760864E0,4.083465576E0,1.182846069E0
2.005946920E0,-9.708099365E0,3.982910156E0,9.530029297E-1
2.008418844E0,-9.589599609E0,3.893127441E0,8.309020996E-1
2.010860250E0,-9.532135010E0,3.790176392E0,6.932373047E-1
2.013332174E0,-9.460311890E0,3.706375122E0,5.531768799E-1
2.015804098E0,-9.297500610E0,3.568710327E0,4.071350098E-1
